SONG_TITLE,ARTIST_NAME,LYRIC_SONG_ID,_join_key,_join_occurrence,Word_Count,Unique_Word_Count,Repetition_Score,Average_Line_Length,Vocabulary_Diversity,Title_Repetition,Explicit_Word_Count,Sentiment_Score,Positive_Score,Negative_Score,Emotional_Intensity,BERT_Embedding_0,BERT_Embedding_1,BERT_Embedding_2,BERT_Embedding_3,BERT_Embedding_4,BERT_Embedding_5,BERT_Embedding_6,BERT_Embedding_7,BERT_Embedding_8,BERT_Embedding_9,BERT_Embedding_10,BERT_Embedding_11,BERT_Embedding_12,BERT_Embedding_13,BERT_Embedding_14,BERT_Embedding_15,BERT_Embedding_16,BERT_Embedding_17,BERT_Embedding_18,BERT_Embedding_19,BERT_Embedding_20,BERT_Embedding_21,BERT_Embedding_22,BERT_Embedding_23,BERT_Embedding_24,BERT_Embedding_25,BERT_Embedding_26,BERT_Embedding_27,BERT_Embedding_28,BERT_Embedding_29,BERT_Embedding_30,BERT_Embedding_31,BERT_Embedding_32,BERT_Embedding_33,BERT_Embedding_34,BERT_Embedding_35,BERT_Embedding_36,BERT_Embedding_37,BERT_Embedding_38,BERT_Embedding_39,BERT_Embedding_40,BERT_Embedding_41,BERT_Embedding_42,BERT_Embedding_43,BERT_Embedding_44,BERT_Embedding_45,BERT_Embedding_46,BERT_Embedding_47,BERT_Embedding_48,BERT_Embedding_49,BERT_Embedding_50,BERT_Embedding_51,BERT_Embedding_52,BERT_Embedding_53,BERT_Embedding_54,BERT_Embedding_55,BERT_Embedding_56,BERT_Embedding_57,BERT_Embedding_58,BERT_Embedding_59,BERT_Embedding_60,BERT_Embedding_61,BERT_Embedding_62,BERT_Embedding_63,BERT_Embedding_64,BERT_Embedding_65,BERT_Embedding_66,BERT_Embedding_67,BERT_Embedding_68,BERT_Embedding_69,BERT_Embedding_70,BERT_Embedding_71,BERT_Embedding_72,BERT_Embedding_73,BERT_Embedding_74,BERT_Embedding_75,BERT_Embedding_76,BERT_Embedding_77,BERT_Embedding_78,BERT_Embedding_79,BERT_Embedding_80,BERT_Embedding_81,BERT_Embedding_82,BERT_Embedding_83,BERT_Embedding_84,BERT_Embedding_85,BERT_Embedding_86,BERT_Embedding_87,BERT_Embedding_88,BERT_Embedding_89,BERT_Embedding_90,BERT_Embedding_91,BERT_Embedding_92,BERT_Embedding_93,BERT_Embedding_94,BERT_Embedding_95,BERT_Embedding_96,BERT_Embedding_97,BERT_Embedding_98,BERT_Embedding_99,BERT_Embedding_100,BERT_Embedding_101,BERT_Embedding_102,BERT_Embedding_103,BERT_Embedding_104,BERT_Embedding_105,BERT_Embedding_106,BERT_Embedding_107,BERT_Embedding_108,BERT_Embedding_109,BERT_Embedding_110,BERT_Embedding_111,BERT_Embedding_112,BERT_Embedding_113,BERT_Embedding_114,BERT_Embedding_115,BERT_Embedding_116,BERT_Embedding_117,BERT_Embedding_118,BERT_Embedding_119,BERT_Embedding_120,BERT_Embedding_121,BERT_Embedding_122,BERT_Embedding_123,BERT_Embedding_124,BERT_Embedding_125,BERT_Embedding_126,BERT_Embedding_127,BERT_Embedding_128,BERT_Embedding_129,BERT_Embedding_130,BERT_Embedding_131,BERT_Embedding_132,BERT_Embedding_133,BERT_Embedding_134,BERT_Embedding_135,BERT_Embedding_136,BERT_Embedding_137,BERT_Embedding_138,BERT_Embedding_139,BERT_Embedding_140,BERT_Embedding_141,BERT_Embedding_142,BERT_Embedding_143,BERT_Embedding_144,BERT_Embedding_145,BERT_Embedding_146,BERT_Embedding_147,BERT_Embedding_148,BERT_Embedding_149,BERT_Embedding_150,BERT_Embedding_151,BERT_Embedding_152,BERT_Embedding_153,BERT_Embedding_154,BERT_Embedding_155,BERT_Embedding_156,BERT_Embedding_157,BERT_Embedding_158,BERT_Embedding_159,BERT_Embedding_160,BERT_Embedding_161,BERT_Embedding_162,BERT_Embedding_163,BERT_Embedding_164,BERT_Embedding_165,BERT_Embedding_166,BERT_Embedding_167,BERT_Embedding_168,BERT_Embedding_169,BERT_Embedding_170,BERT_Embedding_171,BERT_Embedding_172,BERT_Embedding_173,BERT_Embedding_174,BERT_Embedding_175,BERT_Embedding_176,BERT_Embedding_177,BERT_Embedding_178,BERT_Embedding_179,BERT_Embedding_180,BERT_Embedding_181,BERT_Embedding_182,BERT_Embedding_183,BERT_Embedding_184,BERT_Embedding_185,BERT_Embedding_186,BERT_Embedding_187,BERT_Embedding_188,BERT_Embedding_189,BERT_Embedding_190,BERT_Embedding_191,BERT_Embedding_192,BERT_Embedding_193,BERT_Embedding_194,BERT_Embedding_195,BERT_Embedding_196,BERT_Embedding_197,BERT_Embedding_198,BERT_Embedding_199,BERT_Embedding_200,BERT_Embedding_201,BERT_Embedding_202,BERT_Embedding_203,BERT_Embedding_204,BERT_Embedding_205,BERT_Embedding_206,BERT_Embedding_207,BERT_Embedding_208,BERT_Embedding_209,BERT_Embedding_210,BERT_Embedding_211,BERT_Embedding_212,BERT_Embedding_213,BERT_Embedding_214,BERT_Embedding_215,BERT_Embedding_216,BERT_Embedding_217,BERT_Embedding_218,BERT_Embedding_219,BERT_Embedding_220,BERT_Embedding_221,BERT_Embedding_222,BERT_Embedding_223,BERT_Embedding_224,BERT_Embedding_225,BERT_Embedding_226,BERT_Embedding_227,BERT_Embedding_228,BERT_Embedding_229,BERT_Embedding_230,BERT_Embedding_231,BERT_Embedding_232,BERT_Embedding_233,BERT_Embedding_234,BERT_Embedding_235,BERT_Embedding_236,BERT_Embedding_237,BERT_Embedding_238,BERT_Embedding_239,BERT_Embedding_240,BERT_Embedding_241,BERT_Embedding_242,BERT_Embedding_243,BERT_Embedding_244,BERT_Embedding_245,BERT_Embedding_246,BERT_Embedding_247,BERT_Embedding_248,BERT_Embedding_249,BERT_Embedding_250,BERT_Embedding_251,BERT_Embedding_252,BERT_Embedding_253,BERT_Embedding_254,BERT_Embedding_255,BERT_Embedding_256,BERT_Embedding_257,BERT_Embedding_258,BERT_Embedding_259,BERT_Embedding_260,BERT_Embedding_261,BERT_Embedding_262,BERT_Embedding_263,BERT_Embedding_264,BERT_Embedding_265,BERT_Embedding_266,BERT_Embedding_267,BERT_Embedding_268,BERT_Embedding_269,BERT_Embedding_270,BERT_Embedding_271,BERT_Embedding_272,BERT_Embedding_273,BERT_Embedding_274,BERT_Embedding_275,BERT_Embedding_276,BERT_Embedding_277,BERT_Embedding_278,BERT_Embedding_279,BERT_Embedding_280,BERT_Embedding_281,BERT_Embedding_282,BERT_Embedding_283,BERT_Embedding_284,BERT_Embedding_285,BERT_Embedding_286,BERT_Embedding_287,BERT_Embedding_288,BERT_Embedding_289,BERT_Embedding_290,BERT_Embedding_291,BERT_Embedding_292,BERT_Embedding_293,BERT_Embedding_294,BERT_Embedding_295,BERT_Embedding_296,BERT_Embedding_297,BERT_Embedding_298,BERT_Embedding_299,BERT_Embedding_300,BERT_Embedding_301,BERT_Embedding_302,BERT_Embedding_303,BERT_Embedding_304,BERT_Embedding_305,BERT_Embedding_306,BERT_Embedding_307,BERT_Embedding_308,BERT_Embedding_309,BERT_Embedding_310,BERT_Embedding_311,BERT_Embedding_312,BERT_Embedding_313,BERT_Embedding_314,BERT_Embedding_315,BERT_Embedding_316,BERT_Embedding_317,BERT_Embedding_318,BERT_Embedding_319,BERT_Embedding_320,BERT_Embedding_321,BERT_Embedding_322,BERT_Embedding_323,BERT_Embedding_324,BERT_Embedding_325,BERT_Embedding_326,BERT_Embedding_327,BERT_Embedding_328,BERT_Embedding_329,BERT_Embedding_330,BERT_Embedding_331,BERT_Embedding_332,BERT_Embedding_333,BERT_Embedding_334,BERT_Embedding_335,BERT_Embedding_336,BERT_Embedding_337,BERT_Embedding_338,BERT_Embedding_339,BERT_Embedding_340,BERT_Embedding_341,BERT_Embedding_342,BERT_Embedding_343,BERT_Embedding_344,BERT_Embedding_345,BERT_Embedding_346,BERT_Embedding_347,BERT_Embedding_348,BERT_Embedding_349,BERT_Embedding_350,BERT_Embedding_351,BERT_Embedding_352,BERT_Embedding_353,BERT_Embedding_354,BERT_Embedding_355,BERT_Embedding_356,BERT_Embedding_357,BERT_Embedding_358,BERT_Embedding_359,BERT_Embedding_360,BERT_Embedding_361,BERT_Embedding_362,BERT_Embedding_363,BERT_Embedding_364,BERT_Embedding_365,BERT_Embedding_366,BERT_Embedding_367,BERT_Embedding_368,BERT_Embedding_369,BERT_Embedding_370,BERT_Embedding_371,BERT_Embedding_372,BERT_Embedding_373,BERT_Embedding_374,BERT_Embedding_375,BERT_Embedding_376,BERT_Embedding_377,BERT_Embedding_378,BERT_Embedding_379,BERT_Embedding_380,BERT_Embedding_381,BERT_Embedding_382,BERT_Embedding_383,Concept_Love,Concept_Heartbreak,Concept_Partying,Concept_Drugs,Concept_Sex,Concept_Violence,Concept_Self-Empowerment,Concept_Success,Concept_Hope,Concept_Celebration,Concept_Coming_Of_Age,Concept_Loneliness,Concept_Struggle,Concept_Friendship,Concept_Traveling,AUDIO_SONG_ID,Audio_year,Audio_tempo,Audio_mfcc_1,Audio_mfcc_2,Audio_mfcc_3,Audio_mfcc_4,Audio_mfcc_5,Audio_mfcc_6,Audio_mfcc_7,Audio_mfcc_8,Audio_mfcc_9,Audio_mfcc_10,Audio_mfcc_11,Audio_mfcc_12,Audio_mfcc_13,Audio_chroma_mean_1,Audio_chroma_mean_2,Audio_chroma_mean_3,Audio_chroma_mean_4,Audio_chroma_mean_5,Audio_chroma_mean_6,Audio_chroma_mean_7,Audio_chroma_mean_8,Audio_chroma_mean_9,Audio_chroma_mean_10,Audio_chroma_mean_11,Audio_chroma_mean_12,Audio_chroma_std_1,Audio_chroma_std_2,Audio_chroma_std_3,Audio_chroma_std_4,Audio_chroma_std_5,Audio_chroma_std_6,Audio_chroma_std_7,Audio_chroma_std_8,Audio_chroma_std_9,Audio_chroma_std_10,Audio_chroma_std_11,Audio_chroma_std_12,Audio_spectral_centroid
Hold On,Wilson Phillips,lyrics_full_00000,holdon|wilsonphillips,0,444.0,134.0,0.6982,7.7895,0.3018,19.0,0.0,-0.464,0.062,0.072,0.464,-0.098646395,-0.044054005,0.08392757,0.10344258,0.102808006,0.010207124,0.08467406,0.000868096,0.08990816,-0.0064596334,-0.039429005,0.049152974,-0.017324058,-0.0035464494,0.0027957435,0.07908274,0.021395748,0.07360053,-0.076068,0.09554082,-0.02054851,-0.0066648345,-0.05616162,0.021498824,-0.08816519,0.07820901,-0.019376382,0.010126056,-0.037845474,-0.083924524,-0.022768678,-0.002849398,-0.038519125,0.004248727,-0.00081732764,0.051911946,-0.060706656,-0.008297163,0.01267476,0.004540496,0.039768457,0.07924068,0.04869277,-0.013609341,0.06347081,-0.051542006,-0.04611611,-0.023434812,-0.020699201,-0.038384117,-0.02656787,0.0053561204,-0.041939825,0.048419263,0.08831111,0.043262303,0.073190585,-0.012084007,-0.03453272,0.076043315,0.0054216245,-0.06742863,0.011487496,-0.010129489,0.052681584,0.06669087,0.05655504,-0.018824643,-0.053466324,0.095988244,-0.1166922,-0.017054778,0.02393301,0.03037904,-0.020802252,0.045228817,-0.039467573,0.006506997,0.044258997,0.05897063,-0.011102452,0.054077126,-0.025507925,-0.0020264038,-0.1356657,-0.00071956083,0.039219398,0.05463985,0.09591748,-0.00035638106,0.062061384,0.049174555,0.0024990132,0.036515743,0.036557235,0.00046024047,-0.12919071,0.10574403,-0.14806072,0.041633546,0.104454815,0.022758901,0.012114444,-0.01478636,0.03431784,0.04844787,-0.062344108,-0.015744876,-0.013814417,0.003363612,-0.024027916,-0.0039691366,0.02123411,-0.04708723,-0.058571745,-0.062683456,-0.008371923,-0.004081843,0.112027794,0.10905491,-0.041483514,-0.017866652,-0.019397305,0.027497964,-0.08664652,-0.015580385,-0.03384396,1.3303104e-33,0.05810527,-0.018781703,0.07289962,0.02569786,0.021661693,-0.028685365,-0.06972338,0.016414022,-0.06850628,0.02055964,0.0004481248,-0.018142492,-0.016128743,-0.07100665,-0.004886169,-0.055352185,-0.043598052,-0.072660305,0.048004035,0.048158508,0.016437627,0.006434173,-0.0053577595,-0.06391723,-0.058712654,-0.017652238,0.0061597847,0.0024203723,0.022300998,0.006588722,-0.05534097,0.0038772267,0.07763194,0.023656644,-0.08137218,-0.032855734,-0.028312089,0.034794986,-0.09892373,-0.108500525,-0.084760524,0.059148617,-0.026102735,0.058421407,0.008855719,-0.022951169,-0.06038686,-0.028714126,-0.06396752,-0.013862279,-0.013876566,0.020511212,0.0058233803,-0.10237157,-0.043623883,-0.03974262,-0.082520865,0.052051917,0.019967606,0.028573455,0.008624807,-0.06244784,0.011020117,-0.06642261,0.0071441783,0.0634366,-0.047393825,-0.05574483,0.0010772153,0.02191431,-0.04213837,0.029176911,-0.0609462,0.004734886,0.0031765583,-0.015176475,0.0016208511,-0.046310823,-0.05909132,0.01487884,0.006382522,0.017857801,-0.07744283,0.08249883,0.054168746,-0.09702876,-0.013348224,-0.017936205,-0.013964306,0.041578174,-0.012908048,0.042221855,0.13919085,-0.04796026,-0.037593264,-5.4561388e-34,0.05465662,0.016748425,0.05872823,0.042285174,0.016291523,-0.08805341,-0.09588621,0.03170523,0.015004787,-0.02224819,-0.03157192,-0.028382506,0.005789329,-0.012414281,-0.027394727,-0.068121776,-0.017830597,0.010155622,-0.06755953,-0.04841528,-0.09135709,0.020766616,-0.06737998,0.034695975,-0.012699993,0.10255366,0.10826485,0.041113243,-0.0033055795,-0.044414897,-0.02569405,-0.037565235,0.0012287007,0.048524305,-0.01968693,0.062653355,-0.0047236457,0.007986282,-0.063116215,-0.033663858,-0.040359065,0.031588748,-0.046007514,-0.050589196,0.03485648,-0.022227904,0.02881956,0.04291419,0.05309032,0.04730442,0.07133854,0.014537425,0.02127957,0.03469693,0.1331178,-0.035722982,-0.018848248,-0.0027226666,0.01061981,-0.044595074,-0.062116373,-0.017675366,0.003335029,0.014165411,-0.04013687,-0.03354773,-0.03548116,-0.050475407,-0.09328699,0.010133677,-0.08690397,0.0564428,-0.053695083,-0.070502885,0.06895184,0.012812037,0.019492567,-0.0992373,-0.10788632,-0.01312996,-0.012834423,-0.018305333,0.05900388,0.021142777,-0.0010493506,0.012168201,0.048741415,0.0986254,0.04131331,0.052961934,0.060076576,0.0838028,-0.04615868,0.028162552,-0.0052577537,-6.120455e-08,0.017700417,-0.031445757,-0.061419126,-0.037095737,-0.025653986,-0.007919629,0.059228383,-0.015209083,-0.025078995,0.078413606,0.087423824,0.070643276,-0.018393043,0.06262027,-0.04912537,0.08373933,-0.003562664,-0.013146416,0.046478234,-0.0087890765,-0.041575357,0.0061368514,0.009589761,0.015489478,-0.027666043,-0.026472619,0.058668844,-0.019783905,-0.07603637,-0.03373755,0.052630227,0.014776309,0.008668564,0.04166754,0.042209093,-0.0724904,0.007938119,-0.0075055626,-0.031043414,0.057281952,0.022201303,0.06923363,0.033490904,0.014400032,-0.038346294,-0.08147557,0.021748466,0.06992038,-0.12279882,0.0141150085,0.028765712,0.037087888,0.057024553,-0.010469325,0.05056151,0.044975348,-0.01259107,0.07733156,-0.049244918,0.059605666,0.078028455,0.018590672,0.047828645,-0.057127,2.326174,0.016264327,9.783582,8.633,8.739918,6.363842,9.885288,9.930166,6.1533394,9.64569,6.9370546,0.07896751,6.3280306,2.8338182,1.4302549,1,1990,99.38401442,-111.4155,85.9852,-2.8657,19.1207,-2.2144,-3.5478,-0.6155,-0.7197,-3.6689,2.2332,-6.1657,-0.0505,-3.9544,0.5157,0.3244,0.2869,0.2407,0.3191,0.6203,0.3616,0.307,0.2489,0.3486,0.3053,0.258,0.3466,0.2368,0.286,0.2297,0.2414,0.3575,0.2474,0.2836,0.2244,0.3041,0.2703,0.2146,2528.9461
It Must Have Been Love,Roxette,lyrics_full_00001,itmusthavebeenlove|roxette,0,296.0,84.0,0.7162,4.9333,0.2838,16.0,0.0,0.9989,0.284,0.031,0.9989,-0.08990572,-0.050237685,0.12988774,0.05153934,0.17274566,0.052074987,0.00019632914,-0.070961654,0.10216796,-0.016371232,-0.054928523,0.0005085338,-0.020185702,0.015438188,-0.0015955899,0.02349375,-0.06629359,0.024407836,-0.11857677,-0.03149834,-0.0012745186,-0.04631294,-0.04144058,-0.010470824,-0.06455865,0.075917415,-0.0057595833,-0.012891339,-0.074224316,-0.018209178,0.090716474,0.08069372,-0.0229994,-0.0110731805,-0.006070485,0.052805413,-0.110771544,-0.024221025,0.020554949,-0.06663792,-0.029916326,0.05250899,0.014697963,0.020677725,-0.008238508,0.06919864,0.010127993,0.034123566,0.08238783,0.05411719,-0.029291479,0.03266424,-0.033635795,-0.03025918,0.04154068,0.06778728,0.093699396,-0.019983456,0.0018655778,-0.031567276,-0.0582404,-0.0022737556,0.021910086,-0.056974918,0.008218758,-0.0012183791,-0.049974326,-0.006779367,0.008575325,0.05929036,0.017343072,0.0036961222,-0.010422701,-0.045442753,-0.050606273,0.044271637,0.016229102,-0.022909148,-0.030591121,0.06865072,-0.0035541481,0.047252133,0.026242686,0.012170036,-0.054326344,-0.009155169,0.034977544,-0.017793473,-0.035218764,-0.07222864,0.008166153,-0.022887763,-0.10803413,0.049977157,0.13477646,-0.029599236,-0.046835143,0.049804315,-0.10990396,0.03921546,0.01088592,-0.014244656,0.0023186351,-0.054740936,0.038100485,0.039704744,-0.014637066,0.02969661,-0.039845653,0.043505345,0.030969538,-0.004838123,0.013553416,0.025965458,0.032744225,-0.015894342,0.011179742,-0.059314713,0.059583433,0.14405932,0.008095261,-0.011246327,-0.028079065,-0.009215864,-0.043592416,-0.03085722,0.080353715,-1.1959421e-33,-0.008532239,-0.031024512,-0.0032537659,0.0199848,0.08947715,-0.018547961,-0.0051764078,0.0338658,-0.13417895,-0.047893044,-0.046778183,-0.037234105,-0.108250536,-0.11212004,0.018989593,-0.11459603,0.02728353,-0.118691094,0.073535725,0.03713532,0.013387775,0.022766182,0.002110512,-0.09240843,-0.051631026,-0.07449218,-0.062983945,0.058246512,-0.019041047,-0.005417149,-0.00949771,-0.015857127,-0.02537347,0.03665085,-0.036235273,-0.011617742,0.047821358,-0.008491787,0.034215257,-0.0074925455,-0.067911856,0.061706997,-0.060974203,0.025786472,0.027486794,-0.028524827,-0.019031605,0.099543855,-0.015557423,-0.017300576,0.03955594,-0.028579142,0.029493945,-0.088210285,-0.03146479,-0.009304391,0.06631289,0.06827161,0.047432635,-0.05723064,0.048809975,-0.028332004,0.047980305,-0.0003800405,0.14813954,-0.055011913,0.04405805,-0.06870432,-0.014741627,-0.022661228,-0.04330356,0.014949577,-0.034143653,0.024124194,0.0027051142,-0.04333631,0.04017658,-0.0067531415,0.020791179,0.03189896,-0.016662996,0.008560683,0.0056488463,0.072218,-0.027645977,-0.05770515,0.048907336,-0.047553234,-0.047738034,0.04939792,-0.046341877,-0.046490308,0.027038055,-0.11942559,0.004509884,1.3504096e-33,0.0017651586,0.023166252,0.03983328,0.10305748,0.100013666,-0.039130937,0.018485792,-0.055278372,-0.0699267,0.010149654,0.04315153,-0.124071985,0.06970607,0.026650146,0.01637508,0.099923916,0.020534424,0.047111172,-0.023037013,-0.018144952,-0.04641345,0.05420906,0.024887472,0.02676502,-0.06128221,0.042767555,0.003658095,0.078833684,0.0011126556,-0.040335566,-0.051052537,-0.0004056061,-0.054160755,0.035473652,-0.030140549,0.0738977,-0.008615538,0.029236754,-0.102614075,-0.023415396,-0.010825109,0.027312933,-0.03589693,-0.045813367,-0.0038104968,-0.03497229,0.041091427,0.029576521,0.073778704,0.018627204,0.077165395,-0.05038457,-0.049053423,0.06647111,0.028734839,0.013304647,0.011572778,0.01958126,-0.09544392,-0.0011366179,0.026018072,-0.0032935087,0.0011407965,-0.050946888,0.07272073,0.013422459,0.05854069,-0.035036672,-0.05573442,0.02300525,-0.005041133,0.0074370964,-0.061350208,0.054169822,0.094580896,0.06674481,-0.039915103,0.020995146,-0.049339686,0.0060515013,0.026266817,0.006067572,-0.03859678,0.053134747,0.08375522,0.0064961077,0.037337974,0.012489643,-0.019592403,-0.017235655,-0.00862952,0.046275385,-0.036746114,-0.0026924754,0.03416244,-3.9025227e-08,0.016642304,-0.0106383525,-0.073365085,-0.08092247,0.0817362,-0.10440569,0.15341495,-0.10831845,-0.021140387,0.0052389526,-0.04315066,-0.0115516605,-0.019480767,0.04270413,-0.05298457,-0.017964186,0.029861175,-0.018388528,0.015958296,-0.039974853,-0.021144338,-0.012402087,-0.047742885,-0.07261529,0.053724926,0.08502215,0.01355572,-0.114500605,0.02206599,-0.0077211233,0.07717078,-0.009275198,0.031123023,0.011162865,-0.040274993,0.0036379935,0.042579453,0.012313458,-0.056707844,-0.005084445,0.027322829,0.1176295,0.048743896,0.01763721,0.004853565,-0.045079097,0.04355525,0.0073862253,-0.003580987,-0.016398618,0.06285522,0.012403426,0.039255667,0.060648426,-0.018684665,-0.010362191,-0.06881326,0.11528463,-0.05046522,0.0033883005,0.0317626,-0.01580004,-0.010908984,0.036547624,7.22595,6.838089,0.032686092,0.23175111,0.2599467,1.0062566,0.27137002,0.016474292,6.7181897,0.013736913,1.6695771,3.607635,0.5455663,0.64147526,2.855044,2,1990,80.74951172,-57.2462,74.4311,-3.0041,21.0491,-1.2715,9.0532,4.0736,2.3865,-0.4497,8.3485,-0.8833,6.7247,-2.0489,0.5574,0.3629,0.4058,0.2504,0.3684,0.4,0.3006,0.4302,0.2902,0.3554,0.2977,0.3708,0.3533,0.2281,0.3245,0.1983,0.2898,0.3291,0.2129,0.3229,0.2293,0.3007,0.2699,0.2605,2751.6502
Nothing Compares 2 U,Sinéad O'Connor,lyrics_full_00002,nothingcompares2u|sinadoconnor,0,209.0,110.0,0.4737,6.3333,0.5263,0.0,0.0,-0.921,0.071,0.126,0.921,-0.0704235,0.005617492,0.056564327,0.059736174,0.104330726,-0.0008780407,0.059636045,-0.01642464,0.07929072,-0.07872437,-0.07798481,-0.06527892,-0.003453048,0.0358029,-0.027562367,0.10922815,0.11881617,-0.007859175,-0.060625568,0.083345175,-0.042419653,0.033624582,0.005958915,0.026601786,-0.081801996,0.07077247,-0.049585823,0.026960919,-0.13158083,0.038813177,0.022786958,0.028696002,-0.04221002,-0.0346298,0.005585625,0.021435235,-0.09726837,0.0019810966,-0.011972735,0.025720198,0.01696143,0.07898331,-0.011388134,-0.025092877,-0.010660509,0.018751562,-0.07351846,-0.068875134,0.06067176,-0.05291745,-0.061446004,0.013765595,-0.028207827,-0.0101337675,-0.0010087606,0.07079374,0.016484201,0.023191111,-0.0016101573,0.046011306,-0.06055678,-0.017869202,0.0718391,-0.042290635,0.06853247,0.054152526,-0.053480364,-0.03608668,-0.04105113,0.061384067,-0.052016184,0.025019256,-0.043831915,0.073579684,-0.037878584,0.09177945,0.0049430807,-0.01197651,0.046675883,0.016487353,-0.073429845,-0.012039525,-0.047819056,-0.04330268,-0.08155352,-0.07631276,-0.015489826,-0.0040115057,-0.028370632,-0.063932285,0.0065011205,-0.019206189,-0.056596633,-0.030033825,0.091387406,-0.08072882,-0.07825898,0.04779041,-0.07140666,0.049456727,0.082694575,0.017566022,0.08217996,-0.03813351,0.0028415401,0.063895,-0.00013013606,0.016472341,-0.016034408,-0.016734086,-0.015971692,0.055205647,-0.041503593,0.05403966,0.0029972817,-0.06905921,0.08544821,-0.036400713,0.00024799898,0.1137713,0.021725038,-0.02610267,-0.07020691,0.06896175,-0.11123909,0.023204317,-0.011280263,6.339432000000001e-33,0.056341805,-0.06978368,0.02362898,0.048844796,0.089506984,-0.05152561,-0.012990508,1.9706707e-05,0.017008241,-0.020916272,-0.042920116,0.018128188,0.010093843,-0.057238054,0.04680694,0.0031547155,0.066150464,-0.09889568,0.09606871,0.048947096,-0.03570466,0.011105085,-0.0033895078,-0.047087505,-0.017490026,-0.04329244,-0.053976793,-0.03927645,0.031798147,-0.018780291,-0.05101315,0.09461892,0.11260395,-0.035279673,-0.01630107,-0.028006773,-0.007995576,0.017213324,-0.04178042,0.041749872,-0.086596325,0.015203823,-0.016291635,-0.005515673,0.020258425,0.007913351,-0.05860092,0.09086447,0.0048364024,-0.017045945,0.010140565,0.022913616,-0.00096081366,-0.037545055,-0.001985605,4.9441776e-05,0.004801309,0.08441659,0.016824942,0.024910964,0.099053085,-0.06864893,0.007356878,-0.11708911,0.055697106,-0.0464607,-0.00940594,-0.08764292,-0.04204066,-0.015518653,-0.009997457,0.016223695,0.017172743,0.041759886,0.041060723,-0.030131964,0.061622757,-0.09272531,0.017242335,-0.017514985,0.06434139,0.011628931,-0.033030316,-0.042808775,0.017374083,-0.11555298,0.040666696,-0.038383927,-0.03083896,-0.08747266,-0.03760154,0.051697697,-0.022143189,-0.12422304,0.0021782839,-5.187609e-33,0.058810387,0.032796115,0.07242579,0.14872542,-0.015455668,-0.040174067,0.03609571,0.06965601,0.09852184,0.05914928,-0.038831033,-0.09911734,0.07491282,-0.031915635,0.045930836,0.0070615867,-0.008115364,0.03727554,-0.10794767,-0.00034476072,-0.03715964,0.13523367,0.02220349,-0.029252052,-0.074643254,-0.002617753,0.11935814,0.011793415,0.038230974,-0.039858628,0.07524404,-0.047388133,-0.06752043,-0.036581866,0.021325292,-0.018651085,-0.0072228196,-0.021316314,-0.06935319,-0.012292822,-0.0951856,-0.021928178,-0.037114326,-0.03949565,-0.018043678,0.009827691,-0.024908602,0.046061758,0.03689994,0.010076611,0.095107056,-0.04130693,-1.7240489e-05,0.053864192,-0.012009491,-0.12986587,0.071251035,-0.016701052,-0.01885437,-0.02197118,0.04987611,0.036017522,-0.06936425,0.030100644,-0.04388617,0.05159927,0.04502918,0.0023110465,-0.030105587,-0.016241582,-0.020274494,-0.00050106755,0.009747418,-0.02560713,0.037230767,0.060783487,-0.0033217776,-0.049188342,-0.04652209,-0.010359428,0.019088397,-0.04144031,0.01334423,-0.027631134,0.040825248,-0.009139778,-0.0052078976,-0.004480452,-0.08185896,-0.045758426,0.09202749,-0.029943487,0.02846285,0.007230926,0.015426852,-5.3479457e-08,0.033351406,-0.048665322,-0.059103116,-0.018418662,-0.022348173,-0.06264953,0.0696073,-0.0888738,0.027984092,0.013694046,-0.015849516,0.0032211177,-0.037129685,0.017356826,-0.03535497,0.036334228,0.037169013,-0.04124582,0.04193251,-0.00011006902,-0.05169946,0.015227244,-0.020676471,-0.049321227,0.080740005,0.025944833,0.0012598432,0.03508732,-0.0015318255,-0.049817666,0.06642202,0.014038703,0.062351435,0.021480862,-0.0047366563,-0.07638787,0.05543294,0.0273447,-0.06445517,-0.040135857,-0.07324455,0.061524633,0.04401105,0.00773415,-0.02441325,-0.12315763,0.08939181,0.009990765,-0.017531592,-0.017515194,0.027246961,0.021446094,0.0036878122,0.031920146,0.046665132,0.0011822724,0.0018607642,0.042931598,0.0040515563,-0.008414263,0.0656455,-0.02025881,0.027221233,-0.08496653,7.70752,8.300073,1.1013931,0.13930672,1.921449,0.1159125,7.677127,1.1997163,7.9196873,0.75643593,1.3812878,3.537632,7.3926735,7.8762007,0.029146463,3,1990,117.4538352,-128.9584,105.3754,-10.0804,30.4265,8.2154,1.543,-1.196,0.1659,-4.3916,6.1885,-7.3096,1.0136,-2.6106,0.5412,0.3249,0.338,0.2637,0.3394,0.4256,0.2749,0.3787,0.288,0.2874,0.2747,0.2788,0.3836,0.2277,0.32,0.2409,0.2883,0.343,0.2412,0.3233,0.2702,0.2833,0.294,0.2164,1909.6692
