SONG_TITLE,ARTIST_NAME,SONG_ID,Concept_Love,Concept_Heartbreak,Concept_Partying,Concept_Drugs,Concept_Sex,Concept_Violence,Concept_Self-Empowerment,Concept_Success,Concept_Hope,Concept_Celebration,Concept_Coming_Of_Age,Concept_Loneliness,Concept_Struggle,Concept_Friendship,Concept_Traveling,ConceptUncertainty_Love,ConceptUncertainty_Heartbreak,ConceptUncertainty_Partying,ConceptUncertainty_Drugs,ConceptUncertainty_Sex,ConceptUncertainty_Violence,ConceptUncertainty_Self-Empowerment,ConceptUncertainty_Success,ConceptUncertainty_Hope,ConceptUncertainty_Celebration,ConceptUncertainty_Coming_Of_Age,ConceptUncertainty_Loneliness,ConceptUncertainty_Struggle,ConceptUncertainty_Friendship,ConceptUncertainty_Traveling
Bad Habits,Ed Sheeran,lyrics_full_03076,9.504983,9.853969,0.5592838,6.6165485,0.23303112,8.935544,5.998268,0.15370129,5.9553385,0.20660287,6.791645,9.773148,9.909702,0.56862086,1.5806222,0.19090527,0.11036155,0.38504001,1.5695746,0.09918745,0.6585765,1.8747996,0.13338056,1.3259811,0.12589669,1.6084723,0.18296607,0.06491953,0.5266501,1.0021203
Heat Waves,Glass Animals,lyrics_full_03077,9.943094,9.028848,0.6017199,0.37959093,0.27479458,0.6641604,3.0208902,0.028711293,5.999043,0.17932579,3.4660525,6.9756546,5.209298,0.8709124,0.8198035,0.03332444,1.2241501,0.30040818,0.28369847,0.23433045,0.69068706,2.8329067,0.010471093,1.6449958,0.21272713,1.8893987,1.909935,2.6177807,0.6421563,0.4278299
Without You,The Kid Laroi,lyrics_full_03078,6.7166624,2.3762386,6.9423027,7.032991,9.836607,2.3678334,5.19843,3.7794197,1.6779981,3.5749335,6.435128,2.8881783,5.0790052,0.7589311,0.31555927,2.0059085,1.779311,1.0127535,2.045961,0.15912765,2.4414184,3.2067242,2.7866893,1.2331342,1.9428706,0.7203874,2.3382883,2.0240812,0.6077981,0.4336608
Forever After All,Luke Combs,lyrics_full_03079,4.166807,6.305276,1.1324698,4.1095657,1.954401,7.237811,5.893235,2.4789486,4.405185,0.22743805,1.891061,5.0951376,6.9498806,1.1153729,3.1870422,2.9019573,1.7618618,1.2740403,3.183943,1.5905048,2.1433015,1.2366967,1.7169132,1.6680441,0.12780236,0.73689485,1.6906762,1.4757721,1.0332379,2.0892124
Go Crazy,Chris Brown and Young Thug,lyrics_full_03080,8.906881,7.6813297,0.19081676,0.8682064,0.48625827,1.0700161,4.89417,0.27400145,8.06706,0.123815805,9.56541,6.6732635,4.9219832,2.546296,7.3835707,0.785518,1.3192396,0.1739058,0.599929,0.34420168,1.0321813,2.3569014,0.44613707,0.8374277,0.050715577,0.30417204,2.5392146,2.0016987,2.5008748,1.0923826
Astronaut in the Ocean,Masked Wolf,lyrics_full_03081,8.321272,2.1429815,9.517455,1.6906435,9.685703,0.538431,4.994384,7.4273925,2.5741978,9.102814,1.4794998,1.9087027,0.8445401,5.7605953,2.007555,1.2003262,2.19367,0.2035779,0.8570539,0.28312173,0.7950177,2.1215603,1.2278892,0.8082938,0.97949195,0.9311396,1.2048616,0.45401442,2.2683477,1.1345904
34+35,Ariana Grande,lyrics_full_03082,9.294387,7.000537,2.3848784,1.6498672,3.967359,0.85885525,4.160467,0.7775503,7.015777,2.939917,5.356927,5.2021437,2.3890505,7.212616,5.0427504,0.9395329,2.1388016,1.4427472,1.6709036,2.6505303,0.63798726,2.0636044,1.0831096,2.3719707,1.5163705,3.1597385,1.6954191,1.0912422,3.472506,3.5083673
What You Know Bout Love,Pop Smoke,lyrics_full_03083,1.2847052,5.4821186,4.896629,0.1557002,0.055086844,5.7903843,7.569049,5.536106,4.7589774,2.3468828,7.752261,8.708657,8.389504,4.5778623,0.9860711,0.8014992,1.6874255,2.323452,0.1144978,0.03971708,2.6578493,1.4325167,1.2261993,2.1113558,2.1746538,1.2342366,0.7504474,1.3023353,2.6162996,0.83929694
My Ex's Best Friend,Machine Gun Kelly,lyrics_full_03084,9.029926,3.7491436,8.902198,0.18768625,8.992636,0.09317297,7.3054876,6.0785146,8.00012,8.884252,7.234153,1.2954857,1.7654917,8.344553,3.3116438,0.9287605,2.296037,0.79195017,0.035537206,0.63053954,0.081176765,1.1116002,1.1632671,0.72180045,0.97125244,1.0482202,0.56564087,0.6844389,0.59558326,2.038281
Industry Baby,Lil Nas X and Jack Harlow,lyrics_full_03085,9.442151,8.209078,0.18908142,1.4407454,2.861667,2.00397,0.14850813,0.040150397,1.9444692,0.031737115,0.7550374,1.8391724,0.51888436,0.08584319,0.114991225,0.3096516,1.6454794,0.13681403,1.7238855,1.0698633,1.5010728,0.039127875,0.038856212,0.80443025,0.016314527,0.47185636,1.4534206,0.54562974,0.0429625,0.1263087
Therefore I Am,Billie Eilish,lyrics_full_03086,9.540737,5.9432487,7.7230444,1.5199709,9.756629,0.4385891,5.5961657,6.024562,4.771417,6.2543416,0.67327136,2.184056,5.00319,5.406108,2.2715156,0.38389713,1.7752087,1.6261636,0.3651567,0.069157474,0.61384785,2.8305483,2.6523235,1.1327763,2.550743,0.41703904,1.8574708,1.928556,1.7355344,2.0910206
Up,Cardi B,lyrics_full_03087,6.1340723,1.0340834,8.96979,3.2189183,6.5246153,0.90800476,7.160192,7.05381,8.974417,6.6341295,8.154676,0.37608024,0.8039131,4.633485,8.573102,1.1263587,0.86334133,0.55430585,2.7151158,2.5041084,0.7335473,1.7151878,1.0759947,0.6233067,1.4700912,1.9998664,0.35029885,0.32246825,2.3977466,2.2975698
Fancy Like,Walker Hayes,lyrics_full_03088,1.039964,1.3280239,7.661137,8.514742,3.0193634,9.215418,9.702661,9.646406,8.871011,8.666753,9.446522,7.011676,8.6539,5.2321434,4.7770615,0.3393337,0.4646552,1.7056214,1.6626297,1.3345542,0.4361607,0.16538101,0.09390109,1.2604473,1.18511,0.22516248,1.3171384,1.3367795,1.9384937,3.2125773
Dakiti,Bad Bunny and Jhay Cortez,lyrics_full_03089,9.680737,8.085422,8.622793,7.819687,8.850825,1.0916296,7.111349,5.330084,3.9408832,8.8020935,4.4260373,6.9449196,8.635264,9.215519,9.1153965,0.279931,0.7850682,0.994229,2.170593,0.453556,0.5057833,1.660538,2.4428096,1.7478532,0.50461745,1.4554644,1.8133006,0.5453617,0.5787938,0.5580178
Best Friend,Saweetie,lyrics_full_03090,9.823735,9.598651,1.0306346,2.7633657,6.110939,4.4631085,0.45084113,0.6941691,2.0499415,2.97307,2.3642356,5.6215553,5.833865,5.705241,1.6651878,0.110763244,0.1790275,1.1010383,0.8784222,1.7886126,2.2764027,0.627918,0.7419841,1.3792505,2.394225,1.0885671,2.6361656,2.4293978,2.9592037,1.8478308
Rapstar,Polo G,lyrics_full_03091,9.525623,8.772037,6.1401663,4.5606875,5.663906,2.1999977,3.0099993,0.51006854,2.064203,4.3641863,4.2021756,7.715519,4.5221944,7.1565857,0.093160205,0.3839712,0.96478933,2.746885,2.9443002,2.2357738,2.9708385,1.9559958,0.38547075,0.8064106,3.0599868,2.4294477,0.89879715,2.6800914,1.8635604,0.14790834
Heartbreak Anniversary,Giveon,lyrics_full_03092,7.6555433,8.258872,1.2251053,0.42140996,4.296818,2.1310084,0.26536456,0.0810472,1.0895007,1.0171791,3.045453,4.3756957,2.4716961,0.79434764,2.8350382,2.0677722,2.116353,1.0608225,0.69993544,2.665775,3.2609737,0.12558012,0.014420696,0.8977318,1.032058,1.1690826,2.3081896,0.98603475,1.061701,1.3503978
For the Night,Pop Smoke,lyrics_full_03093,6.4613466,8.788603,1.4148034,1.553539,0.2661467,5.3948345,5.7054195,0.088727325,4.47565,0.665841,9.723538,9.853353,9.126096,5.7400627,0.6938029,1.3958622,0.8019108,1.1013012,1.1170341,0.28732693,1.2302979,1.0737764,0.041387115,2.1540442,0.46130124,0.12858304,0.23648655,0.39902416,1.5896931,0.79049104
Calling My Phone,Lil Tjay and 6lack,lyrics_full_03094,1.3946548,0.40644056,3.8395193,0.5407525,3.169788,2.6019316,3.3383288,7.279977,0.4753524,0.61563486,5.4718466,1.4789431,5.7818766,0.96862173,0.32623285,0.7103635,0.4620272,1.3661234,0.45627254,2.5982785,3.1245508,1.6204071,0.7622185,0.28671914,0.45836216,1.704473,1.2285783,2.860955,0.6839247,0.27510968
Beautiful Mistakes,Maroon 5,lyrics_full_03095,8.563711,7.789751,0.5172823,0.21249694,0.36964184,2.089181,1.1250869,0.16679558,3.4510942,0.5409471,7.370281,3.3465483,4.6039243,0.35640454,0.46984646,0.9013695,1.4962015,0.49234226,0.14562151,0.25208837,1.1395774,0.7441607,0.11261673,2.1348712,0.42968148,1.5354195,2.8090043,2.4806433,0.16251586,0.588003
Holy,Justin Bieber,lyrics_full_03096,8.683494,3.479251,3.721673,0.10015129,2.7312346,0.1408509,7.3645205,4.38595,5.5123177,6.5689497,8.637534,1.2419833,2.1885638,5.6297355,4.515928,1.1466696,2.5536914,2.6115746,0.08012607,2.1937118,0.117680416,1.6859053,2.516674,0.8416079,3.240669,0.7773834,1.3037117,1.8142396,2.6309958,3.064137
On Me,Lil Baby,lyrics_full_03097,6.8894386,0.10588662,8.247225,2.243043,9.841236,2.388422,2.7408729,5.3269715,0.7964165,4.0025344,0.10606233,0.15086384,0.29831684,2.4963741,0.044872038,1.2686887,0.025825676,0.7850342,2.07139,0.09837284,2.4176254,2.5242612,2.4805307,0.54126006,1.3488572,0.032257367,0.11968944,0.22154564,1.901675,0.023508012
You Broke Me First,Tate McRae,lyrics_full_03098,7.002102,0.12027225,9.675519,8.437372,9.596918,0.48461553,7.436736,6.5002537,4.9132304,7.881339,6.957814,0.9614605,2.2162964,7.977247,2.371982,1.2949715,0.08835983,0.20242035,1.2915263,0.36030823,0.312323,1.6523136,2.2157593,3.038588,1.3872356,2.3599358,1.0571547,1.2686553,2.0078387,1.3308434
Traitor,Olivia Rodrigo,lyrics_full_03099,2.3578353,2.6221871,0.104939714,1.4800265,0.40825006,8.437527,1.2514148,1.1636007,5.960926,0.05044561,3.229015,2.5367494,3.2359834,0.066435695,0.06830591,1.8484164,2.2811475,0.09328336,1.1842458,0.30363077,1.6217263,0.6907591,1.0717638,1.5524521,0.022899982,1.701966,1.2987846,1.0038499,0.047617227,0.036593966
Back in Blood,Pooh Shiesty,lyrics_full_03100,3.792589,4.07916,5.400544,8.802016,7.552165,7.2268934,5.511755,5.4981947,5.838398,1.7060235,8.10572,5.1163826,5.7079973,7.538849,8.187016,2.4147663,0.8679753,1.215476,1.9036112,1.8513728,1.9020485,2.429817,3.0532572,1.6487192,1.085469,1.9833006,3.0422816,2.7152133,1.4299517,1.165594
I Hope,Gabby Barrett,lyrics_full_03101,4.6828804,5.6278486,0.83509576,4.3659744,2.3604958,9.181354,0.9803078,1.3677285,5.380453,0.48410967,5.168062,5.5993323,4.2481227,0.35645926,1.2803347,1.418788,1.7989991,0.6438409,3.375231,2.5615122,0.9780994,0.7396673,1.0108368,2.129605,0.2908621,3.1356897,1.808912,2.5914555,0.36492783,1.072119
Dynamite,BTS,lyrics_full_03102,9.497244,8.355434,0.2580767,0.13439703,2.5163975,0.17052358,0.035225682,0.05973787,1.8239803,0.04205461,0.16286103,4.290924,0.22885239,0.05942306,0.014696187,0.21038276,1.1482105,0.15649213,0.09811157,2.369959,0.12551728,0.0125372,0.04125839,1.0095098,0.0485581,0.11212252,2.1311135,0.12720715,0.026569095,0.006918683
Wockesha,Moneybagg Yo,lyrics_full_03103,3.4138365,1.353255,4.477291,4.6429944,2.7907321,7.229984,7.212001,4.0284376,6.682019,4.12707,8.961415,5.0377903,6.1525764,3.5395484,2.3266993,1.1523918,0.79685044,2.811356,3.9817977,2.3811426,2.481105,0.5796481,2.7262154,1.7545391,3.3117895,0.48760083,2.631225,2.4474707,2.542942,2.4746118
You Right,Doja Cat and the Weeknd,lyrics_full_03104,5.9163055,1.3482347,9.13229,2.0256164,9.610986,0.46650285,2.6569211,8.003873,2.23058,5.2944584,5.151884,1.0837721,3.6936104,5.889722,6.6395693,2.5736525,0.99717253,0.6739047,2.599335,0.4622817,0.20632029,1.8068559,1.8138866,2.2278128,2.2682223,2.2954488,0.31041223,2.0632124,2.2469773,1.53486
Beat Box 2,SpotemGottem,lyrics_full_03105,9.198115,5.664914,0.84842616,5.301117,8.577211,7.9152985,0.48542932,0.48178938,0.80052376,0.72965837,0.8061781,4.28186,3.7431617,3.9659123,0.07213822,0.5533338,1.4927623,0.752263,2.4538698,0.87867594,1.7538829,0.3125255,0.17251652,0.46667993,0.17431769,0.24521211,1.922707,2.025269,1.907254,0.09582978
Laugh Now Cry Later,Drake,lyrics_full_03106,8.18104,6.393695,1.1115893,3.4557042,3.646656,4.939906,7.4010916,1.4712741,3.0459852,3.1218963,4.4161773,6.4774323,9.180687,4.994865,0.33438224,2.507514,2.845777,1.2406363,2.5126755,3.3402467,2.6527703,0.7700498,2.2968664,1.9877679,2.8126047,1.6979796,2.57762,0.39433953,2.45325,0.51953065
Need to Know,Doja Cat,lyrics_full_03107,8.222609,3.865325,0.50249904,3.5961447,1.5653882,0.3089529,1.9528041,0.23743269,6.176237,0.15329282,4.434918,2.762827,1.857487,0.7663424,8.039449,1.9171085,2.9661398,0.38755998,2.6093743,1.1537282,0.20440826,1.5950947,0.31161457,1.1415246,0.19116269,2.3627505,2.2320805,1.3044724,0.4255764,1.6299771
Wants and Needs,Drake,lyrics_full_03108,8.330251,1.885365,0.12640171,0.561939,4.7179723,1.2348243,0.46197414,0.040248938,1.8087841,0.04979536,1.3112527,0.62133425,0.36242273,0.35597074,0.05473589,1.5599401,0.98187494,0.08086744,0.51262695,1.5800529,2.343327,0.5055226,0.03292846,2.3841445,0.014095375,1.0429139,0.5008114,0.09710944,0.29929477,0.027218927
Way 2 Sexy,Drake,lyrics_full_03109,6.5209055,6.8282814,0.72232854,0.014371518,0.14673385,0.6013118,4.3532495,1.307281,9.278985,1.1195148,2.3632624,0.38052356,0.68127406,0.77457094,1.0502139,2.2909908,0.5085842,0.7719425,0.011168289,0.16675308,0.57154787,2.2080925,1.3420783,0.38365954,0.9597338,1.875233,0.22523701,0.44943538,0.7705111,1.3466547
Telepatía,Kali Uchis,lyrics_full_03110,9.2473345,6.1040936,8.053552,0.71052086,1.7327704,0.33049121,8.577434,4.067312,5.1098146,6.1228952,4.4698987,3.576013,6.114272,8.140144,3.0253067,0.5182206,1.5316384,2.2563932,0.72865677,2.139297,0.37019643,1.0065234,2.437551,1.0538279,3.2024999,1.6929567,1.712914,2.445074,1.1247934,2.1417418
Whoopty,CJ,lyrics_full_03111,9.466274,4.8849263,2.2038546,1.1802583,7.8842964,4.6457286,4.166593,0.84609455,4.5827208,3.849185,1.2790381,5.0297804,2.4804792,1.1107018,0.112698436,0.5295814,2.5977116,1.7987726,0.61411214,1.8487186,0.8048099,2.9549239,1.0215707,3.4421585,3.268603,1.0932329,2.0835638,1.7555745,0.83770525,0.11742437
Lemonade,Internet Money and Gunna,lyrics_full_03112,7.9372873,3.0233004,4.050683,9.734088,9.514962,6.1746206,2.1831603,2.5273833,1.3533075,1.8091695,3.2349465,6.5535955,4.409368,2.5797305,0.2079278,1.0058057,1.4693804,1.9160725,0.2429331,0.44474003,3.0342243,1.8904288,1.564486,0.8793292,1.1811936,1.1699854,2.1012533,1.5633653,1.8038188,0.18063718
Good Days,SZA,lyrics_full_03113,9.584284,9.152374,2.9674501,5.408453,4.9383,1.7695854,3.200474,0.48806006,5.369197,3.207335,4.9367995,3.9714484,8.490077,5.6483355,3.7016978,0.25756818,0.7652178,2.0631735,3.160075,2.6170814,1.332547,2.2180948,0.65068936,2.060536,2.33964,3.2212672,2.0927184,0.8577522,3.173125,2.1466515
Starting Over,Chris Stapleton,lyrics_full_03114,4.272314,9.626503,0.098031685,2.5912695,0.36590877,8.491346,2.6898851,0.7986784,3.8605838,0.29244047,3.4846396,7.4813166,7.3555794,5.432729,2.5599287,2.2430482,0.22147828,0.12249704,2.393721,0.16268063,1.8463885,1.4793117,0.81511915,2.134419,0.2483341,1.431148,1.7596824,1.2020068,1.6830692,1.4799263
Body,Megan Thee Stallion,lyrics_full_03115,6.228742,4.537737,0.13525185,6.036189,0.9692825,5.841548,3.8839183,0.5750395,7.310149,0.1521633,5.7055464,2.3870506,6.2406206,0.8678328,0.88440263,2.2230701,2.3917398,0.11097848,2.533641,0.81733704,3.3379831,1.3748958,0.39503917,1.2882762,0.06988503,1.1098198,2.8679445,1.6732472,0.61794215,0.56323344
Willow,Taylor Swift,lyrics_full_03116,9.350313,9.81249,1.059555,0.051112182,0.6550391,0.05827743,4.099859,0.2819385,8.522407,4.481874,9.105704,6.046129,7.5649414,7.550953,9.020885,0.42848802,0.124724254,0.60011816,0.03748829,0.65230423,0.035826534,1.6181301,0.23133652,0.47984806,1.0571387,0.9971025,3.3701453,0.788805,0.8437068,0.9007531
Bang!,AJR,lyrics_full_03117,9.750524,2.909593,4.489597,4.183046,5.105137,0.94228387,4.5138493,0.58541447,9.022114,1.072068,8.801673,1.870457,0.8908134,0.34265047,7.520046,0.08593126,2.3048406,1.7885321,2.6522706,2.485124,0.86888367,1.4024097,0.41040304,0.4087038,0.86237097,0.56984055,1.6570592,0.76145554,0.26284802,1.4421659
Better Together,Luke Combs,lyrics_full_03118,5.344347,4.8417077,6.3539753,3.474212,8.114056,3.5613058,5.166172,2.190999,1.9958645,2.4619064,5.071457,5.2147036,4.7649236,1.7271512,0.35443032,1.690697,1.7883403,1.7661465,2.0263343,1.5370833,2.143592,2.3896995,3.19891,1.5491384,2.4461226,1.8573363,2.5924606,1.6263058,1.3506724,0.1959432
You're Mines Still,Yung Bleu,lyrics_full_03119,9.338203,2.8213472,6.4069834,3.058888,6.87074,5.51799,9.741728,6.7586794,8.420429,9.315701,4.6644416,0.9379393,6.330661,4.292202,0.27414644,0.3148226,1.8743181,2.2355149,2.9919252,2.4322102,2.4216166,0.09139264,2.2828155,0.31212834,0.51674265,2.3038032,0.76415473,2.0730047,2.3336341,0.16525494
Every Chance I Get,DJ Khaled,lyrics_full_03120,4.899122,3.9702468,3.716221,6.618286,8.915299,9.673105,5.700007,8.862467,5.0919304,6.801385,1.9490395,2.9659963,8.276564,8.693817,0.11202079,1.7805843,1.4714824,0.7517881,2.142873,0.35745043,0.2544022,1.7874701,0.3592147,1.7548387,1.2775664,1.3719083,1.201378,0.2968395,0.5422344,0.09825294
Essence,Wizkid,lyrics_full_03121,9.064079,7.107218,0.068722114,0.8040153,0.7391549,0.123273045,0.3075237,0.060560398,2.9358153,0.038108513,0.31824943,5.1695538,5.2363005,0.5011264,0.1440334,0.7626343,2.5647805,0.04018567,0.9318089,0.76832706,0.13077267,0.25393027,0.055321824,1.412097,0.02502755,0.20938015,1.6247294,1.1634517,0.5315342,0.14296421
Chasing After You,Ryan Hurd and Maren Morris,lyrics_full_03122,8.903488,9.612185,7.163435,0.46853685,1.1912849,2.168548,2.7624831,1.9293702,2.263968,5.0376034,8.736616,9.234709,8.694711,9.315593,8.381906,0.911288,0.16075328,1.7037815,0.4244013,0.8835919,1.0412064,1.5799928,2.8022127,0.9059181,2.7147284,0.6898056,0.72376883,0.7503658,0.4171502,1.1529169
The Good Ones,Gabby Barrett,lyrics_full_03123,7.8372097,9.644363,0.51858526,0.059627786,0.23215178,0.43724692,5.0766907,2.4822695,7.625619,4.5682564,2.6383746,5.215457,8.25362,7.3896146,4.543137,1.6081749,0.2849341,0.37844038,0.06114308,0.1504116,0.23838472,2.4106202,1.4945,2.2182016,2.455451,2.0150452,2.7880821,0.87366635,1.85214,2.4643672
Leave Before You Love Me,Marshmello and Jonas Brothers,lyrics_full_03124,8.344549,9.546726,1.1664616,0.025075156,0.1986162,0.072954126,0.24136019,0.055503357,0.84397525,0.05344909,3.2286499,8.421848,4.9126244,0.5627656,0.045739405,0.83687735,0.19490403,0.88707304,0.015766364,0.06815629,0.07671258,0.10318489,0.028923564,0.5195687,0.021176897,1.9133115,0.8391577,1.5127466,0.23668088,0.031767692
Glad You Exist,Dan + Shay,lyrics_full_03125,8.990751,8.586812,7.7455196,0.39834344,0.6977331,0.39416578,9.318667,0.955401,9.5195265,6.63725,6.738863,8.532551,6.443898,7.194872,0.16262218,0.449521,0.84654176,1.1755139,0.580718,0.36132798,0.13069412,0.17085838,0.54293734,0.3012752,2.1549478,1.6242265,1.1122053,0.81367725,2.907593,0.18212163
Lonely,Justin Bieber and Benny Blanco,lyrics_full_03126,6.697635,2.2041035,0.1213516,1.8876126,7.603673,1.4345775,0.17014194,0.17570776,1.3979919,0.009334257,0.11737909,0.9916517,1.3293769,0.16785747,0.042631023,1.587271,1.2408861,0.102091946,1.0743574,1.4329468,0.91679996,0.13375235,0.08613293,1.2104212,0.0034704816,0.07372974,0.48424333,1.070679,0.077761576,0.033134177
Beggin',Måneskin,lyrics_full_03127,8.924992,5.9223266,0.16427693,0.053196877,1.8343537,0.022592697,0.2609518,0.25256273,5.3310356,1.7559962,2.9455197,1.137017,0.43261474,3.590057,1.9860306,0.7213431,2.434276,0.15600333,0.060173064,2.1538758,0.016291147,0.24388176,0.34748667,2.2749028,2.2394772,1.3769078,0.9468688,0.46605742,2.8912795,0.31241006
Streets,Doja Cat,lyrics_full_03128,7.630048,4.22968,8.018508,6.2257648,5.6393566,4.941865,9.57403,6.1313524,8.137044,9.303148,9.451336,4.1141734,7.9525228,4.763507,3.6343217,0.88175833,1.6388322,0.49495226,3.435881,2.9047394,3.8535066,0.4051075,1.680506,1.7404544,0.58281755,0.49130863,2.4685848,1.3222926,2.036939,2.4802637
What's Next,Drake,lyrics_full_03129,3.2542584,2.8374224,9.04572,1.2178375,3.6208954,3.1573243,9.217463,9.900145,9.575261,9.716595,8.063766,0.88963246,5.5431633,9.098109,9.72027,2.6931868,2.6032228,0.49923328,1.1346419,0.6336078,2.008137,0.43364275,0.06417748,0.14103957,0.1320469,1.2300386,1.013178,2.5246544,0.9635458,0.19339633
Famous Friends,Chris Young and Kane Brown,lyrics_full_03130,9.767601,9.552183,0.0471179,0.9143107,0.8299461,0.15246603,0.19116747,0.03302083,2.5232782,0.039133485,0.9210869,3.374998,2.6474833,0.5115769,0.67506945,0.19953045,0.38457707,0.033504114,1.4306936,0.24730355,0.10306308,0.12026569,0.02125944,1.205842,0.033523716,1.5756184,1.9376755,1.2304797,0.66323787,0.572725
Lil Bit,Nelly and Florida Georgia Line,lyrics_full_03131,8.617282,9.901854,0.058806524,0.16477257,0.013078766,0.41982082,1.2269433,0.5933535,8.183665,0.09028657,3.7888641,9.420005,9.295735,1.8678306,0.4522767,0.9443289,0.06274887,0.025640491,0.12273763,0.0063864584,0.46873066,0.46497586,0.482195,0.5335562,0.053993925,1.564607,0.4409337,0.4182717,1.1950741,0.31355277
Thot Shit,Megan Thee Stallion,lyrics_full_03132,3.443482,0.13295409,8.832449,3.827414,8.186988,5.746772,9.179079,9.757933,3.21804,7.5662146,0.62694323,0.11640513,5.9600296,2.58466,0.14154114,1.9827914,0.11299775,1.2759001,2.605802,2.1790783,1.9684194,0.36124432,0.23232812,0.68752146,2.552214,0.4843457,0.09019304,1.1676136,1.5074741,0.1293625
Late at Night,Roddy Ricch,lyrics_full_03133,9.861546,9.81748,0.23560612,0.12824881,0.10132037,0.15315478,0.37770215,0.0076085944,5.961936,0.055456318,4.858628,9.704389,6.720894,1.3169718,0.06011907,0.06436579,0.12193375,0.19655876,0.09561862,0.10557856,0.072608806,0.20286806,0.0061424775,1.3661562,0.0384206,1.7669225,0.14645518,1.9589819,0.9218773,0.022881655
Kings & Queens,Ava Max,lyrics_full_03134,1.5933228,2.97054,5.4427614,2.0559738,5.684642,2.8046522,9.490192,7.4871798,6.8549085,7.606578,7.142103,3.3293705,8.228298,5.9502716,1.647809,0.71473515,1.5164744,3.2834098,2.0619862,2.6509902,1.7297744,0.36668047,2.0733247,2.2957416,2.7106764,1.8114649,2.9820607,0.8016717,3.1828117,1.070738
Anyone,Justin Bieber,lyrics_full_03135,8.04346,6.9023805,3.0650268,1.8968127,4.2869563,7.22149,0.49893242,2.1831486,0.510495,0.25834733,2.947055,7.8798532,1.8705703,0.2383244,2.7579951,1.3289797,1.4591906,1.9700181,1.3196886,1.9056361,1.6958277,0.26379055,2.3366737,0.29166135,0.16128153,1.7881086,2.8124855,2.2052946,0.16168447,2.1777093
Track Star,Mooski,lyrics_full_03136,8.772961,9.85064,2.0434637,1.6371506,0.1252382,2.4841235,3.6022177,0.05542417,6.1287174,0.70295584,8.320486,9.942397,8.283477,8.534731,0.715922,0.690046,0.1042236,1.548462,1.5319195,0.12705423,1.6435382,1.1944051,0.0207849,0.6248245,0.5155296,0.8652344,0.041687302,1.0900002,1.260005,0.8011172
Time Today,Moneybagg Yo,lyrics_full_03137,7.256428,0.5921415,8.403692,0.4175601,9.348423,0.28170627,7.344185,3.8771188,5.487872,9.59583,5.9897337,0.25869897,0.5201108,5.2903824,0.1572549,1.2151339,0.4103924,0.9955635,0.4392508,0.31977248,0.26644155,1.5520065,1.7705445,1.7988844,0.28280556,1.4685736,0.14362788,0.21890289,2.0565972,0.124290295
Cry Baby,Megan Thee Stallion,lyrics_full_03138,9.103375,9.702633,0.6519851,3.8742342,1.0111198,8.832407,4.357213,0.6431758,4.866632,0.47783923,5.5185633,9.394083,9.472211,5.988145,0.07041538,0.42910632,0.15359609,0.86841637,1.2854662,0.9326227,1.1393266,1.5332426,0.9502287,1.3950634,0.4590916,0.92005664,0.34607637,0.24802707,2.9293957,0.097369
All I Want for Christmas Is You,Mariah Carey,lyrics_full_03139,9.044207,0.8621241,9.502045,0.18980147,0.6760926,0.15149012,8.499523,0.8011934,9.228909,9.220613,0.8770167,6.4887137,0.5449272,0.6233953,0.27815878,0.23243286,0.20889579,0.17189129,0.092409916,0.26292187,0.030348377,0.3324701,0.27680072,0.09389106,0.24649146,0.23234811,0.4204345,0.19624217,0.0777202,0.09219986
No More Parties,Coi Leray,lyrics_full_03140,5.733224,0.23528007,9.880001,5.019292,9.843063,4.567219,7.8403244,9.023487,3.2587357,9.899067,5.687973,2.1288743,3.423084,9.028282,7.895792,2.3503666,0.1828997,0.12779894,2.3134277,0.1298503,2.107576,0.68353796,1.1236198,1.498952,0.053710394,2.2339482,2.3634722,2.3637826,0.617874,1.6147192
What's Your Country Song,Thomas Rhett,lyrics_full_03141,5.514257,5.1791563,0.2262391,2.1494565,3.885829,1.0120163,4.5237527,6.9127126,3.700593,0.25391844,0.22748923,0.42193812,4.3084126,1.2547839,0.022483055,2.1986299,2.6187868,0.09598731,1.7921382,2.4985611,0.97124964,1.5460415,1.3345251,1.8597479,0.08287607,0.2844608,0.3131824,2.061431,1.2342173,0.014526182
One Too Many,Keith Urban and Pink,lyrics_full_03142,9.407476,7.6077514,2.356468,3.665587,1.1941544,2.7898645,4.278385,0.15879202,7.2359047,0.23842661,5.9804,8.85836,7.6324596,1.0432763,0.10865541,0.4241193,2.287434,1.9909333,2.2581496,1.3892962,1.906097,3.19785,0.26773718,1.0136024,0.3683687,2.086388,0.9184721,1.6744965,0.71786654,0.05015842
Arcade,Duncan Laurence,lyrics_full_03143,9.001609,3.1980233,0.07466785,0.0462797,0.7358011,0.04451269,0.08094826,0.034338348,0.99387527,0.022245761,0.0787121,1.2349501,0.27869758,0.016070643,0.03509107,0.94718343,0.96128577,0.014318769,0.021787954,0.32779777,0.04820119,0.03428987,0.020958044,0.5562898,0.016545296,0.027575567,0.94996023,0.10181935,0.0050943317,0.0130310245
