SONG_TITLE,ARTIST_NAME,SONG_ID,Concept_Love,Concept_Heartbreak,Concept_Partying,Concept_Drugs,Concept_Sex,Concept_Violence,Concept_Self-Empowerment,Concept_Success,Concept_Hope,Concept_Celebration,Concept_Coming_Of_Age,Concept_Loneliness,Concept_Struggle,Concept_Friendship,Concept_Traveling,ConceptUncertainty_Love,ConceptUncertainty_Heartbreak,ConceptUncertainty_Partying,ConceptUncertainty_Drugs,ConceptUncertainty_Sex,ConceptUncertainty_Violence,ConceptUncertainty_Self-Empowerment,ConceptUncertainty_Success,ConceptUncertainty_Hope,ConceptUncertainty_Celebration,ConceptUncertainty_Coming_Of_Age,ConceptUncertainty_Loneliness,ConceptUncertainty_Struggle,ConceptUncertainty_Friendship,ConceptUncertainty_Traveling
Hold On,Wilson Phillips,lyrics_full_00000,2.326174,0.016264327,9.783582,8.633,8.739918,6.363842,9.885288,9.930166,6.1533394,9.64569,6.9370546,0.07896751,6.3280306,2.8338182,1.4302549,1.0887308,0.005303054,0.11543113,0.7790929,1.152585,2.2007697,0.08732162,0.042281594,1.2940456,0.42167968,1.6029458,0.03841392,1.4563706,0.95029724,0.7299689
It Must Have Been Love,Roxette,lyrics_full_00001,7.22595,6.838089,0.032686092,0.23175111,0.2599467,1.0062566,0.27137002,0.016474292,6.7181897,0.013736913,1.6695771,3.607635,0.5455663,0.64147526,2.855044,1.373333,1.7284632,0.018834462,0.18774258,0.10537082,0.8114824,0.20714861,0.0036261869,1.7414623,0.0093268305,1.2909882,2.1594846,0.1352129,0.7250345,2.159153
Nothing Compares 2 U,Sinéad O'Connor,lyrics_full_00002,7.70752,8.300073,1.1013931,0.13930672,1.921449,0.1159125,7.677127,1.1997163,7.9196873,0.75643593,1.3812878,3.537632,7.3926735,7.8762007,0.029146463,0.4287197,1.6374034,0.7520082,0.033546954,1.2317098,0.078869656,1.091857,0.55451965,1.2097927,0.27608576,0.7922963,1.7058654,1.5612319,1.6490995,0.022045476
Poison,Bell Biv DeVoe,lyrics_full_00003,5.6856875,8.971855,0.9929913,0.8558097,1.7614515,0.5368206,2.5027924,1.6163619,4.3357263,1.0429559,0.92224574,8.250974,8.002066,3.8075652,0.08985537,2.1763232,0.6594591,1.2423168,0.47170904,2.493162,0.27731428,2.8133297,1.509656,2.4085453,1.1159315,0.5107928,1.8852657,1.155491,3.5943317,0.07296881
Vogue,Madonna,lyrics_full_00004,0.32678884,0.054259367,8.384868,0.1936354,0.3618247,0.28164607,9.050197,9.299393,7.4130945,0.71036625,0.3656183,0.06119687,0.5412316,0.24169129,0.16423118,0.067698106,0.007972112,0.26600942,0.047567826,0.08335508,0.11904776,0.07952361,0.08595219,0.24302664,0.1607002,0.06561312,0.024435975,0.08947716,0.05294051,0.05245963
Vision of Love,Mariah Carey,lyrics_full_00005,9.303451,9.614794,0.055084,0.042217184,0.024385229,1.3821973,0.66415775,0.027357388,6.092352,0.13824952,1.2170691,5.5096855,5.632015,2.6308208,0.08585137,0.33801663,0.1526836,0.037748773,0.022458605,0.012988513,1.3636141,0.6197795,0.023829516,1.7612796,0.14477167,0.84766984,1.8426584,1.4133763,1.7805393,0.07479039
Another Day in Paradise,Phil Collins,lyrics_full_00006,9.723733,9.9171295,0.25383157,0.14458542,0.17231889,0.25898772,4.2874317,0.20061314,5.030492,1.6637373,2.3655384,6.7685785,9.0965805,3.7262754,0.31533295,0.20328961,0.05791882,0.255878,0.17174207,0.2143642,0.15480402,1.2686772,0.13937585,0.8622719,0.841344,1.4275837,1.347184,0.49536037,2.3555727,0.10729121
Hold On,En Vogue,lyrics_full_00007,7.681529,4.282845,0.15070081,0.003878937,0.14296964,0.09650752,1.8524573,0.13445689,7.9557505,0.6799496,0.64732206,0.33467013,0.42585367,0.21449324,0.107050136,1.7798359,1.3130221,0.18967776,0.001426888,0.076260164,0.11064261,1.4412153,0.12762654,0.54995936,1.0327325,0.32472086,0.22828318,0.16331601,0.21536288,0.051288225
Cradle of Love,Billy Idol,lyrics_full_00008,5.585841,6.705102,0.2757071,0.02051406,1.1888453,0.04378424,0.18214014,0.19257815,1.6522212,0.37093335,4.0415397,0.93190587,0.32788828,0.32997286,1.1625304,0.8495718,1.313772,0.32632977,0.014948297,0.8609147,0.03722316,0.06212634,0.12743124,1.2426934,0.320667,1.4498967,0.9143788,0.11366102,0.19176692,0.782015
Blaze of Glory,Jon Bon Jovi,lyrics_full_00009,9.179082,9.734347,0.10317565,0.033713873,0.084791005,0.027134553,3.6504197,0.3153257,7.3950033,0.2886755,3.5118363,6.9717274,8.597984,8.761759,1.0404582,0.45646173,0.19207317,0.035424855,0.02929548,0.05805611,0.030622704,1.5368145,0.260224,0.7957243,0.10085034,1.68168,2.5943274,0.6414075,0.55275893,0.75408936
Do Me!,Bell Biv DeVoe,lyrics_full_00010,6.540161,1.915863,0.03604462,0.84586847,0.617149,0.68888414,2.9472065,0.6007296,4.237367,0.023652162,0.812562,2.9381542,2.511176,0.040870592,0.16208717,1.891412,1.3247774,0.024059845,0.911098,0.4986896,1.0769974,1.7943833,0.62548983,2.1872811,0.026705954,0.9553422,2.1875172,2.5536764,0.029837573,0.14852308
How Am I Supposed to Live Without You,Michael Bolton,lyrics_full_00011,8.825779,4.506971,3.168015,0.34917668,4.2197404,2.0045898,0.5456352,0.46256042,0.8518113,2.2973013,1.3230155,3.51725,3.323812,2.8100896,7.097596,0.65644586,3.128333,2.372798,0.12615082,1.6720095,1.5822072,0.43527764,0.40591538,0.9372801,1.4343817,0.59397376,3.2858677,2.775986,2.5813146,2.0608249
Pump Up the Jam,Technotronic,lyrics_full_00012,7.8114758,2.864738,3.5132468,3.2801034,7.005592,2.2245076,2.9963164,2.175257,3.604392,5.6855464,5.0133553,1.1131029,2.5111938,1.1265826,6.8499556,1.3415985,1.5983322,2.9777455,3.609602,2.1923838,1.6669403,1.4835633,2.582778,1.3785586,3.773481,2.2402012,0.7968191,1.5522699,0.72513455,2.6503837
Opposites Attract,Paula Abdul,lyrics_full_00013,4.3457136,4.8241878,6.348147,1.7110333,3.2658892,2.3881733,5.715996,7.9547777,7.726857,8.829576,5.6883545,1.3381304,4.507898,2.5027828,7.258662,1.980999,0.5312692,2.146937,2.3095868,2.1648753,1.6265578,2.6169503,1.2473058,0.9743537,0.7280787,1.8829356,0.98084396,2.374433,2.143201,2.1666358
Escapade,Janet Jackson,lyrics_full_00014,6.864724,8.535243,1.1303864,1.2764429,0.3174703,0.44122338,2.8661456,0.085447125,6.6656027,1.1368728,9.281426,9.54181,8.2173,7.2415676,2.993214,1.0824255,0.828303,1.1192994,0.9360952,0.2500355,0.5099816,2.1135955,0.11370781,1.032198,0.7348856,0.38312915,0.19741479,0.8279436,2.053303,2.1465251
All I Wanna Do Is Make Love to You,Heart,lyrics_full_00015,9.502458,9.886396,0.34205526,0.03225717,0.40366387,0.022544496,1.7079735,0.26234916,6.6803513,1.6420834,3.0282803,8.621953,7.163187,8.974747,3.0107183,0.5844177,0.04737932,0.21426289,0.01303248,0.18096624,0.012780268,2.19717,0.3047245,3.0325677,1.7956622,2.0215845,1.0485177,0.6074655,0.8049581,2.2975585
Close to You,Maxi Priest,lyrics_full_00016,9.394316,9.914456,0.44517782,0.10442533,0.059656456,0.61322784,0.30691794,0.24252108,1.6384162,0.19457653,3.137053,9.24845,8.62535,3.0173287,0.6356711,0.19630598,0.08009351,0.41610357,0.09571065,0.0290576,0.68192995,0.21416944,0.32251778,0.34854597,0.08639396,1.061746,1.0465541,0.9610461,1.386178,0.33552155
Black Velvet,Alannah Myles,lyrics_full_00017,9.267724,9.681642,0.3752243,0.025805153,0.04210699,0.07633799,9.113955,2.96106,9.67375,2.915247,3.3278189,4.6903334,6.3877416,8.719831,0.2001938,0.3500607,0.09334967,0.30362713,0.007503681,0.024718452,0.052046012,0.29501978,1.4549065,0.19685051,1.7689329,1.359557,0.8889185,1.6562917,0.72034454,0.18223727
Release Me,Wilson Phillips,lyrics_full_00018,1.8528464,0.69536805,8.536467,5.5299416,1.7613401,0.90909415,9.601876,9.278781,7.2493057,9.046016,8.680427,1.6466804,8.571182,7.756218,3.9376454,1.660032,0.65180266,0.7966598,3.1499019,1.9994764,0.68521404,0.16491565,0.94470286,1.5644107,0.72585213,0.80994153,1.4095956,1.3222952,1.1183469,1.1431874
Don't Know Much,Linda Ronstadt,lyrics_full_00019,9.872234,8.837843,0.50236654,0.7137432,0.7393413,0.19394985,1.6721536,0.2946294,3.9821687,0.16366383,0.102833815,0.5473133,4.509677,0.22960187,0.45933303,0.1041149,0.086355396,0.37842208,0.5844362,0.34543687,0.10187202,0.8311904,0.2380226,1.878567,0.16281086,0.056661908,0.33024046,1.8073599,0.18038504,0.3106956
All Around the World,Lisa Stansfield,lyrics_full_00020,8.727914,2.7129788,0.5147229,6.2417927,2.9497929,0.35908914,7.7101846,2.1392684,8.19476,0.8522059,5.3970404,0.708411,6.1603327,0.52979136,4.9661875,0.92888886,2.0177274,0.5712023,1.2296162,1.790833,0.26230624,1.2740788,3.1320999,0.89454705,1.0779345,2.0653994,0.40588275,1.0432183,0.4997538,3.1377435
I Wanna Be Rich,Calloway,lyrics_full_00021,1.7009184,2.1379566,1.4811602,0.11231616,0.3761648,0.53552806,0.41888013,1.3156624,0.5300898,0.19386494,0.08380255,2.3933663,0.99580616,0.037182238,0.26909626,1.1546559,0.48143387,0.73680675,0.14749968,0.19039424,0.61993384,0.27290443,0.5179403,0.3423609,0.14940399,0.057732318,1.4054263,0.74935967,0.011699026,0.17267616
Rub You the Right Way,Johnny Gill,lyrics_full_00022,1.3316244,1.5415366,6.654476,1.7216113,0.805229,0.3096286,9.697865,8.656983,8.278273,7.628831,6.8553786,0.91937244,8.440355,8.190977,5.62899,0.7708187,0.60293907,2.20536,1.7122109,1.4316795,0.25646952,0.04138537,0.72932297,0.3915037,1.5789546,0.9215256,0.44706136,0.68203926,1.8783941,1.8458958
She Ain't Worth It,Glenn Medeiros,lyrics_full_00023,6.3291883,9.748137,3.2616785,4.9737206,3.0023396,6.704644,4.686985,2.9151738,4.445038,4.8513293,6.4541473,9.434152,8.468063,8.612859,1.8017235,2.6983595,0.20497176,2.8574805,3.3460426,2.5408733,2.657329,2.7087376,3.2288501,1.9705279,2.8534636,1.5407357,0.5609166,1.6959157,0.9297842,1.2887834
If Wishes Came True,Sweet Sensation,lyrics_full_00024,7.8696413,9.930704,0.08060263,0.051154338,0.06919184,1.8193858,0.29115528,0.06640947,1.3059014,0.12062049,2.1611528,8.2351885,6.226227,0.8339416,0.91720116,0.5596424,0.023641177,0.019818505,0.029754182,0.03496911,0.76577663,0.14475273,0.06949732,0.69787574,0.060844664,1.2976772,1.4922197,1.6330671,1.0473268,0.3103507
The Power,Snap!,lyrics_full_00025,7.4497023,3.860513,0.40917003,0.28886595,1.2063658,0.123438604,0.27120483,1.223944,3.1693242,0.29339918,1.1803705,0.19598858,1.7514426,0.3519885,1.642138,0.97111225,2.379248,0.40048656,0.23374528,0.9554822,0.12263347,0.2546859,0.99777484,2.127189,0.5028616,0.78419894,0.15507959,2.2493634,0.34872386,0.9095477
Love and Affection,Nelson,lyrics_full_00026,7.3306637,9.343716,0.2805409,0.4268131,2.8190274,1.253284,0.5236201,0.3239703,2.560039,0.2659299,0.41014808,7.380538,5.416979,0.9530618,0.07539159,1.3036494,0.37662253,0.23513885,0.21321592,2.0588489,1.2747775,0.4371484,0.26422882,1.6318731,0.22755635,0.36770615,2.50869,0.7626158,1.5534279,0.08426397
Love Will Lead You Back,Taylor Dayne,lyrics_full_00027,6.344658,9.459621,0.011922331,0.07065532,0.05997307,0.5033575,0.2682345,0.09502651,1.0133352,0.09112255,2.4522676,5.4388676,6.060067,0.39067107,0.33223337,2.471441,0.38291246,0.0053324355,0.022640727,0.06377941,0.29659823,0.101872765,0.05211402,0.5431667,0.080921166,1.1535801,2.6932428,2.1381238,0.22201183,0.24793741
Don't Wanna Fall in Love,Jane Child,lyrics_full_00028,9.257215,8.012741,0.28036693,0.10401608,0.15494505,0.73860514,3.3831234,0.022379488,2.6453762,0.042579416,7.9857273,7.6803055,4.4833403,0.054868907,1.4558122,0.3339585,1.3038385,0.2377195,0.06636025,0.09387058,0.39666867,1.5437181,0.013732239,0.7515168,0.023137242,0.67115635,2.7092912,1.6827061,0.038091198,1.4388795
Two to Make It Right,Seduction,lyrics_full_00029,1.3296523,0.13585244,9.199921,9.547062,6.9114437,7.3961234,9.70109,9.870673,3.8267412,9.117861,8.085592,0.598882,8.61606,2.0255258,1.8454666,1.0757052,0.054381993,0.3134588,0.30692533,1.1774868,1.4656991,0.12844327,0.102756634,1.5641024,0.53308934,1.2436059,0.4949422,0.663062,0.948462,1.6367838
Sending All My Love,Linear,lyrics_full_00030,9.524096,8.093545,0.086604245,0.008113819,0.37842184,0.12231103,0.12213142,0.026455352,0.9869777,0.038042404,0.18820885,3.2162247,0.8597559,0.19229203,0.12348157,0.24983618,1.1704905,0.054046392,0.00787259,0.36856773,0.115750544,0.062738314,0.007997501,0.8966799,0.0037358063,0.11411789,2.2678268,0.5629602,0.2483023,0.09055601
Unskinny Bop,Poison,lyrics_full_00031,7.009345,7.609269,0.14894418,0.20472305,1.1202695,1.90903,1.3201593,0.18543091,2.172998,0.042882852,0.721465,7.4073668,3.2066703,0.2697768,0.011834069,2.0268164,2.4231849,0.07947744,0.21704492,0.76112914,2.7910357,0.9191747,0.2713743,1.3445399,0.023643335,0.6607989,3.0276399,2.3812413,0.29584944,0.0072195637
Step by Step,New Kids on the Block,lyrics_full_00032,9.131965,3.5292876,0.29920796,6.207295,1.1954875,3.2223177,4.327169,1.4919324,2.678828,0.27105486,3.4195833,1.9603629,6.51877,0.0753511,1.2762569,0.61016196,1.776865,0.24910063,2.1705394,0.53359026,1.4505662,2.7968132,1.2494779,2.5255787,0.2824339,2.4610105,0.8249873,2.1138685,0.07765572,0.8636195
Dangerous,Roxette,lyrics_full_00033,9.223536,9.384137,0.45889682,0.036838427,0.33150363,0.12292448,1.240442,0.09126163,5.428266,0.15010598,1.1950586,5.959778,6.5750523,0.07510804,0.19362986,0.53846824,0.44259116,0.5863515,0.03848103,0.355531,0.1479539,0.8955028,0.060700554,2.6923993,0.09139305,0.81806904,1.1435486,1.5519856,0.045970038,0.1197671
We Didn't Start the Fire,Billy Joel,lyrics_full_00034,4.456149,1.9967337,0.038116492,3.6419508,2.9896305,5.725801,1.4679275,1.8430113,6.638645,0.05145365,0.19967091,1.9667716,1.1328853,1.171807,0.14847869,1.0052576,1.0756831,0.02164359,2.0156136,1.2205961,2.6784964,1.1585604,1.2988749,1.807014,0.028695146,0.17911188,1.6325682,0.3954569,0.8665776,0.13606581
I Don't Have the Heart,James Ingram,lyrics_full_00035,4.791913,0.05793011,5.3794384,0.87926114,6.430398,0.8367063,1.8969177,2.90648,0.7626427,0.88099813,0.5295109,0.24253961,0.13373068,0.20573391,0.7483201,2.0062952,0.023005847,1.8575544,0.43877894,1.9561186,0.8172286,1.5696368,2.258092,0.6524879,0.18408923,0.32145536,0.19166915,0.064709924,0.23629713,0.46576887
Downtown Train,Rod Stewart,lyrics_full_00036,9.751795,9.781429,1.9751328,0.02204023,0.21919939,3.1793509,6.503467,0.05157259,5.4090304,2.701064,7.3870897,8.2205715,5.759102,7.6459746,1.6623707,0.27043217,0.1417903,1.4959099,0.017139498,0.19482058,2.2494116,0.86361825,0.03636924,2.0331266,1.9652706,1.0861318,2.2177353,1.4026406,1.1353812,0.9038705
Rhythm Nation,Janet Jackson,lyrics_full_00037,7.3656015,4.7689548,0.25131014,0.5643488,2.3332667,0.306312,0.1783318,0.22757715,4.556405,0.123576075,0.46933752,0.9978337,0.1421237,3.0708852,1.1223694,0.8968363,1.9510138,0.35781148,0.42509294,2.1333222,0.39913034,0.12613747,0.15500343,2.0410633,0.07187142,0.25336027,1.2799356,0.08685767,1.6146964,1.227121
I'll Be Your Everything,Tommy Page,lyrics_full_00038,8.856186,8.015081,0.63223946,0.28093714,1.1632328,0.3860656,0.3254452,1.3955843,0.724123,0.68292844,1.0901034,6.3130484,2.738279,0.47178444,5.43617,0.44164222,1.3160713,0.78625476,0.287145,0.51898575,0.26864278,0.35325915,1.6348146,0.48347446,0.63002104,1.1443163,2.3286982,2.2347834,0.32112178,2.5072646
Roam,The B-52's,lyrics_full_00039,6.604896,7.358196,0.20670447,0.06892501,0.044195037,0.46230942,3.3889556,0.123074025,5.8072014,0.16876933,3.4932885,2.0701282,4.3361406,0.372231,0.12956153,1.7036378,2.314734,0.30740863,0.054598995,0.04310058,0.22166646,1.7302251,0.10986797,0.8245523,0.105205044,2.1026552,1.5913937,2.1808527,0.30819774,0.07419594
Everything,Jody Watley,lyrics_full_00040,5.8632584,8.060864,0.05087886,0.22695449,0.08561633,0.32467064,1.0805733,0.21026844,2.2671132,0.018115543,0.57261217,5.623381,6.307239,1.3220654,0.021753184,1.6023682,1.1776516,0.041725837,0.32860082,0.06975414,0.17062806,0.9892367,0.30250502,2.164437,0.013810091,0.46711698,2.0275564,2.3379443,1.8551785,0.014136786
Back to Life,Soul II Soul,lyrics_full_00041,6.05929,0.6324849,9.357292,3.996324,8.486589,0.5671366,7.6476765,9.834508,7.375159,9.078485,5.684364,0.16111642,2.6404314,5.42002,9.483555,1.7159748,0.7187114,0.31586033,1.7327883,0.847525,0.7039774,1.1329497,0.13725734,1.0851444,0.6854075,2.5677137,0.15472466,2.5987725,3.2054617,0.39457574
Here and Now,Luther Vandross,lyrics_full_00042,9.646891,9.832014,0.20695683,1.5534794,0.0324261,1.3974063,1.9922917,0.025663378,2.1524136,0.34013677,1.5005058,8.549653,8.739781,3.2851677,1.3110107,0.2253578,0.082215175,0.14660464,0.91566294,0.02307875,1.781918,1.3767599,0.015896589,0.90356135,0.30885798,1.2089683,0.9164343,0.9548098,2.0337346,1.0214441
Alright,Janet Jackson,lyrics_full_00043,8.687827,8.312778,0.051322415,0.3609985,0.40898278,0.103574246,0.06259009,0.028916754,2.94697,0.032637764,3.624951,4.9214997,0.50874037,0.27771062,2.168852,0.6999015,1.2765418,0.04316377,0.33131036,0.26632658,0.077926114,0.047424592,0.025679192,1.3677623,0.030206684,2.1664133,2.0038614,0.45286095,0.15136799,0.39243698
Ice Ice Baby,Vanilla Ice,lyrics_full_00044,0.34302336,0.42499536,0.6576848,9.675001,0.4563972,9.859186,8.603947,9.534423,7.5177355,0.3312033,0.6384314,0.405855,9.270312,0.2894265,0.1874249,0.08611251,0.15424433,0.14998803,0.098611325,0.11058137,0.021495562,0.3833627,0.14693974,0.32238555,0.079780005,0.21617386,0.10283727,0.071944274,0.08025277,0.049209863
Blame It on the Rain,Milli Vanilli,lyrics_full_00045,5.9807644,7.0091543,0.25886708,0.16431451,0.4342097,0.55949324,0.9112407,0.13574557,6.8352137,1.0211211,6.4418087,7.696905,3.333312,9.265726,1.2245336,2.2650144,2.2679474,0.1431981,0.115310706,0.3470968,0.8390402,0.544474,0.14155236,1.401336,0.36249924,1.3788788,1.5578978,2.1207933,0.42905772,2.1853101
Have You Seen Her,MC Hammer,lyrics_full_00046,9.303967,8.101981,0.009501198,0.019062541,0.03221983,0.185269,0.5182159,0.008425234,4.50513,0.045619182,3.75873,2.4352279,0.56261414,0.09053917,0.1247906,0.36548585,0.47307873,0.0058111465,0.009139507,0.012821843,0.21048285,0.16397558,0.0029567378,2.1250522,0.021820066,1.3282943,0.7236466,0.17528073,0.0691122,0.07877737
With Every Beat of My Heart,Taylor Dayne,lyrics_full_00047,8.7501545,8.688164,0.45610154,0.10720162,0.109603494,3.7888958,0.8790381,0.1783175,1.0258113,0.13804653,1.9697943,7.0983496,4.4523826,0.14478356,2.9884534,0.973065,0.7296102,0.35616127,0.095900655,0.058874004,1.7631191,0.7843497,0.17470546,0.55521345,0.117576614,1.3544666,1.7478611,2.851645,0.12034324,2.1705503
Come Back to Me,Janet Jackson,lyrics_full_00048,5.448188,5.9815273,0.0134659605,0.99078894,1.3979049,0.16837898,0.5482571,0.074629635,3.288101,0.03785235,2.5942028,2.2130985,4.1749935,1.2363118,2.1103704,1.7113596,2.5176616,0.009505981,1.4903185,1.7423414,0.108706586,0.44937247,0.064472884,2.241028,0.03351898,2.0137281,1.6518033,2.078566,1.1528137,2.454599
No More Lies,Michel'le,lyrics_full_00049,9.123638,9.380484,1.7189472,1.0297695,1.2278788,3.3457823,1.5443532,2.1622927,2.5408628,0.884629,2.1175997,7.5529165,6.8802547,0.5142972,1.5544839,0.36046043,0.4800328,1.7352469,1.3906282,1.4168515,2.6019883,0.88005596,2.1632261,1.6211258,1.0401244,1.2660903,1.792409,1.7004075,0.2960629,1.6223261
Praying for Time,George Michael,lyrics_full_00050,6.297778,1.2777151,3.470748,0.06650581,0.53180957,0.19833924,7.9464173,2.0611222,8.6398735,5.233266,0.19739434,0.23045161,0.7030736,4.658556,0.06861152,1.3821028,0.638005,2.95999,0.020593626,0.23501763,0.2661497,1.7971863,1.9263886,0.68681383,2.677934,0.16165295,0.12819684,0.5989655,2.242896,0.04699018
How Can We Be Lovers,Michael Bolton,lyrics_full_00051,0.9162437,0.039666906,8.694599,7.2823467,8.360374,6.271997,9.363087,9.964236,6.5864305,8.018269,5.9080005,0.06304206,3.8583894,1.4001665,5.54356,0.64075637,0.011949609,1.3926585,1.7532995,1.1775484,3.4290087,0.37979606,0.018904487,1.3136373,1.0685844,1.0872599,0.037794426,1.6917443,0.86019665,3.2311037
Do You Remember?,Phil Collins,lyrics_full_00052,6.925124,0.029468305,4.9188824,0.6794081,5.6711173,0.31833404,7.5853596,7.2576275,7.6810737,8.716883,6.631771,0.017170448,0.16360715,3.1627808,2.6221375,0.77503943,0.02241217,2.1021492,0.28012776,1.5525517,0.24428585,1.281203,1.0484262,0.60130316,0.80657774,0.9309803,0.011443682,0.05021158,1.2546647,1.2508612
Ready or Not,After 7,lyrics_full_00053,9.903234,9.617669,0.29111755,0.054594494,0.14882182,0.05357842,2.8851244,0.24667808,8.434795,1.3374836,1.3075755,5.4077206,3.6238499,3.2734532,2.3397448,0.040135533,0.26702294,0.25746858,0.024710823,0.12635286,0.04025606,1.9951255,0.1362793,1.3254619,1.3305564,1.0672759,3.3719933,2.5829096,2.151177,0.7539358
U Can't Touch This,MC Hammer,lyrics_full_00054,7.525802,2.3344295,3.013632,0.09929718,6.681456,0.031796657,3.7143831,4.337866,2.5682526,6.377095,0.8284359,0.087997556,0.49933892,5.8008313,0.30353075,1.9332414,1.9752405,1.3434086,0.05924773,1.0358925,0.024823923,0.9086282,1.7452185,0.6337634,1.5138326,0.36227542,0.052568186,0.20205787,1.5874702,0.488061
I Wish It Would Rain Down,Phil Collins,lyrics_full_00055,9.79447,9.2903805,2.0755482,0.27301612,1.8181599,0.21136093,2.127105,0.115186945,5.722123,1.4550298,3.1063936,5.148831,4.0173006,2.5608864,2.2207072,0.19727916,0.3295772,1.3499659,0.31201485,2.0297399,0.20676629,1.1971226,0.12754701,1.4989091,0.6516924,1.6772444,2.1539426,3.0771022,1.9805461,2.4758215
Just Between You and Me,Lou Gramm,lyrics_full_00056,7.526042,6.906192,0.49761063,0.029135386,1.0855793,0.11832774,5.824428,0.8709713,4.5897174,1.6554852,0.3439144,0.2201707,3.9693518,0.062136754,0.014340922,1.0961766,1.1714294,0.47063676,0.009783296,0.94079643,0.07424538,2.4242628,0.9526608,1.4008334,2.0111978,0.22173645,0.12789337,2.061452,0.023515943,0.007368428
Something Happened on the Way to Heaven,Phil Collins,lyrics_full_00057,4.8430395,0.57796043,4.3720055,0.30040509,4.1576242,0.6674255,9.437914,6.554429,8.33142,9.047842,7.8603845,1.1303388,2.0222175,7.489378,5.7333713,1.1815854,0.347448,3.1650984,0.2586711,2.891293,0.6970501,0.14293103,1.9623996,1.2601632,0.73788905,1.4961969,1.4183865,1.0660316,1.5731686,2.4851556
Black Cat,Janet Jackson,lyrics_full_00058,8.256156,7.99531,0.23092577,3.514442,2.9090447,2.5924659,0.18133664,0.42167065,1.8760943,0.015634477,0.27392536,3.873695,7.048937,0.06649189,0.255196,0.74269736,1.391346,0.11546394,2.8416462,0.87818265,1.6624123,0.15970525,0.27856773,1.5903928,0.0071201683,0.11880529,2.1705296,1.6488253,0.02865521,0.41264188
Can't Stop,After 7,lyrics_full_00059,9.607338,8.873199,0.55406785,0.006178879,0.3416084,0.33669674,0.5359679,0.022353565,2.546658,0.6072517,2.6563544,7.209326,2.6446702,5.2087398,3.595731,0.1132698,0.7240099,0.47948584,0.0045751794,0.20033084,0.40796265,0.5101578,0.016455347,0.90104336,0.63559544,1.2884989,1.6742096,1.6809566,1.5174437,2.6372192
Janie's Got a Gun,Aerosmith,lyrics_full_00060,9.901921,9.725247,0.22191183,0.15987052,1.305841,0.03150981,2.3724222,0.15310493,7.103364,0.49650523,0.62336886,1.7475889,5.509077,5.992975,1.7201333,0.031448457,0.11755802,0.18491721,0.20983993,0.8420912,0.035695925,1.4618756,0.0952436,2.4707325,0.48074865,0.78127027,1.3030468,2.3083785,1.3852198,1.3013129
The Humpty Dance,Digital Underground,lyrics_full_00061,5.945078,2.2744884,5.9589214,4.331899,4.517893,0.69362247,7.088173,5.9256787,7.2784147,6.208863,2.546874,1.3999107,3.3324053,2.5154586,1.226957,2.6523373,2.5801947,2.7262993,2.6919568,2.447144,0.5665695,2.0760217,3.102845,1.1973375,2.535987,1.6247219,1.687716,2.9726288,1.0901873,2.2723353
I'll Be Your Shelter,Taylor Dayne,lyrics_full_00062,8.046588,6.8997726,1.1712798,0.047617275,1.6932003,0.6502038,2.0087106,0.058409855,5.250275,1.0458485,3.947393,6.8804483,0.91537154,3.7243378,0.304369,1.2399172,2.494794,0.80391383,0.04942372,2.300123,0.43500906,2.2641797,0.042958774,3.134369,0.909682,2.3701046,2.507945,1.0260521,2.691499,0.26719648
Free Fallin',Tom Petty,lyrics_full_00063,8.592197,9.833394,0.017872535,0.016387511,0.014322665,0.031576015,0.55535305,0.035501074,3.4935954,0.08492946,1.8614508,7.4843416,5.8964114,1.8056729,0.16392827,0.8563479,0.07711811,0.0087816045,0.011801945,0.006897973,0.013865421,0.37723747,0.016748505,0.6800621,0.095764056,0.81016433,1.7766378,1.7473243,1.1604043,0.07178544
Giving You the Benefit,Pebbles,lyrics_full_00064,1.790719,0.040735498,3.6971622,1.427002,3.6389074,3.9231803,3.6426105,5.6341987,4.3422804,5.4908943,7.8358793,0.1397739,0.39670318,3.949799,2.9234793,0.74571097,0.03903275,1.9640455,1.6555519,2.0224843,1.9766657,1.4630363,2.8227081,1.6815417,3.0669317,1.1202383,0.1102694,0.25628382,1.1755509,2.8834095
Enjoy the Silence,Depeche Mode,lyrics_full_00065,0.60837865,0.575495,0.08258337,0.08492943,0.079563715,0.19364676,8.188157,0.48838204,7.0134325,0.08984123,0.3967434,0.279231,8.170896,0.08441511,0.062222667,0.0915336,0.09306973,0.035340767,0.059872683,0.033008166,0.046519525,0.20740262,0.11742416,0.37755364,0.012474997,0.10843776,0.063476235,0.27048823,0.054547768,0.032381654
Love Song,Tesla,lyrics_full_00066,4.3802466,3.2740364,0.09483151,2.2443218,1.0160353,4.6344347,0.2616534,0.24865009,0.84400356,0.008814884,0.23499909,0.43358457,0.9996773,0.03597267,0.14627632,1.324137,1.3709323,0.060694367,1.4229525,0.3491252,2.2489603,0.1187613,0.122829095,0.31225657,0.0053463546,0.12383498,0.1871717,0.48940033,0.02783899,0.046097893
