Song,Artist,Release_Year,Violence,Heartbreak,Partying,Drugs,Sex,Self-Empowerment,Success,Hope,Celebration,Coming_Of_Age,Loneliness,Struggle,Love,Friendship,Traveling,SONG_ID,SoundNet_ID,Key,Mode,Camelot,Tempo,Duration,Popularity,Energy,Danceability,Happiness,Acousticness,Instrumentalness,Liveness,Speechiness,Loudness,Plain_Lyrics,Synced_Lyrics
Vogue,Madonna,1990,,,,,,,,,,,,,,,,7j5TIXPi0cCbSSqItmbyZy,dm9ndWUtbWFkb25uYQ==,D#,minor,2A,116,5:17,68,84,75,31,0,1,44,4,-8 dB,"What are you looking at?

Strike a pose

Strike a pose
Vogue (vogue, vogue)
Vogue (vogue, vogue)

Look around, everywhere you turn is heartache
It's everywhere that you go (look around)
You try everything you can to escape
The pain of life that you know (life that you know)
When all else fails and you long to be
Something better than you are today
I know a place where you can get away
It's called a dance floor
And here's what it's for, so

Come on, vogue (vogue)
Let your body move to the music (move to the music)
Hey, hey, hey
Come on, vogue (vogue)
Let your body go with the flow (go with the flow)
You know you can do it

All you need is your own imagination
So use it, that's what it's for (that's what it's for)
Go inside for your finest inspiration
Your dreams will open the door (open up the door)
It makes no difference if you're black or white
If you're a boy or a girl
If the music's pumping it will give you new life
You're a superstar
Yes, that's what you are, you know it

Come on, vogue (vogue)
Let your body groove to the music (groove to the music)
Hey, hey, hey
Come on, vogue (vogue, vogue)
Let your body go with the flow (go with the flow)
You know you can do it

Beauty's where you find it
Not just where you bump and grind it
Soul is in the musical
That's where I feel so beautiful
Magical, life's a ball
So get up on the dance floor

Vogue (vogue)
Let your body move to the music (move to the music)
Hey, hey, hey
Come on, vogue (vogue, vogue)
Let your body go with the flow (go with the flow)
You know you can do it

Vogue (vogue)
Beauty's where you find it (move to the music)
Vogue (vogue)
Beauty's where you find it (go with the flow)

Greta Garbo and Monroe
Dietrich and DiMaggio
Marlon Brando, Jimmy Dean
On the cover of a magazine

Grace Kelly, Harlow, Jean
Picture of a beauty queen
Gene Kelly, Fred Astaire
Ginger Rogers, dance on air

They had style, they had grace
Rita Hayworth gave good face
Lauren, Katherine, Lana too
Bette Davis, we love you

Ladies with an attitude
Fellas that were in the mood
Don't just stand there, let's get to it
Strike a pose, there's nothing to it

Vogue, vogue
Vogue, vogue (move to the music)
Vogue, vogue
Vogue, vogue (go with the flow)

Ooh, you've got to
Let your body move to the music
Ooh, you've got to just
Let your body go with the flow

Ooh, you've got to just...
Vogue (vogue)","[00:00.92] What are you looking at?
[00:04.25] 
[00:53.47] Strike a pose
[00:56.46] 
[01:04.22] Strike a pose
[01:07.28] 
[01:10.86] Vogue (vogue, vogue)
[01:15.28] 
[01:19.00] Vogue (vogue, vogue)
[01:23.36] 
[01:26.37] Look around, everywhere you turn is heartache
[01:29.93] It's everywhere that you go (look around)
[01:34.36] You try everything you can to escape
[01:38.06] The pain of life that you know (life that you know)
[01:41.62] When all else fails and you long to be
[01:45.50] Something better than you are today
[01:50.83] I know a place where you can get away
[01:53.42] It's called a dance floor
[01:55.87] And here's what it's for, so
[01:58.02] Come on, vogue (vogue)
[02:01.83] Let your body move to the music (move to the music)
[02:04.94] Hey, hey, hey
[02:06.74] Come on, vogue (vogue)
[02:10.30] Let your body go with the flow (go with the flow)
[02:12.80] You know you can do it
[02:15.70] All you need is your own imagination
[02:19.56] So use it, that's what it's for (that's what it's for)
[02:23.96] Go inside for your finest inspiration
[02:28.03] Your dreams will open the door (open up the door)
[02:31.45] It makes no difference if you're black or white
[02:36.34] If you're a boy or a girl
[02:39.23] If the music's pumping it will give you new life
[02:43.67] You're a superstar
[02:45.38] Yes, that's what you are, you know it
[02:48.10] Come on, vogue (vogue)
[02:51.55] Let your body groove to the music (groove to the music)
[02:54.61] Hey, hey, hey
[02:56.57] Come on, vogue (vogue, vogue)
[02:59.66] Let your body go with the flow (go with the flow)
[03:02.58] You know you can do it
[03:05.37] Beauty's where you find it
[03:08.64] Not just where you bump and grind it
[03:13.30] Soul is in the musical
[03:16.84] That's where I feel so beautiful
[03:21.30] Magical, life's a ball
[03:25.12] So get up on the dance floor
[03:28.43] Vogue (vogue)
[03:30.65] Let your body move to the music (move to the music)
[03:33.94] Hey, hey, hey
[03:35.61] Come on, vogue (vogue, vogue)
[03:38.66] Let your body go with the flow (go with the flow)
[03:42.08] You know you can do it
[03:44.77] Vogue (vogue)
[03:48.10] Beauty's where you find it (move to the music)
[03:54.27] Vogue (vogue)
[03:56.76] Beauty's where you find it (go with the flow)
[04:00.48] Greta Garbo and Monroe
[04:02.64] Dietrich and DiMaggio
[04:04.22] Marlon Brando, Jimmy Dean
[04:06.62] On the cover of a magazine
[04:08.69] Grace Kelly, Harlow, Jean
[04:10.88] Picture of a beauty queen
[04:12.94] Gene Kelly, Fred Astaire
[04:15.16] Ginger Rogers, dance on air
[04:16.95] They had style, they had grace
[04:19.14] Rita Hayworth gave good face
[04:21.01] Lauren, Katherine, Lana too
[04:23.06] Bette Davis, we love you
[04:25.32] Ladies with an attitude
[04:27.37] Fellas that were in the mood
[04:29.14] Don't just stand there, let's get to it
[04:31.49] Strike a pose, there's nothing to it
[04:33.61] Vogue, vogue
[04:37.85] Vogue, vogue (move to the music)
[04:41.82] Vogue, vogue
[04:45.71] Vogue, vogue (go with the flow)
[04:50.76] Ooh, you've got to
[04:54.16] Let your body move to the music
[04:58.95] Ooh, you've got to just
[05:02.71] Let your body go with the flow
[05:06.98] Ooh, you've got to just...
[05:11.12] Vogue (vogue)
[05:14.20] "
Enjoy the Silence,Depeche Mode,1990,,,,,,,,,,,,,,,,0yp3TvJNlG50Q4tAHWNCRm,ZW5qb3ktdGhlLXNpbGVuY2UtZGVwZWNoZS1tb2Rl,C,minor,5A,113,4:15,76,84,66,75,20,0,8,3,-6 dB,"Words like violence
Break the silence
Come crashing in
Into my little world

Painful to me
Pierce right through me
Can't you understand
Oh my little girl?

All I ever wanted
All I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm

Vows are spoken
To be broken
Feelings are intense
Words are trivial

Pleasures remain
So does the pain
Words are meaningless
And forgettable

All I ever wanted
All I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm

All I ever wanted
All I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm

All I ever wanted
All I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm

Enjoy the silence","[00:25.73] Words like violence
[00:27.84] Break the silence
[00:30.53] Come crashing in
[00:31.89] Into my little world
[00:34.29] Painful to me
[00:36.39] Pierce right through me
[00:38.56] Can't you understand
[00:40.66] Oh my little girl?
[00:43.03] All I ever wanted
[00:45.04] All I ever needed
[00:46.54] Is here in my arms
[00:51.32] Words are very unnecessary
[00:55.17] They can only do harm
[01:00.03] 
[01:23.18] Vows are spoken
[01:25.30] To be broken
[01:27.44] Feelings are intense
[01:29.50] Words are trivial
[01:31.67] Pleasures remain
[01:33.86] So does the pain
[01:35.97] Words are meaningless
[01:38.17] And forgettable
[01:40.43] All I ever wanted
[01:42.40] All I ever needed
[01:43.93] Is here in my arms
[01:48.50] Words are very unnecessary
[01:52.62] They can only do harm
[01:57.48] 
[02:33.43] All I ever wanted
[02:35.65] All I ever needed
[02:37.14] Is here in my arms
[02:41.61] Words are very unnecessary
[02:45.66] They can only do harm
[02:50.58] All I ever wanted
[02:52.56] All I ever needed
[02:54.09] Is here in my arms
[02:58.77] Words are very unnecessary
[03:02.85] They can only do harm
[03:08.57] 
[04:16.98] Enjoy the silence
[04:21.45] "
Ice Ice Baby,Vanilla Ice,1990,,,,,,,,,,,,,,,,3XVozq1aeqsJwpXrEZrDJ9,aWNlLWljZS1iYWJ5LXZhbmlsbGEtaWNl,D,major,10B,116,4:14,72,79,98,58,0,0,10,4,-3 dB,"Yo VIP, let's kick it
Ice, ice baby
Ice, ice baby

Alright stop, collaborate and listen
Ice is back with my brand new invention
Something grabs a hold of me tightly
Flow like a harpoon daily and nightly
Will it ever stop? Yo, I don't know
Turn off the lights, and I'll glow

To the extreme, I rock a mic like a vandal
Light up a stage and wax a chump like a candle
Dance, go rush to the speaker that booms
I'm killing your brain like a poisonous mushroom

Deadly, when I play a dope melody
Anything less than the best is a felony
Love it or leave it, you better gangway
You better hit bull's eye, the kid don't play
If there was a problem, yo, I'll solve it
Check out the hook while my DJ revolves it

Ice, ice baby
Vanilla Ice, ice baby
Vanilla Ice, ice baby
Vanilla Ice, ice baby
Vanilla

Now that the party is jumping
With the bass kicked in, and the Vegas are pumping
Quick to the point, to the point, no faking
Cooking MCs like a pound of bacon
Burning them, if you ain't quick and nimble
I go crazy when I hear a cymbal
And a hi-hat with a souped up tempo
I'm on a roll, it's time to go solo

Rollin' in my 5.0
With my rag-top down so my hair can blow
The girlies on standby, waving just to say ""Hi""
""Did you stop?"" No, I just drove by
Kept on, pursuing to the next stop
I busted a left, and I'm heading to the next block
The block was dead, yo
So I continued to A1A Beachfront Avenue

Girls were hot wearing less than bikinis
Rockman lovers driving Lamborghinis
Jealous, 'cause I'm out getting mine
Shay with a gauge, and Vanilla with a nine
Ready for the chumps on the wall
The chumps acting ill because they're full of eight ball
Gunshots rang out like a bell
I grabbed my nine, all I heard were shells
Falling on the concrete real fast

Jumped in my car, slammed on the gas
Bumper to bumper, the avenue's packed
I'm trying to get away before the jackers jack
Police on the scene, you know what I mean
They passed me up, confronted all the dope fiends
If there was a problem, yo, I'll solve it
Check out the hook while my DJ revolves it

Ice, ice baby
Vanilla Ice, ice baby
Vanilla Ice, ice baby
Vanilla Ice, ice baby
Vanilla

Take heed 'cause I'm a lyrical poet
Miami's on the scene, just in case you didn't know it
My town, that created all the bass sound
Enough to shake and kick holes in the ground
'Cause my style's like a chemical spill
Feasible rhymes that you can vision and feel
Conducted and formed, this is a hell of a concept

We make it hype, and you want to step
With this, Shay plays on the fade
Slice like a ninja, cut like a razor blade
So fast, other DJs say ""Damn!""
If my rhyme was a drug, I'd sell it by the gram

Keep my composure,when it's time to get loose
Magnetized by the mic while I kick my juice
If there was a problem, yo, I'll solve it
Check out the hook while D-Shay revolves it

Ice, ice baby
Vanilla Ice, ice baby
Vanilla Ice, ice baby
Vanilla Ice, ice baby
Vanilla Ice
Yo man, let's get out of here
Word to your mother

Ice, ice baby, too cold
Ice, ice baby, too cold, too cold
Ice, ice baby, too cold, too cold
Ice, ice baby, too cold, too cold","[00:12.88] Yo VIP, let's kick it
[00:18.55] Ice, ice baby
[00:22.54] Ice, ice baby
[00:24.59] Alright stop, collaborate and listen
[00:27.24] Ice is back with my brand new invention
[00:28.91] Something grabs a hold of me tightly
[00:31.19] Flow like a harpoon daily and nightly
[00:33.15] Will it ever stop? Yo, I don't know
[00:35.32] Turn off the lights, and I'll glow
[00:37.33] To the extreme, I rock a mic like a vandal
[00:39.54] Light up a stage and wax a chump like a candle
[00:41.68] Dance, go rush to the speaker that booms
[00:43.64] I'm killing your brain like a poisonous mushroom
[00:45.68] Deadly, when I play a dope melody
[00:47.74] Anything less than the best is a felony
[00:49.74] Love it or leave it, you better gangway
[00:52.09] You better hit bull's eye, the kid don't play
[00:54.19] If there was a problem, yo, I'll solve it
[00:56.05] Check out the hook while my DJ revolves it
[00:58.44] Ice, ice baby
[01:01.31] Vanilla Ice, ice baby
[01:05.33] Vanilla Ice, ice baby
[01:09.56] Vanilla Ice, ice baby
[01:13.75] Vanilla
[01:14.35] Now that the party is jumping
[01:16.50] With the bass kicked in, and the Vegas are pumping
[01:18.96] Quick to the point, to the point, no faking
[01:20.80] Cooking MCs like a pound of bacon
[01:22.89] Burning them, if you ain't quick and nimble
[01:25.26] I go crazy when I hear a cymbal
[01:27.08] And a hi-hat with a souped up tempo
[01:29.47] I'm on a roll, it's time to go solo
[01:31.12] Rollin' in my 5.0
[01:33.22] With my rag-top down so my hair can blow
[01:35.27] The girlies on standby, waving just to say ""Hi""
[01:37.46] ""Did you stop?"" No, I just drove by
[01:39.74] Kept on, pursuing to the next stop
[01:41.76] I busted a left, and I'm heading to the next block
[01:44.01] The block was dead, yo
[01:45.16] So I continued to A1A Beachfront Avenue
[01:48.18] Girls were hot wearing less than bikinis
[01:49.86] Rockman lovers driving Lamborghinis
[01:52.15] Jealous, 'cause I'm out getting mine
[01:54.13] Shay with a gauge, and Vanilla with a nine
[01:56.14] Ready for the chumps on the wall
[01:58.20] The chumps acting ill because they're full of eight ball
[02:00.48] Gunshots rang out like a bell
[02:02.64] I grabbed my nine, all I heard were shells
[02:04.39] Falling on the concrete real fast
[02:06.43] Jumped in my car, slammed on the gas
[02:08.58] Bumper to bumper, the avenue's packed
[02:10.81] I'm trying to get away before the jackers jack
[02:12.56] Police on the scene, you know what I mean
[02:14.86] They passed me up, confronted all the dope fiends
[02:16.86] If there was a problem, yo, I'll solve it
[02:19.32] Check out the hook while my DJ revolves it
[02:21.15] Ice, ice baby
[02:24.23] Vanilla Ice, ice baby
[02:28.22] Vanilla Ice, ice baby
[02:32.44] Vanilla Ice, ice baby
[02:36.50] Vanilla
[02:37.60] Take heed 'cause I'm a lyrical poet
[02:39.81] Miami's on the scene, just in case you didn't know it
[02:41.93] My town, that created all the bass sound
[02:43.93] Enough to shake and kick holes in the ground
[02:45.89] 'Cause my style's like a chemical spill
[02:47.98] Feasible rhymes that you can vision and feel
[02:50.07] Conducted and formed, this is a hell of a concept
[02:52.15] We make it hype, and you want to step
[02:54.00] With this, Shay plays on the fade
[02:56.43] Slice like a ninja, cut like a razor blade
[02:58.44] So fast, other DJs say ""Damn!""
[03:00.36] If my rhyme was a drug, I'd sell it by the gram
[03:02.69] Keep my composure,when it's time to get loose
[03:04.48] Magnetized by the mic while I kick my juice
[03:06.80] If there was a problem, yo, I'll solve it
[03:08.99] Check out the hook while D-Shay revolves it
[03:10.96] Ice, ice baby
[03:14.24] Vanilla Ice, ice baby
[03:18.39] Vanilla Ice, ice baby
[03:22.49] Vanilla Ice, ice baby
[03:26.53] Vanilla Ice
[03:28.60] Yo man, let's get out of here
[03:30.26] Word to your mother
[03:31.49] Ice, ice baby, too cold
[03:35.67] Ice, ice baby, too cold, too cold
[03:39.89] Ice, ice baby, too cold, too cold
[03:43.64] Ice, ice baby, too cold, too cold
[03:47.42] "
Smells Like Teen Spirit,Nirvana,1991,,,,,,,,,,,,,,,,5ghIJDpPoe3CfHMGu71E6T,c21lbGxzLWxpa2UtdGVlbi1zcGlyaXQtbmlydmFuYQ==,C#,major,3B,117,5:02,83,91,50,72,0,0,11,6,-5 dB,"Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored, and self-assured
Oh no, I know a dirty word

Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah
Hey, yey

I'm worse at what I do best
And for this gift, I feel blessed
Our little group has always been
And always will until the end

Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah
Hey, yey

And I forget just why I taste
Oh yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh well, whatever, never mind

Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial","[00:34.40] Load up on guns, bring your friends
[00:38.67] It's fun to lose and to pretend
[00:42.89] She's over-bored, and self-assured
[00:47.07] Oh no, I know a dirty word
[00:51.09] Hello, hello, hello, how low?
[00:55.24] Hello, hello, hello, how low?
[00:59.30] Hello, hello, hello, how low?
[01:03.31] Hello, hello, hello
[01:06.19] With the lights out, it's less dangerous
[01:10.31] Here we are now, entertain us
[01:14.33] I feel stupid and contagious
[01:18.40] Here we are now, entertain us
[01:22.53] A mulatto, an albino
[01:26.55] A mosquito, my libido, yeah
[01:32.90] Hey, yey
[01:39.93] 
[01:48.22] I'm worse at what I do best
[01:52.52] And for this gift, I feel blessed
[01:56.75] Our little group has always been
[02:00.62] And always will until the end
[02:05.16] Hello, hello, hello, how low?
[02:09.11] Hello, hello, hello, how low?
[02:13.19] Hello, hello, hello, how low?
[02:17.15] Hello, hello, hello
[02:20.08] With the lights out, it's less dangerous
[02:24.09] Here we are now, entertain us
[02:28.05] I feel stupid and contagious
[02:32.24] Here we are now, entertain us
[02:36.34] A mulatto, an albino
[02:40.34] A mosquito, my libido, yeah
[02:46.84] Hey, yey
[02:51.33] 
[03:34.48] And I forget just why I taste
[03:38.54] Oh yeah, I guess it makes me smile
[03:42.71] I found it hard, it's hard to find
[03:46.77] Oh well, whatever, never mind
[03:50.82] Hello, hello, hello, how low?
[03:55.02] Hello, hello, hello, how low?
[03:59.04] Hello, hello, hello, how low?
[04:03.16] Hello, hello, hello
[04:05.87] With the lights out, it's less dangerous
[04:09.79] Here we are now, entertain us
[04:13.88] I feel stupid and contagious
[04:17.82] Here we are now, entertain us
[04:21.82] A mulatto, an albino
[04:25.98] A mosquito, my libido
[04:29.88] A denial, a denial
[04:33.80] A denial, a denial
[04:37.90] A denial, a denial
[04:42.06] A denial, a denial
[04:46.13] A denial
[04:48.67] "
Losing My Religion,R.E.M.,1991,,,,,,,,,,,,,,,,31AOj9sFz2gM0O3hMARRBx,bG9zaW5nLW15LXJlbGlnaW9uLXJlbQ==,A,minor,8A,126,4:28,88,86,67,80,18,0,10,3,-5 dB,"Oh, life is bigger
It's bigger than you
And you are not me
The lengths that I will go to
The distance in your eyes
Oh no, I've said too much
I set it up

That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

Every whisper, of every waking hour
I'm choosing my confessions
Trying to keep an eye on you
Like a hurt, lost, and blinded fool, fool
Oh no, I've said too much
I set it up

Consider this
Consider this, the hint of the century
Consider this the slip
That brought me to my knees, failed
What if all these fantasies come
Flailing around
Now I've said too much

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
That was just a dream

That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
Try, cry, fly, try
That was just a dream
Just a dream
Just a dream","[00:32.48] Oh, life is bigger
[00:37.65] It's bigger than you
[00:40.56] And you are not me
[00:43.27] The lengths that I will go to
[00:46.82] The distance in your eyes
[00:50.67] 
[00:53.82] Oh no, I've said too much
[00:59.82] I set it up
[01:03.84] That's me in the corner
[01:07.26] That's me in the spotlight
[01:10.52] Losing my religion
[01:14.42] Trying to keep up with you
[01:19.33] And I don't know if I can do it
[01:24.11] Oh no, I've said too much
[01:29.78] I haven't said enough
[01:33.22] I thought that I heard you laughing
[01:37.64] I thought that I heard you sing
[01:42.83] I think I thought I saw you try
[01:49.49] Every whisper, of every waking hour
[01:55.56] I'm choosing my confessions
[02:01.10] Trying to keep an eye on you
[02:05.04] Like a hurt, lost, and blinded fool, fool
[02:09.09] Oh no, I've said too much
[02:15.97] I set it up
[02:20.69] Consider this
[02:23.38] Consider this, the hint of the century
[02:27.80] Consider this the slip
[02:32.14] That brought me to my knees, failed
[02:36.97] What if all these fantasies come
[02:41.06] Flailing around
[02:43.16] Now I've said too much
[02:50.51] I thought that I heard you laughing
[02:54.15] I thought that I heard you sing
[02:58.92] I think I thought I saw you try
[03:04.32] 
[03:15.18] But that was just a dream
[03:19.22] That was just a dream
[03:21.85] That's me in the corner
[03:25.19] That's me in the spotlight
[03:28.24] Losing my religion
[03:32.59] Trying to keep up with you
[03:37.15] And I don't know if I can do it
[03:41.57] Oh no, I've said too much
[03:47.62] I haven't said enough
[03:51.28] I thought that I heard you laughing
[03:55.27] I thought that I heard you sing
[03:59.59] I think I thought I saw you try
[04:08.02] But that was just a dream
[04:12.40] Try, cry, fly, try
[04:16.12] That was just a dream
[04:19.80] Just a dream
[04:21.76] Just a dream
[04:23.32] "
Black or White,Michael Jackson,1991,,,,,,,,,,,,,,,,7EsjkelQuoUlJXEw7SeVV4,YmxhY2stb3Itd2hpdGUtbWljaGFlbC1qYWNrc29u,A,major,11B,115,4:16,77,90,52,87,17,3,7,9,-4 dB,"Aaow!

Aaow!

I took my baby on a Saturday bang
Boy, is that girl with you?
Yes, we're one and the same
Now I believe in miracles
And a miracle has happened tonight
Hee!

But, if you're thinking about my baby
It don't matter if you're black or white
Ooh!

They print my message in the Saturday sun
I had to tell 'em I ain't second to none
And I told 'em about equality
And it's true, either you're wrong or you're right
Hoo!

But, if you're thinking about my baby
It don't matter if you're black or white
Hoo!

Gone witcha girl!
Hee-hee!

I am tired of this devil
I am tired of this stuff
I am tired of this business
So when the going gets rough
I ain't scared of your brother
I ain't scared of no sheets
I ain't scared of nobody
Girl, when the going gets mean

Protection for gangs, clubs and nations
Causing grief in human relations
It's a turf war on a global scale
I'd rather hear both sides of the tale
See, it's not about races
Just places, faces
Where your blood comes from is where your space is
I've seen the bright get duller
I'm not going to spend my life being a color

Don't tell me you agree with me
When I saw you kicking dirt in my eye
Hee-hee!

But, if you're thinking about my baby
It don't matter if you're black or white
I said if you're thinking of being my baby
It don't matter if you're black or white
I said if you're thinking of being my brother
It don't matter if you're black or white

Alright, alright
Ah, dah, ah (ooh, ooh, ooh, ooh)
Dah, ah, dah, alright
Ooh, ooh, yeah, yeah, yeah, now
Alright, alright (ooh, ooh, ooh, ooh)
Shamone, don't
Ooh, ooh, yeah, yeah, yeah now
Alright (ooh, ooh, ooh, ooh)
It's black, it's white
It's tough for you to get by (ooh, ooh, yeah, yeah, yeah)
It's black, it's white, hoo! (Ooh, ooh, ooh, ooh)
It's black, it's white
It's tough for you to get by (ooh, ooh, yeah, yeah, yeah)
It's black, it's white, hoo! (Shamone, dah)","[01:02.86] Aaow!
[01:05.17] 
[01:11.45] Aaow!
[01:13.80] 
[01:16.39] I took my baby on a Saturday bang
[01:20.22] Boy, is that girl with you?
[01:21.66] Yes, we're one and the same
[01:24.47] Now I believe in miracles
[01:26.55] And a miracle has happened tonight
[01:29.96] Hee!
[01:31.70] But, if you're thinking about my baby
[01:34.37] It don't matter if you're black or white
[01:40.33] Ooh!
[01:42.70] 
[01:45.30] They print my message in the Saturday sun
[01:49.47] I had to tell 'em I ain't second to none
[01:53.45] And I told 'em about equality
[01:55.52] And it's true, either you're wrong or you're right
[01:59.10] Hoo!
[02:01.25] But, if you're thinking about my baby
[02:03.61] It don't matter if you're black or white
[02:06.87] Hoo!
[02:09.22] 
[02:13.11] Gone witcha girl!
[02:17.36] Hee-hee!
[02:20.21] 
[02:22.88] I am tired of this devil
[02:24.89] I am tired of this stuff
[02:27.07] I am tired of this business
[02:28.80] So when the going gets rough
[02:31.13] I ain't scared of your brother
[02:33.21] I ain't scared of no sheets
[02:35.31] I ain't scared of nobody
[02:37.18] Girl, when the going gets mean
[02:41.60] Protection for gangs, clubs and nations
[02:43.95] Causing grief in human relations
[02:45.25] It's a turf war on a global scale
[02:48.15] I'd rather hear both sides of the tale
[02:49.75] See, it's not about races
[02:51.28] Just places, faces
[02:52.82] Where your blood comes from is where your space is
[02:54.92] I've seen the bright get duller
[02:56.23] I'm not going to spend my life being a color
[02:58.08] Don't tell me you agree with me
[03:00.03] When I saw you kicking dirt in my eye
[03:03.20] Hee-hee!
[03:05.62] But, if you're thinking about my baby
[03:08.23] It don't matter if you're black or white
[03:13.98] I said if you're thinking of being my baby
[03:16.67] It don't matter if you're black or white
[03:22.25] I said if you're thinking of being my brother
[03:24.89] It don't matter if you're black or white
[03:31.33] Alright, alright
[03:33.47] Ah, dah, ah (ooh, ooh, ooh, ooh)
[03:36.36] Dah, ah, dah, alright
[03:38.15] Ooh, ooh, yeah, yeah, yeah, now
[03:41.03] Alright, alright (ooh, ooh, ooh, ooh)
[03:44.65] Shamone, don't
[03:46.74] Ooh, ooh, yeah, yeah, yeah now
[03:49.80] Alright (ooh, ooh, ooh, ooh)
[03:52.16] It's black, it's white
[03:54.27] It's tough for you to get by (ooh, ooh, yeah, yeah, yeah)
[03:56.61] It's black, it's white, hoo! (Ooh, ooh, ooh, ooh)
[04:00.58] It's black, it's white
[04:02.65] It's tough for you to get by (ooh, ooh, yeah, yeah, yeah)
[04:05.01] It's black, it's white, hoo! (Shamone, dah)
[04:08.23] "
I Will Always Love You,Whitney Houston,1992,,,,,,,,,,,,,,,,4eHbdreAnSOrDDsFfc4Fpm,aS13aWxsLWFsd2F5cy1sb3ZlLXlvdS13aGl0bmV5LWhvdXN0b24=,E,major,12B,68,4:31,80,21,33,11,85,0,8,3,-13 dB,"If I should stay
I would only be in your way
So I'll go, but I know
I'll think of you every step of the way

And I will always love you
I will always love you
You
My darling, you, mm-mm

Bittersweet memories
That is all I'm taking with me
So goodbye, please don't cry
We both know I'm not what you, you need

And I will always love you
I will always love you

I hope life treats you kind
And I hope you have all you've dreamed of
And I wish you joy and happiness
But above all this, I wish you love

And I will always love you
I will always love you
I will always love you
I will always love you
I will always love you
I, I will always love you

You
Darling, I love you
Ooh, I'll always, I'll always love you","[00:00.45] If I should stay
[00:10.78] I would only be in your way
[00:21.63] So I'll go, but I know
[00:29.76] I'll think of you every step of the way
[00:40.36] And I will always love you
[00:55.49] 
[00:57.89] I will always love you
[01:05.24] 
[01:08.02] You
[01:12.37] My darling, you, mm-mm
[01:18.97] Bittersweet memories
[01:25.75] That is all I'm taking with me
[01:33.96] So goodbye, please don't cry
[01:40.30] We both know I'm not what you, you need
[01:47.67] And I will always love you
[01:58.03] I will always love you
[02:06.43] 
[02:37.80] I hope life treats you kind
[02:44.07] And I hope you have all you've dreamed of
[02:52.25] And I wish you joy and happiness
[02:58.02] But above all this, I wish you love
[03:06.09] 
[03:10.20] And I will always love you
[03:20.55] I will always love you
[03:27.61] I will always love you
[03:34.57] I will always love you
[03:43.31] I will always love you
[03:50.26] I, I will always love you
[04:04.08] You
[04:08.89] Darling, I love you
[04:12.17] Ooh, I'll always, I'll always love you
[04:22.50] "
