song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
Heat Waves,Glass Animals,80.74951171875,-47.8419,97.6056,15.9803,16.505,7.0021,5.7712,-3.3545,8.4086,-9.1298,3.7634,-4.3888,0.8231,-3.4525,0.4142,0.5054,0.357,0.4101,0.3105,0.2679,0.3195,0.2862,0.4143,0.2959,0.3819,0.5421,0.2548,0.367,0.2625,0.325,0.2791,0.2416,0.2927,0.2366,0.3282,0.2255,0.2555,0.3478,2265.7543
As It Was,Harry Styles,172.265625,-52.294,119.184,6.3764,14.837,6.3169,2.2902,-3.1138,5.8721,-0.8366,-0.4461,-2.0243,0.3894,-2.6469,0.3038,0.3765,0.3166,0.2265,0.2652,0.251,0.4076,0.291,0.4133,0.3641,0.2884,0.4417,0.231,0.3187,0.2982,0.1812,0.2812,0.2031,0.3615,0.2652,0.3483,0.297,0.2197,0.3559,1792.6578
Stay,The Kid Laroi and Justin Bieber,172.265625,-111.1523,84.3711,6.5228,7.0947,4.6696,2.3158,-1.3139,3.1435,-6.4344,5.2429,-1.6384,-1.2562,-2.6372,0.4882,0.4517,0.2383,0.2545,0.2257,0.2973,0.2424,0.3603,0.5116,0.319,0.3238,0.2939,0.3475,0.3451,0.2163,0.2829,0.2319,0.3171,0.2433,0.2915,0.3653,0.2669,0.3105,0.2524,2507.6284
Easy on Me,Adele,143.5546875,-139.1455,113.7913,23.817,7.0754,9.2036,4.7175,2.0102,3.1573,-4.7099,1.5737,-1.4555,3.239,-0.1288,0.4376,0.2124,0.2092,0.159,0.2847,0.465,0.2251,0.2806,0.2151,0.308,0.3152,0.2893,0.3607,0.223,0.2904,0.2091,0.2677,0.3927,0.2141,0.3278,0.2211,0.3216,0.3425,0.2503,1933.5433
Shivers,Ed Sheeran,143.5546875,-17.8988,60.9933,8.1326,15.7353,3.4425,2.3348,-5.5161,3.1495,-9.7919,5.0764,-3.2912,2.9196,-3.2024,0.2916,0.3886,0.4841,0.33,0.4314,0.32,0.4297,0.3179,0.331,0.4176,0.3171,0.3673,0.2515,0.2874,0.3605,0.2431,0.3641,0.2488,0.3389,0.2668,0.2621,0.3308,0.2443,0.3104,3112.5057
First Class,Jack Harlow,107.666015625,-102.9433,76.4398,30.9294,24.3059,11.9039,6.1674,3.4821,10.9063,1.9719,5.5948,-1.593,-1.5009,-0.2792,0.376,0.3815,0.5618,0.4726,0.3966,0.4208,0.3975,0.5319,0.4278,0.4275,0.5501,0.4256,0.3091,0.2659,0.3118,0.2876,0.2936,0.3152,0.2489,0.3192,0.2805,0.2892,0.2969,0.2759,2566.921
Big Energy,Latto,107.666015625,-69.5691,72.6999,-16.7246,19.0509,3.3129,-0.2509,-2.4306,0.1709,-2.4122,-0.299,-8.5937,2.7028,-8.5762,0.4613,0.4547,0.5221,0.4256,0.4136,0.3906,0.4301,0.4586,0.4198,0.4788,0.4754,0.4953,0.3015,0.2887,0.334,0.2937,0.3105,0.2919,0.3015,0.3142,0.2873,0.3184,0.2965,0.2984,2678.7719
Ghost,Justin Bieber,151.99908088235293,-74.2825,116.2129,-2.6057,13.3736,7.1681,6.4494,-1.7925,2.1917,-2.768,4.9426,-3.3278,2.4415,-3.8879,0.2306,0.3841,0.5238,0.3139,0.3603,0.2622,0.4122,0.3031,0.2797,0.4439,0.3009,0.319,0.2028,0.2759,0.3633,0.2406,0.3378,0.1994,0.3356,0.2788,0.2187,0.3383,0.2359,0.3047,1967.4173
Super Gremlin,Kodak Black,143.5546875,-119.4301,73.5621,14.7576,19.6091,10.6525,22.6893,0.4299,10.601,8.0806,5.0233,6.1999,7.2682,-0.6814,0.4279,0.41,0.4983,0.4843,0.585,0.514,0.4881,0.4447,0.4331,0.5015,0.4764,0.5221,0.2892,0.2767,0.3083,0.2662,0.318,0.302,0.2916,0.2772,0.2788,0.3161,0.279,0.3093,2624.175
Cold Heart (Pnau Remix),Elton John and Dua Lipa,117.45383522727273,-92.4412,85.949,25.8118,14.0572,2.3988,8.6615,-2.0181,1.311,-3.0887,3.2545,-3.7258,3.4979,-3.6845,0.492,0.53,0.358,0.4264,0.3807,0.4576,0.3142,0.3274,0.4419,0.3655,0.4186,0.3482,0.3021,0.3268,0.2534,0.3367,0.2785,0.3291,0.2322,0.2375,0.324,0.276,0.3073,0.2307,2467.4844
Wait for U,Future featuring Drake and Tems,112.34714673913044,-109.8923,111.8368,18.3986,13.947,20.0882,11.1735,3.1402,9.6858,-2.705,3.1755,-1.6023,3.7583,1.5159,0.4637,0.4696,0.3411,0.3795,0.3536,0.4971,0.3575,0.3434,0.4525,0.358,0.3939,0.3512,0.3361,0.3156,0.254,0.3067,0.2498,0.3435,0.2812,0.2687,0.3297,0.2625,0.3372,0.2554,1915.5337
About Damn Time,Lizzo,107.666015625,-64.6347,84.114,3.6204,22.3516,7.1953,9.3454,3.3334,4.8796,1.5462,8.2222,-0.7865,1.8059,0.3981,0.4101,0.4572,0.4211,0.4778,0.4401,0.5005,0.4182,0.3886,0.445,0.4061,0.4942,0.3954,0.2946,0.311,0.2899,0.3322,0.2962,0.3239,0.2976,0.2868,0.3179,0.2686,0.3254,0.2875,2412.6978
Bad Habits,Ed Sheeran,123.046875,-65.3788,83.6695,10.1966,20.0185,5.3743,10.4745,-0.6728,4.2232,-5.0451,3.9645,-1.8618,2.7858,-2.1261,0.3291,0.4255,0.4389,0.2964,0.3235,0.29,0.4138,0.3698,0.3438,0.3801,0.3659,0.4605,0.2661,0.3242,0.3443,0.2469,0.3295,0.2545,0.3265,0.327,0.3032,0.3308,0.2804,0.3625,2356.8042
Thats What I Want,Lil Nas X,89.10290948275862,-52.7118,77.2467,0.0669,20.8147,7.8594,12.9026,3.5045,8.0669,3.245,6.354,5.4856,3.22,-6.3511,0.364,0.4044,0.336,0.4473,0.4323,0.3469,0.4357,0.4093,0.5914,0.4453,0.4074,0.42,0.2655,0.3138,0.2406,0.2974,0.3014,0.2436,0.3223,0.2516,0.3502,0.3157,0.3016,0.3103,2560.8488
Enemy,Imagine Dragons and JID,75.99954044117646,-61.1757,72.6026,3.4513,17.8426,4.9714,5.5413,-7.656,3.7592,-3.0045,0.521,-0.3714,0.1019,-3.693,0.2981,0.3931,0.4233,0.3477,0.3929,0.423,0.4935,0.4106,0.3218,0.3275,0.3695,0.3955,0.243,0.3123,0.3316,0.2688,0.3261,0.3114,0.3412,0.3188,0.2535,0.274,0.2921,0.3244,2748.2351
Industry Baby,Lil Nas X and Jack Harlow,151.99908088235293,-59.015,67.1364,0.7797,13.9774,5.2887,5.2148,3.9964,6.3137,-0.8449,5.198,-2.3308,6.8025,-1.5628,0.4596,0.4504,0.4318,0.582,0.4641,0.5491,0.5109,0.4864,0.5421,0.515,0.5964,0.4322,0.274,0.2471,0.2239,0.3071,0.2564,0.307,0.279,0.2627,0.322,0.2855,0.2871,0.2518,2932.3373
ABCDEFU,Gayle,123.046875,-51.0138,76.2205,3.0832,21.0308,7.491,8.9668,1.218,1.5971,0.3867,5.7925,-2.1616,2.5226,-5.5637,0.3381,0.345,0.3035,0.4307,0.4739,0.2841,0.296,0.3664,0.5295,0.386,0.3375,0.4195,0.2615,0.3221,0.2477,0.2968,0.3496,0.2234,0.2709,0.2734,0.3421,0.2933,0.2599,0.32,2727.5696
Need to Know,Doja Cat,129.19921875,-79.8605,69.9225,7.5559,8.8128,-1.8564,-0.9732,4.5843,-1.7529,2.3454,0.0072,2.2625,4.2539,0.1146,0.3296,0.4192,0.344,0.4673,0.4009,0.5282,0.4756,0.3588,0.3989,0.3527,0.4389,0.3271,0.2621,0.3302,0.2505,0.3392,0.2884,0.3342,0.3313,0.2895,0.3355,0.2782,0.347,0.283,2823.3107
Wasted on You,Morgan Wallen,99.38401442307692,-90.257,123.4502,-6.1072,5.1419,9.792,1.4059,-4.8284,-0.9622,-0.5745,-4.0402,-3.6539,-2.5985,-4.0721,0.2718,0.3316,0.4221,0.2548,0.3377,0.2842,0.459,0.2739,0.2455,0.3779,0.292,0.4381,0.2263,0.2795,0.336,0.2041,0.3425,0.2393,0.3476,0.2466,0.2372,0.3383,0.2232,0.3537,1770.6635
Me Porto Bonito,Bad Bunny and Chencho Corleone,92.28515625,-113.6105,80.7871,11.382,22.6257,9.5625,1.6642,7.2283,9.7836,-7.8625,10.2128,0.1769,6.6418,1.3943,0.3721,0.4653,0.3631,0.4617,0.4872,0.3368,0.33,0.3405,0.4793,0.4597,0.3989,0.3845,0.2761,0.3437,0.2723,0.323,0.3247,0.2568,0.2848,0.2563,0.3356,0.3537,0.3046,0.3003,2287.8902
Woman,Doja Cat,107.666015625,-72.891,88.9537,11.0355,16.8604,4.1985,8.5253,5.6526,2.5836,0.953,3.6919,-1.969,1.7933,-3.0484,0.4138,0.3458,0.3987,0.3863,0.3683,0.4338,0.4257,0.5313,0.4265,0.3513,0.3448,0.3624,0.3318,0.2738,0.3138,0.3097,0.3029,0.36,0.3012,0.3507,0.3095,0.2994,0.2974,0.2886,2279.725
