song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
Blinding Lights,The Weeknd,86.1328125,-41.8432,89.411,4.8226,35.6371,2.1005,15.5266,4.7073,10.2893,0.7635,14.9128,5.2561,8.7319,1.1483,0.4401,0.3311,0.3876,0.5002,0.431,0.6222,0.4134,0.479,0.3623,0.3196,0.3832,0.3311,0.3261,0.2435,0.2683,0.3232,0.2245,0.3438,0.2212,0.3115,0.2689,0.2473,0.3083,0.2487,2170.3235
Circles,Post Malone,117.45383522727273,-52.6855,107.7356,9.6235,15.6134,4.0567,5.8231,5.4717,0.3298,-4.1913,1.3294,0.333,2.4027,0.9215,0.5143,0.342,0.4069,0.2874,0.4426,0.3428,0.2892,0.3184,0.2335,0.2811,0.2383,0.4046,0.3598,0.2375,0.3589,0.2288,0.3371,0.327,0.2749,0.3053,0.2305,0.2867,0.2183,0.315,1992.0318
The Box,Roddy Ricch,117.45383522727273,-111.1046,96.7124,4.1093,7.8453,-0.3935,-3.9557,-7.7456,6.8461,-4.7799,4.6223,-4.9075,2.292,5.3689,0.5615,0.4525,0.3223,0.3391,0.3372,0.4291,0.3125,0.3292,0.3735,0.3474,0.5227,0.372,0.3513,0.3066,0.2488,0.3017,0.2751,0.3428,0.2757,0.2805,0.3111,0.2592,0.3461,0.2462,2272.0903
Don't Start Now,Dua Lipa,123.046875,-66.6684,74.9442,8.9034,21.5935,12.8675,9.8305,4.2312,6.1562,0.5355,7.8183,-1.5997,4.7034,-2.7541,0.3247,0.3573,0.4657,0.3983,0.4878,0.3835,0.457,0.4004,0.3788,0.4426,0.3865,0.4826,0.2493,0.2716,0.3298,0.2672,0.3572,0.2842,0.3272,0.3156,0.2968,0.3351,0.2623,0.337,2568.6758
Rockstar,DaBaby featuring Roddy Ricch,89.10290948275862,-120.0099,91.7934,12.0119,12.4663,8.8357,1.6591,-5.2223,3.9041,-13.3918,0.3827,-9.7287,-1.8373,-3.6978,0.376,0.3679,0.3133,0.3791,0.3312,0.3182,0.3949,0.3618,0.4874,0.3979,0.51,0.5063,0.3064,0.3236,0.2479,0.3103,0.3187,0.312,0.337,0.2799,0.3619,0.2903,0.3035,0.3346,2131.4275
Adore You,Harry Styles,99.38401442307692,-36.5489,84.2052,10.1904,17.4043,-0.5036,14.6592,1.7918,10.1055,3.033,5.5277,1.1309,3.7714,-0.8836,0.4545,0.3055,0.4043,0.5104,0.3191,0.3514,0.2723,0.4424,0.2983,0.2851,0.4107,0.3204,0.3457,0.2448,0.286,0.3488,0.244,0.3192,0.1932,0.3379,0.2677,0.2268,0.3282,0.2315,2476.1228
Life Is Good,Future featuring Drake,143.5546875,-95.1422,73.0667,24.5357,9.8192,8.9668,6.5213,-11.4345,4.0889,-8.7673,-0.29,-2.8138,2.6485,1.6925,0.4356,0.4145,0.438,0.4237,0.4778,0.489,0.4677,0.4497,0.4064,0.4541,0.442,0.4274,0.3112,0.2976,0.2896,0.2757,0.3346,0.3294,0.3239,0.3125,0.2929,0.3334,0.298,0.2982,2840.7921
Memories,Maroon 5,92.28515625,-140.7266,107.1566,12.4441,13.2471,2.9374,10.9951,-13.5632,-3.8227,-10.5578,-4.9425,-4.9494,-5.1899,-5.7167,0.198,0.2437,0.2041,0.3671,0.224,0.1824,0.3047,0.1956,0.1878,0.1559,0.3117,0.3757,0.1999,0.325,0.2116,0.3928,0.263,0.2022,0.3468,0.2132,0.2981,0.1843,0.311,0.3904,1814.7154
The Bones,Maren Morris,151.99908088235293,-96.8482,108.9987,12.4078,24.525,11.4911,1.0829,-3.0092,-1.4593,3.162,1.7505,-4.4898,4.3146,-7.6202,0.2139,0.3224,0.4427,0.2525,0.2889,0.2382,0.4114,0.2935,0.2589,0.3441,0.2602,0.314,0.2048,0.2961,0.3749,0.2286,0.3284,0.2233,0.3654,0.2847,0.2441,0.3276,0.2362,0.3337,1842.7772
Someone You Loved,Lewis Capaldi,107.666015625,-134.4304,111.2255,16.2361,17.9055,0.4167,8.8658,-13.1303,9.301,-6.0924,-6.1178,2.9676,-3.9763,-2.4079,0.2733,0.3422,0.2183,0.3089,0.26,0.4897,0.2319,0.1799,0.2669,0.1841,0.2189,0.1429,0.2686,0.3609,0.2021,0.3546,0.2183,0.4034,0.2399,0.2213,0.3233,0.2063,0.3002,0.1572,1924.1412
