song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
Bad Day,Daniel Powter,135.99917763157896,-40.1679,96.8921,-17.8063,13.5177,0.8129,4.6628,-4.0569,2.6432,-4.8579,-0.2532,-1.9235,-1.5643,-6.3532,0.3079,0.2074,0.327,0.5794,0.2793,0.4388,0.2671,0.3532,0.276,0.2603,0.4766,0.2576,0.2825,0.1958,0.2296,0.3583,0.1746,0.3481,0.2286,0.313,0.266,0.2061,0.3328,0.1969,2275.5177
Temperature,Sean Paul,123.046875,-70.4191,67.6721,-18.1533,25.0348,20.7661,-1.9972,-1.6547,7.9309,-9.4024,9.5484,-6.5178,6.3221,5.5328,0.3561,0.2932,0.283,0.2263,0.277,0.3648,0.3014,0.3661,0.421,0.4657,0.6985,0.4237,0.2811,0.254,0.2488,0.2389,0.274,0.3245,0.3024,0.325,0.3074,0.2312,0.3306,0.2564,2588.1686
Promiscuous,Nelly Furtado featuring Timbaland,112.34714673913044,-60.9427,83.5351,3.632,26.9839,9.2265,12.1161,0.444,7.7135,2.0717,3.4124,-1.701,3.1886,-0.5052,0.3995,0.4531,0.334,0.3893,0.3862,0.4243,0.3766,0.3927,0.4398,0.4524,0.5178,0.396,0.2801,0.3283,0.2375,0.3315,0.2983,0.3224,0.289,0.3062,0.3278,0.3153,0.3344,0.2762,2288.4407
You're Beautiful,James Blunt,161.4990234375,-129.1413,111.6576,12.588,21.0957,9.9197,10.2848,-4.8267,0.7379,-5.5044,-0.9015,-4.3166,-2.4276,-4.4442,0.3474,0.2401,0.359,0.4326,0.2386,0.2896,0.2112,0.347,0.246,0.2421,0.4144,0.257,0.3553,0.2086,0.3095,0.3501,0.2075,0.3325,0.1844,0.3385,0.2678,0.2314,0.3539,0.2067,1818.5934
Hips Don't Lie,Shakira featuring Wyclef Jean,99.38401442307692,-86.6129,75.5431,-10.7289,26.051,0.4973,8.1824,-3.6709,3.1471,-0.6347,4.2056,-2.9148,0.8037,-2.0144,0.3941,0.3609,0.3117,0.3493,0.3392,0.3773,0.3005,0.3485,0.3886,0.3539,0.4682,0.3617,0.3129,0.3099,0.2708,0.3109,0.2826,0.3149,0.2808,0.291,0.3222,0.2795,0.3589,0.2984,2575.3962
Unwritten,Natasha Bedingfield,99.38401442307692,-79.1618,69.8457,9.2133,17.9249,13.1327,7.4302,5.5699,7.4488,2.1117,8.7029,-2.4534,-0.7537,-3.0477,0.4109,0.3334,0.3761,0.3577,0.4308,0.5354,0.4197,0.4859,0.4339,0.5788,0.4422,0.331,0.2969,0.2409,0.2897,0.2664,0.2671,0.3198,0.2629,0.3339,0.2658,0.318,0.2954,0.2418,2869.5782
Crazy,Gnarls Barkley,112.34714673913044,-139.9411,102.3525,6.9699,44.9357,3.4536,24.7717,3.6276,14.335,2.0319,0.6172,-2.7371,2.1321,-3.2109,0.3957,0.306,0.3839,0.3602,0.2504,0.2469,0.3522,0.5658,0.4632,0.342,0.2824,0.2971,0.3606,0.236,0.3134,0.3094,0.2329,0.2346,0.2603,0.3508,0.3493,0.3167,0.2657,0.2618,1749.5869
Ridin',Chamillionaire featuring Krayzie Bone,95.703125,-87.9933,76.9232,7.7829,26.6385,11.0064,5.6129,-3.037,3.5729,-5.2414,8.0372,-10.2935,3.8171,1.858,0.4013,0.4276,0.4862,0.5735,0.4455,0.3014,0.2823,0.319,0.4323,0.476,0.5829,0.4841,0.2857,0.3068,0.2857,0.3071,0.2907,0.2425,0.2427,0.2365,0.2885,0.2711,0.3254,0.2863,2762.8512
SexyBack,Justin Timberlake featuring Timbaland,117.45383522727273,-83.0995,82.0362,-0.9421,29.146,4.8967,6.7922,-0.6118,4.8258,-4.2117,4.4589,0.2256,1.2542,-3.3803,0.2824,0.2783,0.3331,0.4372,0.4778,0.4293,0.3471,0.3798,0.4971,0.6059,0.5134,0.3546,0.2551,0.2483,0.2699,0.3366,0.3211,0.3031,0.2731,0.281,0.3299,0.3512,0.3171,0.2739,2433.9396
Check on It,Beyoncé featuring Slim Thug and Bun B,161.4990234375,-38.2572,47.3632,1.2459,31.1383,5.5244,-0.8731,4.2275,-0.6261,0.0352,9.8927,-2.7966,8.5388,-0.3387,0.3504,0.427,0.5807,0.4014,0.3662,0.3542,0.4698,0.4076,0.3996,0.4338,0.3807,0.3605,0.2765,0.2803,0.3463,0.2601,0.2883,0.2466,0.3202,0.2899,0.3194,0.3385,0.2927,0.2864,3120.6426
