song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
Last Night,Morgan Wallen,103.359375,-61.7866,105.1735,-27.2451,12.6396,4.4394,-1.687,-2.0168,-5.2528,-4.9879,-4.4289,-4.1574,2.4909,-4.2679,0.2999,0.5309,0.2673,0.3257,0.2303,0.3333,0.4958,0.2728,0.3361,0.2706,0.4375,0.275,0.2355,0.3514,0.1963,0.2908,0.1942,0.2549,0.3461,0.1996,0.3179,0.2137,0.3388,0.2471,2119.8607
Flowers,Miley Cyrus,117.45383522727273,-78.5804,98.25,5.9821,24.5636,6.6226,11.8189,2.8696,6.3441,1.9832,8.4447,-4.4798,5.0703,-3.8355,0.4237,0.3596,0.4342,0.3743,0.4294,0.3305,0.2816,0.3552,0.3555,0.4368,0.3442,0.44,0.336,0.2742,0.3541,0.2689,0.3382,0.2842,0.2317,0.3087,0.2665,0.3467,0.2637,0.3277,2019.4486
Kill Bill,SZA,89.10290948275862,-87.2284,105.8257,-20.0916,12.476,-4.4892,11.0827,4.6327,1.4523,4.4528,3.7118,-5.7499,-0.1507,-7.1103,0.41,0.3072,0.2478,0.3015,0.2492,0.3224,0.2915,0.4708,0.4383,0.4209,0.5212,0.3378,0.3365,0.2801,0.2368,0.2956,0.2325,0.3053,0.2436,0.3418,0.3206,0.2958,0.3576,0.2637,1782.4107
Anti-Hero,Taylor Swift,95.703125,-134.5355,102.8469,-4.3855,25.5585,6.3983,3.4425,7.7808,2.0412,3.7406,5.8681,-0.9248,3.2437,-3.2564,0.401,0.404,0.3529,0.43,0.477,0.3552,0.4507,0.3146,0.3969,0.3565,0.3964,0.5508,0.2823,0.3194,0.2772,0.2951,0.3336,0.2512,0.3502,0.2359,0.3172,0.3007,0.2665,0.3353,2045.7075
Creepin',"Metro Boomin, the Weeknd and 21 Savage",99.38401442307692,-92.4622,103.0638,30.0862,24.9431,9.5007,7.774,0.6663,5.1021,-10.7603,8.7132,-0.8348,1.7754,-1.7292,0.3611,0.4305,0.302,0.4159,0.5048,0.2564,0.2324,0.2434,0.3667,0.304,0.2959,0.3596,0.2863,0.3633,0.2412,0.3012,0.3704,0.2233,0.2759,0.2292,0.3164,0.2858,0.2702,0.3267,2079.2528
Calm Down,Rema and Selena Gomez,143.5546875,-74.6774,109.9884,15.6252,8.7503,3.79,2.9123,-4.0082,-3.8021,-6.0452,1.6721,-7.1424,3.5343,-4.5697,0.3596,0.3262,0.2804,0.4788,0.2844,0.2561,0.3175,0.2945,0.3908,0.2982,0.5016,0.5665,0.2605,0.3177,0.2119,0.3386,0.2601,0.256,0.2884,0.2433,0.3504,0.2192,0.3192,0.3274,2082.2285
Die for You,The Weeknd and Ariana Grande,66.25600961538461,-76.1082,97.3795,15.8838,15.2036,8.3077,1.2015,3.7644,1.0213,-0.6389,9.2781,-1.9201,-0.2062,-2.9564,0.2252,0.294,0.2137,0.3107,0.3624,0.2887,0.4653,0.3591,0.5322,0.327,0.2409,0.2819,0.2375,0.3202,0.236,0.2979,0.3429,0.238,0.374,0.2481,0.3732,0.2883,0.2427,0.3161,2215.4914
Fast Car,Luke Combs,99.38401442307692,-68.2803,97.3764,-2.4536,21.8347,12.3218,8.622,5.2148,4.3197,-3.3115,3.8198,-2.0195,2.969,-2.4337,0.3619,0.2853,0.3758,0.5819,0.3483,0.3497,0.275,0.4243,0.6174,0.3271,0.3063,0.2272,0.305,0.2557,0.2682,0.328,0.2412,0.3193,0.2233,0.2631,0.339,0.2334,0.285,0.185,2189.8154
Snooze,SZA,143.5546875,-119.9389,111.6939,9.4429,23.1582,14.8022,13.2395,8.8852,1.5835,3.298,11.4812,0.7841,4.8429,-1.0808,0.4053,0.3322,0.4988,0.3956,0.4845,0.4298,0.3492,0.4023,0.3064,0.3648,0.2825,0.3176,0.3305,0.2273,0.3553,0.2621,0.3457,0.3281,0.2617,0.3259,0.2387,0.3098,0.2624,0.2745,1714.3264
I'm Good (Blue),David Guetta and Bebe Rexha,129.19921875,-1.4772,79.6996,-1.6332,21.3086,2.3337,3.9499,4.9517,0.3912,1.1457,6.2498,0.3946,6.9854,3.7091,0.3555,0.2709,0.4766,0.3424,0.3202,0.4188,0.3348,0.5292,0.3315,0.4217,0.5321,0.2962,0.3197,0.1954,0.3218,0.2519,0.2384,0.3138,0.2084,0.3238,0.2324,0.279,0.3299,0.2075,2662.9481
