song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
Love Yourself,Justin Bieber,99.38401442307692,-174.532,105.0828,8.8306,-6.2197,4.9504,-11.3771,-12.4927,-1.2487,-10.8874,-4.8253,-11.3935,-5.6997,-6.6406,0.2353,0.2858,0.2387,0.3247,0.4674,0.2967,0.351,0.2599,0.3394,0.2747,0.2257,0.3168,0.2389,0.3253,0.2658,0.2968,0.3823,0.2413,0.3612,0.2466,0.3388,0.2997,0.2527,0.3429,2135.7619
Sorry,Justin Bieber,135.99917763157896,-54.2148,100.0737,4.8231,9.9957,7.9058,0.0631,-1.4101,2.369,-1.8517,5.2856,1.4324,5.3865,0.3119,0.4098,0.3352,0.3776,0.4448,0.3429,0.5096,0.3447,0.382,0.3528,0.3311,0.4791,0.369,0.3234,0.2713,0.299,0.3401,0.2305,0.3644,0.2314,0.3117,0.2865,0.2643,0.336,0.2731,2291.9694
One Dance,Drake featuring Wizkid and Kyla,135.99917763157896,-135.9836,104.3848,6.0306,27.0815,4.6512,9.0547,-0.528,11.5146,-3.1925,4.2339,2.3474,-0.3554,0.6865,0.4023,0.4293,0.3901,0.5056,0.4788,0.5569,0.4383,0.4093,0.4818,0.4451,0.4541,0.3493,0.2951,0.3142,0.2498,0.3412,0.3131,0.3437,0.3078,0.2894,0.3275,0.2865,0.3204,0.2695,1751.556
Work,Rihanna featuring Drake,123.046875,-105.1494,81.4393,12.4601,16.7448,12.5293,6.6284,3.0963,3.0064,4.7961,8.4899,2.1476,5.5406,-5.3314,0.3078,0.4121,0.3513,0.4107,0.3964,0.3653,0.4534,0.3469,0.3513,0.266,0.3271,0.3656,0.2716,0.3451,0.2837,0.3305,0.3311,0.2938,0.3581,0.2674,0.3176,0.2455,0.3035,0.3095,2411.2277
Stressed Out,Twenty One Pilots,172.265625,-45.5353,73.0677,24.4533,25.4992,6.6583,7.4533,4.4612,5.1761,-1.2774,8.5409,-5.4229,4.1718,-3.8223,0.3824,0.2909,0.3253,0.3532,0.4346,0.357,0.3271,0.391,0.4351,0.5078,0.3986,0.4266,0.3215,0.2609,0.3139,0.2923,0.3235,0.2843,0.2711,0.3107,0.2967,0.3705,0.2705,0.3053,2809.111
Panda,Desiigner,143.5546875,-104.1252,70.4432,-14.7041,28.444,11.4684,11.7898,-4.1283,4.27,-0.8881,11.2039,2.7513,9.6469,3.0911,0.4379,0.4029,0.4584,0.5616,0.5706,0.5852,0.5012,0.4364,0.4736,0.4563,0.5238,0.4897,0.2892,0.2629,0.2722,0.29,0.2884,0.303,0.2764,0.2619,0.2997,0.2929,0.3009,0.2989,2515.7385
Hello,Adele,161.4990234375,-122.1068,113.4011,11.3484,14.2174,9.3674,8.1021,1.4132,9.4514,1.1754,8.2103,-3.6126,-1.6759,-3.3296,0.3911,0.2747,0.23,0.3336,0.2378,0.3256,0.2039,0.3179,0.4328,0.2852,0.3922,0.2934,0.3473,0.2857,0.2179,0.3252,0.2108,0.3255,0.1933,0.2778,0.3716,0.2292,0.3711,0.2268,1767.5591
Don't Let Me Down,The Chainsmokers featuring Daya,161.4990234375,-93.2422,100.9577,-11.7109,25.8004,3.5638,0.669,7.2514,1.5014,0.6951,0.8235,-5.0288,3.7889,-7.9877,0.3095,0.2878,0.2464,0.3782,0.2958,0.294,0.4273,0.3745,0.4969,0.4152,0.5273,0.4981,0.2447,0.2848,0.2091,0.308,0.25,0.2444,0.3198,0.2633,0.3764,0.2957,0.3212,0.3155,2035.5201
Can't Stop the Feeling!,Justin Timberlake,112.34714673913044,-38.9885,75.1154,1.3798,15.9161,10.8292,7.9032,-5.0429,4.0663,-2.7174,2.9708,-0.0374,3.8188,-1.605,0.536,0.428,0.4776,0.4173,0.5217,0.3882,0.3416,0.4545,0.3555,0.4266,0.3732,0.4081,0.3304,0.2556,0.3121,0.2744,0.3224,0.281,0.2427,0.3085,0.2363,0.3117,0.2614,0.2564,2767.0899
Closer,The Chainsmokers featuring Halsey,95.703125,-61.1253,75.9714,16.3653,9.2791,3.9914,1.5236,-3.1963,0.7319,-3.9452,-1.355,-4.1753,-2.4519,-6.2467,0.3287,0.2296,0.3144,0.4822,0.3009,0.2914,0.233,0.3818,0.5581,0.3625,0.492,0.2935,0.3075,0.2139,0.2486,0.3562,0.237,0.2549,0.2002,0.2728,0.3664,0.2157,0.3679,0.2077,2911.9347
Cheap Thrills,Sia featuring Sean Paul,89.10290948275862,-77.0364,75.1383,-9.1478,20.7746,7.2267,-5.757,11.1965,-12.1102,-0.5591,0.8041,-11.4725,0.725,-6.5338,0.3135,0.385,0.2848,0.3353,0.4275,0.3289,0.4306,0.3798,0.5271,0.5744,0.3558,0.343,0.2483,0.3128,0.2458,0.263,0.3379,0.2447,0.3308,0.2687,0.3122,0.3373,0.2428,0.2894,2583.0206
