song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
Uptown Funk,Mark Ronson featuring Bruno Mars,117.45383522727273,-75.1269,68.6126,-9.0011,17.4025,1.1892,14.6271,1.2328,6.6421,0.9199,4.7732,4.6249,6.8071,0.1859,0.5355,0.4637,0.5417,0.4729,0.505,0.5868,0.4593,0.4574,0.4495,0.4885,0.4053,0.4553,0.308,0.2727,0.3246,0.2947,0.2998,0.329,0.274,0.2971,0.27,0.2915,0.2664,0.2785,2779.5225
Thinking Out Loud,Ed Sheeran,78.30255681818181,-142.018,99.9796,10.4599,30.4589,12.0483,10.1217,-2.5275,5.0623,-3.4957,3.6608,-2.9944,1.5759,-4.9906,0.1972,0.2716,0.3676,0.2612,0.3223,0.2979,0.4281,0.3495,0.3291,0.4278,0.2589,0.2508,0.2367,0.2705,0.3591,0.2457,0.3147,0.2572,0.37,0.3382,0.2779,0.3664,0.2444,0.2972,1747.3063
See You Again,Wiz Khalifa featuring Charlie Puth,161.4990234375,-127.7152,100.7681,10.0278,16.1832,1.17,11.1163,-2.5839,2.2333,-1.9719,0.8427,0.1704,-0.8174,-1.7974,0.3593,0.2653,0.3259,0.2249,0.2346,0.3861,0.2839,0.3536,0.2954,0.3764,0.5253,0.3374,0.3514,0.2557,0.3252,0.2583,0.2443,0.3557,0.26,0.3538,0.2911,0.3033,0.3915,0.2668,2000.9566
Trap Queen,Fetty Wap,99.38401442307692,-35.0891,47.4642,-13.3036,5.2102,2.3737,4.4515,-11.9923,5.7594,-4.4763,6.3355,1.9239,3.3968,1.4329,0.4525,0.3208,0.3938,0.3557,0.4989,0.3398,0.3596,0.4387,0.3673,0.4322,0.3379,0.4328,0.3287,0.2374,0.311,0.2529,0.3285,0.267,0.2749,0.3192,0.2782,0.3435,0.2681,0.2949,3249.5421
Sugar,Maroon 5,117.45383522727273,-71.4284,82.8388,9.3904,27.0237,4.9066,7.2833,-4.461,2.0298,-3.626,1.8646,-2.8087,0.5614,-0.688,0.3376,0.5422,0.3617,0.3799,0.3111,0.3768,0.2919,0.2871,0.4253,0.3147,0.3514,0.2554,0.2717,0.3721,0.2788,0.3499,0.2638,0.3186,0.2933,0.2607,0.3302,0.27,0.341,0.2501,2468.3083
Shut Up and Dance,Walk the Moon,129.19921875,3.2677,70.5726,-4.298,29.0462,1.4995,13.716,1.7583,6.4041,0.3373,7.8254,0.3503,6.8257,-0.9846,0.433,0.5788,0.4106,0.4389,0.3523,0.4068,0.3575,0.3995,0.5798,0.402,0.3677,0.3292,0.2724,0.3428,0.2595,0.3137,0.2518,0.3058,0.2721,0.2557,0.3196,0.2487,0.2806,0.2433,2785.2318
Blank Space,Taylor Swift,95.703125,-60.7724,68.0455,1.857,20.4045,-3.0426,-0.4741,2.5513,1.5476,4.1508,6.219,-5.0947,2.1914,-5.5369,0.3916,0.306,0.3417,0.3004,0.3978,0.5913,0.361,0.3973,0.3528,0.4681,0.3942,0.3408,0.3239,0.26,0.3026,0.274,0.2833,0.3538,0.2468,0.3288,0.2758,0.3357,0.3215,0.2815,2820.2424
Watch Me,Silentó,92.28515625,-132.1003,57.9253,-28.2844,5.727,-8.73,-17.8265,-8.2712,-13.7504,-9.5792,0.2329,-8.0412,2.6232,-4.0019,0.4107,0.2913,0.3207,0.4329,0.3529,0.4255,0.3674,0.4254,0.4817,0.3545,0.4135,0.3188,0.3251,0.2744,0.2678,0.3201,0.2772,0.3383,0.2818,0.3091,0.3405,0.2759,0.3422,0.2487,2684.5269
Earned It,The Weeknd,123.046875,-177.021,108.0926,6.3254,15.9376,5.7224,1.6789,0.859,6.7322,-7.2829,8.763,-2.2216,2.9677,-4.0361,0.2877,0.272,0.4739,0.2595,0.2733,0.3865,0.2836,0.4012,0.2714,0.3775,0.2649,0.2284,0.3129,0.2307,0.3792,0.2325,0.2584,0.3534,0.2298,0.377,0.2321,0.343,0.2675,0.2467,1998.7968
The Hills,The Weeknd,112.34714673913044,-108.7072,108.7897,-2.8976,12.4888,-1.5322,-1.7928,0.4721,-0.5204,-10.0439,2.2143,-1.1631,-1.055,-2.4928,0.5179,0.3103,0.419,0.435,0.3346,0.4226,0.3257,0.473,0.3488,0.3192,0.371,0.3446,0.3508,0.221,0.317,0.3207,0.2644,0.3489,0.2398,0.3312,0.2952,0.2755,0.3107,0.2321,1882.7011
Cheerleader (Felix Jaehn Remix),OMI,117.45383522727273,-88.3372,101.051,3.663,18.1245,5.4,7.059,-0.6756,7.5809,-2.691,5.4437,1.7053,4.3717,-1.3522,0.3396,0.3469,0.2507,0.3315,0.4597,0.3491,0.3997,0.3758,0.4872,0.4155,0.3671,0.4834,0.2616,0.3113,0.214,0.2787,0.3559,0.2814,0.3151,0.2727,0.3315,0.3246,0.271,0.35,2013.5115
Can't Feel My Face,The Weeknd,107.666015625,-69.3343,88.9604,17.475,19.2204,6.2602,9.9559,3.8047,10.3654,-0.9073,8.9051,0.4224,2.7424,-3.0282,0.3448,0.316,0.3827,0.3086,0.3447,0.3159,0.322,0.4265,0.4306,0.5602,0.3779,0.3385,0.3095,0.267,0.3463,0.2609,0.2885,0.2826,0.2512,0.3161,0.2623,0.3651,0.2751,0.2599,2363.8725
Love Me Like You Do,Ellie Goulding,95.703125,-105.6175,98.5373,0.4445,17.0811,0.8105,1.6994,0.9231,-1.8127,-1.2917,1.4264,-6.6987,-0.9831,-5.5658,0.3728,0.2731,0.2552,0.4529,0.2617,0.3165,0.1958,0.3035,0.4702,0.2884,0.4357,0.2691,0.3349,0.2654,0.2103,0.3569,0.2075,0.3164,0.183,0.2418,0.3627,0.2033,0.3756,0.2184,2134.4835
Take Me to Church,Hozier,129.19921875,-78.2351,131.9515,0.3354,20.6118,11.0657,4.8622,-5.1519,5.8186,-10.4845,7.1121,-6.348,1.0185,0.5501,0.3224,0.2314,0.2806,0.2874,0.3995,0.2623,0.384,0.4764,0.3348,0.3245,0.3312,0.5115,0.2636,0.2255,0.2822,0.2357,0.3313,0.2151,0.3138,0.3446,0.2585,0.3066,0.2255,0.3409,1615.81
Bad Blood,Taylor Swift featuring Kendrick Lamar,172.265625,-53.7591,80.2458,-2.6381,16.6186,3.4432,6.7092,6.3826,8.5815,2.1924,7.9629,-3.6483,5.4709,0.0657,0.3829,0.389,0.5048,0.4221,0.4165,0.3905,0.4784,0.5332,0.4154,0.4514,0.4161,0.5379,0.2725,0.2706,0.313,0.2864,0.3137,0.3039,0.298,0.3171,0.2573,0.3106,0.2585,0.3324,2496.5203
Lean On,Major Lazer and DJ Snake featuring MØ,99.38401442307692,-64.5833,73.269,-2.9916,13.6133,0.3334,20.2939,4.776,10.4056,7.9042,8.1062,-3.9607,-1.2991,-6.2595,0.3827,0.35,0.4591,0.3208,0.2894,0.4108,0.4214,0.6358,0.475,0.4648,0.5011,0.3731,0.3194,0.2528,0.3084,0.2395,0.2316,0.3051,0.2434,0.3315,0.2702,0.3083,0.3227,0.2626,2658.2957
Want to Want Me,Jason Derulo,112.34714673913044,-43.3386,61.0444,4.86,23.3554,4.1319,11.8948,3.7694,9.2419,0.2584,7.4414,1.7933,2.9416,0.5537,0.431,0.3707,0.4764,0.5559,0.3431,0.3401,0.3008,0.4085,0.294,0.3018,0.4245,0.3639,0.3456,0.2835,0.3171,0.3518,0.2408,0.306,0.2476,0.331,0.2718,0.2521,0.3222,0.2732,2909.6887
Shake It Off,Taylor Swift,161.4990234375,-34.957,70.3869,-11.7256,16.0725,7.4902,8.1733,8.1565,5.1561,3.2725,6.2726,-3.4406,6.2071,-0.7426,0.4226,0.4064,0.5268,0.3471,0.389,0.3015,0.4014,0.5541,0.4247,0.4835,0.3991,0.4741,0.305,0.2646,0.3356,0.2439,0.2983,0.223,0.2705,0.3388,0.261,0.3278,0.251,0.3027,2798.4472
Where Are Ü Now,Jack Ü featuring Justin Bieber,143.5546875,-149.148,76.1353,14.6771,20.4622,1.4317,-0.7909,2.2696,6.2089,1.9512,10.107,-2.8466,0.7446,-3.8456,0.302,0.2825,0.3997,0.2943,0.3377,0.2499,0.315,0.4694,0.3608,0.4771,0.3521,0.3913,0.286,0.2451,0.3376,0.2402,0.3242,0.2511,0.2603,0.378,0.2454,0.3746,0.2722,0.3401,2624.1229
Fight Song,Rachel Platten,172.265625,-82.2916,85.3889,6.5412,6.8487,4.2049,3.6861,9.2608,-1.6209,4.1164,8.607,-4.6455,5.5133,-1.8501,0.3383,0.2979,0.411,0.2902,0.3027,0.2478,0.4028,0.5351,0.3204,0.3687,0.3008,0.4355,0.3099,0.2568,0.3384,0.2543,0.2952,0.2384,0.2906,0.3635,0.2405,0.339,0.2503,0.3465,2633.4267
