song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
End of the Road,Boyz II Men,151.99908088235293,-96.5995,85.1511,33.4373,18.3766,4.1393,9.6096,-3.6898,7.607,0.8024,7.2438,0.7582,4.6794,1.5046,0.3929,0.2993,0.3928,0.4905,0.3693,0.4146,0.3581,0.4893,0.3527,0.3128,0.4222,0.3544,0.3313,0.2356,0.2763,0.3419,0.2655,0.3239,0.2504,0.3418,0.2842,0.2377,0.3092,0.2588,2519.6481
Baby Got Back,Sir Mix-a-Lot,129.19921875,-126.1094,54.5394,-7.2107,21.1818,13.8342,4.7261,4.8262,11.6225,-1.0061,8.9235,2.89,3.06,0.3896,0.4909,0.4453,0.4441,0.4757,0.5011,0.4944,0.4949,0.5849,0.6542,0.5955,0.5128,0.4674,0.2981,0.2854,0.2636,0.2745,0.2804,0.2788,0.2645,0.2765,0.303,0.2818,0.2645,0.263,3061.8347
Jump,Kris Kross,103.359375,-43.5105,50.7175,-18.9218,39.189,15.8144,20.889,10.2933,14.0174,7.3433,11.0237,2.4711,9.9692,-0.4827,0.4634,0.5315,0.5458,0.5103,0.5349,0.551,0.6279,0.6325,0.5914,0.5063,0.4554,0.4825,0.2661,0.2796,0.2903,0.2505,0.2573,0.2696,0.2865,0.2794,0.2831,0.2805,0.2457,0.2747,2781.3741
Save the Best for Last,Vanessa Williams,95.703125,-160.6609,96.6377,10.4877,14.6721,-0.098,1.4714,-4.2831,1.7793,-5.3648,5.1235,-13.3674,-0.5812,-7.7757,0.2254,0.1606,0.3307,0.4516,0.2223,0.284,0.215,0.3825,0.2976,0.2625,0.4969,0.2306,0.2687,0.1676,0.2789,0.3647,0.1902,0.3099,0.1984,0.3456,0.2885,0.2024,0.376,0.1843,2327.069
Baby-Baby-Baby,TLC,92.28515625,-79.906,58.2774,34.5546,27.8198,12.0438,9.3966,4.1479,6.5364,1.3708,8.0859,-2.2722,5.0844,0.1669,0.393,0.5026,0.4811,0.4143,0.5227,0.4695,0.4789,0.4127,0.4208,0.5659,0.457,0.4444,0.2596,0.3045,0.2801,0.2483,0.3085,0.2694,0.3012,0.2575,0.2313,0.3093,0.2681,0.2968,3218.7122
Tears in Heaven,Eric Clapton,78.30255681818181,-170.3822,130.2885,15.8886,34.2288,8.1316,15.1835,-2.007,-0.1334,-4.3276,-3.3262,-4.491,-0.0797,-5.7534,0.2864,0.3687,0.2866,0.2584,0.4327,0.3254,0.3234,0.2819,0.3695,0.4996,0.3423,0.3689,0.2401,0.3155,0.2699,0.2171,0.3438,0.2481,0.3028,0.2568,0.2722,0.3682,0.2461,0.336,1430.8103
My Lovin' (You're Never Gonna Get It),En Vogue,99.38401442307692,-69.2493,55.1966,6.3257,41.6117,5.689,11.0631,5.9267,13.7576,3.363,11.5367,1.8951,5.735,-0.7292,0.3844,0.4376,0.4118,0.4784,0.4481,0.4574,0.4003,0.5046,0.5243,0.5278,0.5296,0.394,0.2614,0.2929,0.2672,0.3088,0.2818,0.293,0.258,0.3171,0.2932,0.294,0.3069,0.2455,2940.4926
Under the Bridge,Red Hot Chili Peppers,86.1328125,-145.7515,91.0,1.2463,46.7051,8.2005,-5.7735,6.6089,10.6722,-10.1757,-2.0009,1.5527,4.8856,-5.7343,0.3113,0.3132,0.3067,0.369,0.5191,0.3716,0.3184,0.2856,0.3284,0.366,0.3117,0.327,0.3105,0.2944,0.2828,0.2802,0.3522,0.2694,0.3043,0.2713,0.2889,0.3411,0.282,0.3101,2189.8494
All 4 Love,Color Me Badd,107.666015625,-67.0019,71.8343,0.469,27.9803,-4.7376,14.5795,-3.4263,2.3927,-1.1022,5.7398,-0.7536,4.9914,-3.6816,0.2821,0.3434,0.493,0.3643,0.4156,0.3948,0.5845,0.4966,0.4336,0.5455,0.3868,0.3496,0.2349,0.2379,0.313,0.239,0.3095,0.2445,0.3035,0.3013,0.2676,0.3254,0.2531,0.2879,2708.4579
Just Another Day,Jon Secada,107.666015625,-104.9779,64.6006,11.0605,19.732,8.9962,17.4151,1.7118,11.0436,2.0144,10.2859,1.471,4.6031,-0.5582,0.4015,0.4875,0.3527,0.3961,0.3443,0.4778,0.5295,0.3805,0.5017,0.4502,0.514,0.3895,0.2746,0.3107,0.2541,0.3124,0.2435,0.2932,0.3197,0.2312,0.3259,0.2799,0.3237,0.274,2910.7283
