song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
Hold On,Wilson Phillips,99.38401442307692,-111.4155,85.9852,-2.8657,19.1207,-2.2144,-3.5478,-0.6155,-0.7197,-3.6689,2.2332,-6.1657,-0.0505,-3.9544,0.5157,0.3244,0.2869,0.2407,0.3191,0.6203,0.3616,0.307,0.2489,0.3486,0.3053,0.258,0.3466,0.2368,0.286,0.2297,0.2414,0.3575,0.2474,0.2836,0.2244,0.3041,0.2703,0.2146,2528.9461
It Must Have Been Love,Roxette,80.74951171875,-57.2462,74.4311,-3.0041,21.0491,-1.2715,9.0532,4.0736,2.3865,-0.4497,8.3485,-0.8833,6.7247,-2.0489,0.5574,0.3629,0.4058,0.2504,0.3684,0.4,0.3006,0.4302,0.2902,0.3554,0.2977,0.3708,0.3533,0.2281,0.3245,0.1983,0.2898,0.3291,0.2129,0.3229,0.2293,0.3007,0.2699,0.2605,2751.6502
Nothing Compares 2 U,Sinéad O'Connor,117.45383522727273,-128.9584,105.3754,-10.0804,30.4265,8.2154,1.543,-1.196,0.1659,-4.3916,6.1885,-7.3096,1.0136,-2.6106,0.5412,0.3249,0.338,0.2637,0.3394,0.4256,0.2749,0.3787,0.288,0.2874,0.2747,0.2788,0.3836,0.2277,0.32,0.2409,0.2883,0.343,0.2412,0.3233,0.2702,0.2833,0.294,0.2164,1909.6692
Poison,Bell Biv DeVoe,112.34714673913044,-94.0458,72.1155,-8.3063,46.9462,14.4234,13.9292,-0.9239,9.8595,1.9288,7.1321,0.8944,4.4017,0.3582,0.4959,0.5346,0.4477,0.4316,0.4387,0.4678,0.5639,0.555,0.5998,0.6117,0.5133,0.5073,0.2783,0.3082,0.2876,0.2672,0.2569,0.2553,0.2835,0.2659,0.296,0.3103,0.2536,0.2775,2467.1892
Vogue,Madonna,117.45383522727273,-85.9174,46.3611,17.3059,32.6471,9.7473,21.6245,4.6809,5.6664,0.004,9.5854,-0.4751,3.4258,-0.1763,0.4272,0.4167,0.4115,0.5607,0.4845,0.4866,0.5494,0.5207,0.6659,0.5587,0.6092,0.52,0.2691,0.2523,0.2435,0.2913,0.2752,0.2849,0.2977,0.2681,0.3025,0.2787,0.2851,0.2676,3312.0671
Vision of Love,Mariah Carey,67.99958881578948,-137.0867,89.8082,5.9946,30.8218,9.0647,6.9284,2.1397,1.26,-5.407,4.7362,-9.2882,2.8832,-2.1136,0.5069,0.3325,0.3496,0.3082,0.3239,0.3404,0.3173,0.4317,0.277,0.2519,0.2606,0.3191,0.3688,0.2565,0.3126,0.2846,0.2858,0.3225,0.2662,0.3419,0.2449,0.2681,0.2733,0.2666,2228.715
Another Day in Paradise,Phil Collins,103.359375,-124.9063,115.4408,10.3626,34.4964,2.7743,16.8549,-3.7446,0.1883,-3.0067,0.3125,-5.6391,-0.4826,-5.1153,0.4021,0.2861,0.251,0.5271,0.3668,0.4681,0.3041,0.356,0.4801,0.3039,0.403,0.319,0.3204,0.2451,0.1832,0.3511,0.191,0.3329,0.1943,0.2551,0.3333,0.2115,0.3307,0.2316,1738.1255
Hold On,En Vogue,95.703125,-154.2756,53.8736,8.0963,11.5256,2.0464,2.4183,1.6651,1.3348,-1.7128,6.4186,-8.3061,0.4694,-0.7728,0.4901,0.4524,0.3329,0.3097,0.3702,0.4255,0.3329,0.3397,0.3631,0.3763,0.371,0.3631,0.3428,0.3355,0.2953,0.2917,0.3086,0.3435,0.2822,0.2972,0.3052,0.333,0.331,0.295,3034.681
Cradle of Love,Billy Idol,143.5546875,-59.9925,94.1741,-4.8118,36.0625,2.3941,9.9875,2.0328,15.7383,-2.0389,4.3701,1.2233,3.9176,0.8412,0.4254,0.3528,0.4232,0.4091,0.4202,0.5301,0.382,0.4128,0.403,0.4482,0.5829,0.41,0.2927,0.2367,0.2781,0.2806,0.2673,0.3175,0.2347,0.2842,0.2596,0.2478,0.3362,0.2322,2236.222
Blaze of Glory,Jon Bon Jovi,161.4990234375,-53.8278,57.5648,6.9288,28.6093,5.5046,10.7741,-2.3629,9.1071,-7.2891,5.373,-4.233,-2.6621,-4.6045,0.2798,0.3587,0.5639,0.3545,0.2681,0.3144,0.3773,0.4382,0.3677,0.4795,0.3014,0.2661,0.2501,0.2513,0.3638,0.2321,0.2403,0.2902,0.2841,0.3491,0.244,0.3377,0.2224,0.2455,3066.0095
Do Me!,Bell Biv DeVoe,107.666015625,-50.4979,73.987,-2.3066,29.1116,0.2335,8.5359,0.9462,9.3242,-3.9382,5.8645,-5.2408,3.2515,-1.3252,0.4533,0.4496,0.4204,0.3712,0.3223,0.3597,0.4043,0.46,0.4225,0.4087,0.4885,0.4656,0.3146,0.3153,0.3067,0.288,0.2595,0.2738,0.2937,0.3169,0.2888,0.2857,0.3211,0.306,2731.5826
How Am I Supposed to Live Without You,Michael Bolton,69.83741554054055,-196.8126,72.113,24.3988,19.8975,2.5134,11.4566,-0.1512,2.049,-4.2609,0.83,0.6021,-2.0727,-3.8307,0.3386,0.3131,0.4066,0.42,0.3531,0.4173,0.3374,0.2787,0.2487,0.3088,0.3533,0.2906,0.3126,0.2672,0.3258,0.329,0.2628,0.3332,0.2862,0.2605,0.2439,0.2827,0.3019,0.2677,2951.8839
Pump Up the Jam,Technotronic,123.046875,-96.4573,49.386,21.2057,27.6782,10.642,8.5708,1.8738,10.2684,-5.0192,8.5858,-3.8491,4.7049,-2.8915,0.6227,0.5671,0.5489,0.5737,0.5097,0.419,0.4201,0.5089,0.462,0.4597,0.582,0.556,0.2969,0.2613,0.2716,0.2927,0.262,0.2439,0.2335,0.2747,0.2627,0.2644,0.2972,0.2614,3503.3571
Opposites Attract,Paula Abdul,117.45383522727273,-82.0321,52.3776,8.9065,9.8236,1.0661,7.6389,-1.4083,4.0733,-1.1534,6.5643,-0.5593,5.0836,-0.1476,0.5915,0.4559,0.4398,0.4711,0.4355,0.4911,0.4082,0.4753,0.3676,0.3882,0.4599,0.4422,0.3333,0.2699,0.2729,0.2981,0.2651,0.3171,0.2517,0.3074,0.2489,0.2575,0.2961,0.2708,3464.1291
Escapade,Janet Jackson,117.45383522727273,-38.1103,56.8556,-0.4959,14.4285,12.8159,11.2598,0.1402,3.7456,2.7376,8.3904,-1.5308,2.5754,-1.0098,0.4915,0.4841,0.4583,0.5138,0.4241,0.4576,0.3668,0.4369,0.6528,0.5043,0.4825,0.424,0.2962,0.2873,0.2878,0.3021,0.2551,0.2907,0.2443,0.2443,0.3193,0.2884,0.3011,0.273,3183.0632
All I Wanna Do Is Make Love to You,Heart,103.359375,-37.949,80.7711,2.4652,21.75,7.4823,6.9075,-1.9965,6.5978,-6.4853,4.7275,-6.4347,-0.7037,-7.6232,0.3488,0.31,0.5113,0.2876,0.3221,0.2433,0.4166,0.5232,0.3135,0.4047,0.3013,0.4182,0.2827,0.2144,0.3323,0.1946,0.2815,0.1936,0.2821,0.3299,0.216,0.3248,0.2278,0.3107,2663.9879
Close to You,Maxi Priest,95.703125,-170.2391,76.6356,34.3661,28.6473,15.4704,8.9817,-5.1664,3.5876,-4.3993,3.1964,-3.6558,0.8627,-6.1458,0.383,0.4054,0.3784,0.4298,0.3671,0.4025,0.4042,0.3211,0.3916,0.3986,0.4653,0.4305,0.3085,0.3151,0.2805,0.3252,0.2782,0.3103,0.3126,0.2655,0.3287,0.2999,0.3379,0.3303,2553.2827
Black Velvet,Alannah Myles,92.28515625,-137.7857,77.5657,24.4028,34.0856,10.4575,11.5315,3.4317,5.6078,0.2742,3.187,-5.7645,-2.0953,-6.837,0.2565,0.3437,0.4083,0.5561,0.3487,0.3121,0.385,0.3343,0.4481,0.3691,0.4839,0.3395,0.2005,0.2923,0.2632,0.3551,0.2452,0.2331,0.3074,0.2369,0.3356,0.2434,0.3445,0.2627,2584.2054
Release Me,Wilson Phillips,95.703125,-153.4478,83.1196,4.9377,20.1919,3.927,-0.5896,1.4699,0.6416,-7.4101,2.9708,-8.4324,0.9939,-4.7054,0.4716,0.3462,0.4475,0.2874,0.3532,0.309,0.2946,0.5348,0.3241,0.3983,0.2529,0.3118,0.3497,0.2249,0.3483,0.2222,0.3006,0.2632,0.2139,0.3391,0.1893,0.3393,0.2093,0.2525,2563.3294
Don't Know Much,Linda Ronstadt featuring Aaron Neville,64.599609375,-372.0907,111.4915,-2.0738,23.4834,2.5093,1.0708,-4.2929,0.509,-3.3575,0.1295,-8.6336,-1.5728,-4.6059,0.2733,0.3788,0.2277,0.3259,0.3837,0.311,0.331,0.2685,0.45,0.2813,0.2666,0.3425,0.2323,0.3569,0.2108,0.3015,0.3503,0.2811,0.3346,0.2294,0.3577,0.2678,0.2583,0.3224,1880.5505
All Around the World,Lisa Stansfield,99.38401442307692,-101.4722,48.9867,27.2578,21.5362,5.9203,1.1064,-4.7845,2.0781,-2.1962,3.3315,-7.4621,-0.8161,-3.7069,0.4926,0.3629,0.4016,0.3453,0.431,0.3029,0.256,0.3653,0.3321,0.3819,0.3166,0.4357,0.3311,0.2754,0.3208,0.2791,0.3437,0.2669,0.2278,0.3122,0.2688,0.3245,0.2465,0.3006,3601.7133
I Wanna Be Rich,Calloway,112.34714673913044,-106.9599,52.2654,-6.5021,16.45,1.0492,6.14,-1.1493,3.5835,-2.3235,3.3427,-1.558,2.9113,-1.378,0.469,0.4441,0.5947,0.4136,0.4073,0.3704,0.4066,0.5541,0.4161,0.4814,0.4394,0.4966,0.2945,0.2747,0.3186,0.2569,0.2881,0.271,0.2561,0.3229,0.2581,0.3127,0.2849,0.2921,3266.851
Rub You the Right Way,Johnny Gill,112.34714673913044,-37.8723,70.7322,-7.8342,17.646,0.7963,14.1069,1.7979,9.0435,-0.5504,6.2006,1.0869,8.0768,-4.0811,0.532,0.5219,0.5553,0.4519,0.4497,0.5378,0.3907,0.3682,0.4253,0.5575,0.4995,0.4456,0.2976,0.2761,0.3118,0.2635,0.2458,0.2943,0.235,0.2529,0.2545,0.3014,0.2913,0.2641,2810.9066
She Ain't Worth It,Glenn Medeiros featuring Bobby Brown,103.359375,-79.1688,49.0107,11.882,15.7912,-3.7409,7.8377,-10.4033,3.0412,-6.5358,2.5898,-5.9225,-3.3393,-5.7589,0.4146,0.372,0.4153,0.3618,0.3513,0.4466,0.4496,0.4718,0.402,0.4275,0.4437,0.3768,0.3134,0.274,0.3138,0.279,0.2613,0.3173,0.3032,0.3335,0.2982,0.3094,0.3178,0.2805,3514.7926
If Wishes Came True,Sweet Sensation,71.77734375,-96.4353,57.9055,-1.4197,23.4208,4.9761,0.9224,5.9831,1.6689,-0.5957,1.5773,-5.5235,2.6289,-5.6615,0.392,0.3546,0.4294,0.4079,0.3167,0.4115,0.3586,0.3724,0.3222,0.393,0.484,0.3617,0.2925,0.2515,0.3075,0.2985,0.2179,0.3135,0.2664,0.287,0.2383,0.2717,0.3173,0.2513,3332.7349
The Power,Snap!,107.666015625,-168.5534,50.2734,-0.4557,21.5271,-1.1183,19.828,-1.5202,9.4019,-7.6395,1.1342,-5.1566,10.7501,-2.1856,0.5625,0.5391,0.6349,0.3679,0.3174,0.3681,0.4824,0.4036,0.3833,0.4336,0.4597,0.5719,0.2956,0.2646,0.3119,0.2168,0.2377,0.2489,0.304,0.2615,0.2576,0.2912,0.2848,0.3228,3364.1166
(Can't Live Without Your) Love and Affection,Nelson,123.046875,-24.0116,66.4213,-15.2428,19.0127,-4.9726,6.998,-2.1787,9.0075,-2.3211,8.946,0.2288,4.1802,-1.5334,0.4273,0.4712,0.325,0.4122,0.3474,0.4408,0.3794,0.388,0.6571,0.4117,0.4134,0.3375,0.2747,0.3102,0.2145,0.2866,0.226,0.3005,0.2529,0.2336,0.3173,0.2291,0.298,0.2348,2952.9125
Love Will Lead You Back,Taylor Dayne,143.5546875,-150.4497,89.4709,15.7591,28.2493,5.0125,12.0639,1.3916,5.0514,0.0462,5.5574,-5.9192,-1.9749,-3.3499,0.3668,0.3115,0.2611,0.3894,0.2768,0.3391,0.2955,0.3433,0.4615,0.3403,0.4119,0.2909,0.3309,0.2901,0.2354,0.3459,0.2237,0.302,0.2659,0.2656,0.3456,0.2638,0.3366,0.2477,2292.6719
Don't Wanna Fall in Love,Jane Child,112.34714673913044,-28.6036,58.434,-0.796,18.6428,1.8645,12.4411,1.2817,5.918,1.892,8.4625,1.9089,3.786,0.079,0.4783,0.384,0.3799,0.4814,0.443,0.586,0.4293,0.5048,0.5305,0.4689,0.5153,0.4475,0.2886,0.2642,0.2468,0.2944,0.2569,0.3167,0.2508,0.279,0.3093,0.271,0.3079,0.2722,3157.2358
Two to Make It Right,Seduction,112.34714673913044,-110.2254,54.3997,9.8386,21.399,-0.3436,8.4256,5.9387,5.1816,1.0578,7.9513,-5.8366,4.4796,-6.5716,0.4701,0.3886,0.4536,0.3284,0.2946,0.3696,0.352,0.4874,0.3619,0.4399,0.4724,0.4105,0.3418,0.2602,0.3206,0.2552,0.2309,0.2982,0.257,0.3404,0.2598,0.299,0.3148,0.2846,3291.4565
Sending All My Love,Linear,103.359375,-143.6389,50.7679,19.97,39.9302,13.0029,8.4393,2.9643,10.5273,1.186,10.8135,0.7554,3.7125,-2.8628,0.4358,0.382,0.4314,0.3703,0.467,0.5594,0.5533,0.6576,0.5921,0.6051,0.5227,0.4334,0.2804,0.2334,0.2803,0.2236,0.2541,0.2964,0.2561,0.3126,0.2743,0.2836,0.2839,0.2493,3109.5697
Unskinny Bop,Poison,92.28515625,2.5364,83.0039,-13.3241,27.0847,-5.9665,7.6818,1.8001,7.4225,0.9872,7.6512,-3.8751,6.8697,-1.3716,0.4148,0.4425,0.417,0.553,0.4616,0.406,0.4337,0.4679,0.5928,0.4896,0.4702,0.3829,0.2634,0.291,0.2326,0.3012,0.2619,0.2603,0.2737,0.2534,0.3202,0.2699,0.272,0.2432,2616.3023
Step by Step,New Kids on the Block,123.046875,-104.2554,65.8195,-8.1161,26.3303,-7.2729,12.1999,-4.4752,8.9016,-4.1121,6.0408,-1.3501,3.1808,-2.451,0.3849,0.3392,0.4787,0.4148,0.4868,0.4109,0.4561,0.4448,0.3821,0.4475,0.4356,0.5221,0.2733,0.2369,0.3149,0.261,0.3305,0.2909,0.2968,0.3087,0.2742,0.3197,0.2818,0.3244,2912.5287
Dangerous,Roxette,123.046875,-27.8763,69.1469,1.9858,14.1471,0.5048,4.3524,-2.6591,7.4634,2.7903,7.9759,-0.4699,5.5985,-1.4702,0.3735,0.4216,0.3015,0.3576,0.4577,0.3463,0.4689,0.3719,0.4428,0.3321,0.3412,0.5188,0.2504,0.3296,0.2246,0.2495,0.3332,0.2335,0.3333,0.2639,0.3185,0.2696,0.2503,0.3327,3047.2108
We Didn't Start the Fire,Billy Joel,143.5546875,-46.0987,75.5497,-3.4928,26.8915,6.376,9.2037,-1.4516,6.6466,-2.9788,4.6879,-2.4593,1.8224,-3.2669,0.3447,0.3764,0.5333,0.3766,0.4143,0.3325,0.3715,0.4563,0.434,0.5786,0.4228,0.4316,0.252,0.2355,0.3277,0.2236,0.2992,0.2359,0.2545,0.3149,0.2422,0.3311,0.2471,0.3009,2704.092
I Don't Have the Heart,James Ingram,89.10290948275862,-113.6112,106.8412,-7.0359,18.7542,2.7269,4.5557,-6.7928,1.8317,-2.5359,-2.3468,-3.2085,-2.5502,-6.3533,0.2062,0.3655,0.3891,0.2621,0.3753,0.2346,0.3536,0.2719,0.2904,0.385,0.2357,0.3083,0.1917,0.3122,0.3311,0.222,0.3565,0.217,0.3452,0.2849,0.2649,0.3364,0.207,0.3136,1972.5436
Downtown Train,Rod Stewart,117.45383522727273,-126.5849,108.453,-10.1772,22.9195,-1.5752,12.7994,0.3501,4.4153,-1.4144,2.5024,-0.9575,-2.8571,-4.4071,0.3521,0.2377,0.3618,0.2821,0.2931,0.5263,0.311,0.3832,0.2684,0.4062,0.5366,0.3109,0.3086,0.2069,0.3022,0.2688,0.2292,0.3467,0.2102,0.3288,0.2093,0.2814,0.3419,0.2095,2001.8863
Rhythm Nation,Janet Jackson,107.666015625,-39.7685,65.5661,-9.4383,18.4366,0.5978,8.6019,-1.9293,7.4795,-4.2536,2.8991,-5.8194,5.2781,0.1466,0.4528,0.51,0.592,0.5112,0.5643,0.4229,0.386,0.3918,0.4332,0.4334,0.4474,0.5967,0.2503,0.2708,0.3042,0.2663,0.312,0.24,0.2593,0.2578,0.2577,0.2713,0.2622,0.3085,3070.4865
I'll Be Your Everything,Tommy Page,71.77734375,-104.159,85.2026,15.3026,15.2478,3.3283,3.8786,-3.4336,2.0324,-4.1703,2.5482,-7.0839,1.009,-1.2297,0.4214,0.3489,0.3199,0.2488,0.3265,0.4438,0.3391,0.3331,0.2799,0.3444,0.3261,0.2824,0.3417,0.2905,0.3002,0.2407,0.2713,0.3489,0.2784,0.297,0.2563,0.31,0.3091,0.2445,2582.2999
Roam,The B-52's,135.99917763157896,-54.8011,63.9093,-18.6884,18.9963,2.0747,7.4028,3.2227,2.8034,5.1169,6.4352,-0.9798,-0.3156,-4.7792,0.3018,0.3046,0.2939,0.3064,0.4464,0.3222,0.4813,0.3254,0.381,0.4342,0.3467,0.5242,0.2286,0.2614,0.2525,0.2443,0.3465,0.2305,0.3369,0.2431,0.2908,0.3226,0.2503,0.354,2965.7862
Everything,Jody Watley,161.4990234375,-185.4642,85.1471,-16.4495,21.2852,-3.3523,-0.8342,-0.4508,2.3134,-4.1307,1.6322,-8.4236,2.209,-4.3842,0.4922,0.3341,0.4529,0.3384,0.4755,0.3126,0.2755,0.4429,0.3283,0.4163,0.2845,0.4157,0.3299,0.2174,0.3363,0.2192,0.3163,0.251,0.2108,0.309,0.2244,0.3076,0.2245,0.2787,2588.5619
Back to Life (However Do You Want Me),Soul II Soul featuring Caron Wheeler,99.38401442307692,-161.2811,68.8675,11.3641,26.8254,-0.1801,10.2899,3.3768,7.3736,0.51,8.0423,-3.1036,3.1934,-1.1967,0.4764,0.4293,0.4527,0.4328,0.4209,0.4211,0.3625,0.4006,0.3951,0.4891,0.4182,0.4075,0.3351,0.2923,0.3295,0.3216,0.3102,0.3237,0.2798,0.3026,0.2776,0.3345,0.2877,0.2911,2708.1678
Here and Now,Luther Vandross,151.99908088235293,-128.4602,94.3659,5.1459,11.8524,-2.658,4.4262,-10.4922,-0.9394,-6.3354,-2.9508,-9.2107,-1.8017,-8.5503,0.3362,0.2778,0.4388,0.2655,0.313,0.2166,0.3645,0.4845,0.2788,0.3114,0.2693,0.4152,0.3012,0.2222,0.3458,0.2165,0.3212,0.2176,0.2887,0.3461,0.2312,0.3075,0.25,0.3441,2244.3478
Alright,Janet Jackson,112.34714673913044,-50.7333,67.9741,0.2418,17.9106,2.9926,1.0758,6.5759,0.5876,0.098,1.2018,-8.971,1.1385,-5.4903,0.4032,0.4848,0.4521,0.5705,0.3706,0.3616,0.4536,0.3815,0.4314,0.4238,0.5771,0.4739,0.2428,0.2897,0.2433,0.3115,0.2412,0.2295,0.3011,0.2297,0.3017,0.2559,0.302,0.2942,3105.6184
Ice Ice Baby,Vanilla Ice,117.45383522727273,-87.2097,71.5113,26.1872,29.2335,12.4771,9.6648,2.6896,8.4252,-2.5209,4.8575,-1.1244,1.009,-0.3401,0.3498,0.4254,0.6537,0.5601,0.4083,0.3836,0.3849,0.4525,0.4344,0.4605,0.4015,0.3436,0.2737,0.2507,0.3312,0.2821,0.2608,0.2749,0.2569,0.3405,0.2966,0.3163,0.2899,0.2637,2814.7506
Blame It on the Rain,Milli Vanilli,99.38401442307692,-69.4712,82.4221,4.8833,20.0563,7.7078,10.5902,-4.3227,8.1483,0.8353,4.3064,0.5163,5.6794,0.0787,0.4686,0.408,0.3988,0.3979,0.4061,0.4162,0.4545,0.4961,0.5031,0.4772,0.5256,0.5228,0.3002,0.2783,0.2684,0.2657,0.2737,0.2733,0.2771,0.2916,0.3131,0.2861,0.3003,0.3092,2492.9645
