song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
Candle in the Wind 1997 / Something About the Way You Look Tonight,Elton John,129.19921875,-140.9708,134.6586,-28.5695,16.3498,-2.1874,-10.7164,-9.4421,-7.2046,-23.2744,-11.156,-14.2406,-9.8665,-7.471,0.2053,0.2386,0.157,0.2556,0.3905,0.1866,0.2237,0.171,0.3921,0.377,0.2266,0.498,0.1624,0.3008,0.1806,0.2349,0.3389,0.1776,0.2994,0.1791,0.3381,0.3517,0.1628,0.3819,1601.1963
You Were Meant for Me / Foolish Games,Jewel,112.34714673913044,-164.4457,108.6568,5.6997,41.1073,0.7833,12.7212,1.1809,-0.1587,-7.602,6.7594,-8.8191,0.1896,-2.3487,0.2531,0.3263,0.2124,0.302,0.1777,0.2854,0.3989,0.243,0.3123,0.2747,0.4183,0.3209,0.246,0.3317,0.2079,0.3464,0.1931,0.274,0.3565,0.2262,0.3392,0.252,0.3613,0.3269,1737.9879
I'll Be Missing You,Puff Daddy and Faith Evans featuring 112,112.34714673913044,-93.8733,93.1144,15.4749,24.3654,11.2728,9.6093,2.667,6.1261,-0.6519,5.4727,-1.8472,2.2787,-0.4332,0.3505,0.3766,0.5124,0.3594,0.3302,0.3049,0.3885,0.4363,0.3497,0.3722,0.3512,0.448,0.2987,0.2708,0.3532,0.2592,0.2925,0.2577,0.2864,0.3632,0.2938,0.2971,0.2694,0.3452,2215.5933
Un-Break My Heart,Toni Braxton,107.666015625,-128.5812,83.8107,29.8689,28.7471,11.7713,14.5094,3.8824,7.705,-6.2006,9.9201,-5.9346,1.8331,-4.1124,0.3075,0.3191,0.3665,0.2683,0.3582,0.3515,0.3169,0.3766,0.3459,0.384,0.3483,0.3525,0.2848,0.2888,0.329,0.2294,0.3176,0.2967,0.2785,0.3234,0.2702,0.3242,0.2791,0.3171,2409.9869
Can't Nobody Hold Me Down,Puff Daddy featuring Mase,95.703125,-112.8898,59.0278,-1.4046,18.4368,4.2254,7.0964,5.0852,5.7807,-1.893,6.5721,-2.9693,3.7908,0.4332,0.4763,0.4408,0.4514,0.5514,0.4856,0.4672,0.4699,0.4404,0.4992,0.497,0.5098,0.5067,0.2982,0.2957,0.2876,0.3122,0.2813,0.2795,0.2828,0.2759,0.3102,0.3272,0.2905,0.2888,2942.673
I Believe I Can Fly,R. Kelly,123.046875,-119.2299,104.3892,4.4023,26.105,4.8274,10.3656,1.5987,9.2409,-5.4939,11.696,-0.0471,3.2918,1.413,0.4531,0.3653,0.3786,0.3358,0.3573,0.3125,0.2585,0.3493,0.4167,0.3806,0.286,0.3096,0.3519,0.2924,0.3399,0.2804,0.3157,0.2907,0.2354,0.3005,0.3408,0.3259,0.2666,0.2662,1941.3105
Don't Let Go (Love),En Vogue,78.30255681818181,-244.4117,114.7637,-0.8204,16.8948,5.7365,5.6705,14.7822,0.5387,2.3098,10.5984,-7.9226,4.4843,-1.7553,0.4002,0.3237,0.285,0.3452,0.3263,0.39,0.3371,0.3881,0.4201,0.3347,0.3915,0.3968,0.3193,0.2934,0.264,0.3138,0.2893,0.3247,0.2886,0.3225,0.33,0.2827,0.3268,0.3018,1845.8793
Return of the Mack,Mark Morrison,95.703125,-129.6501,71.5972,-1.5837,10.0199,7.6901,11.8984,3.3298,4.8245,5.4847,11.0935,7.51,5.1622,4.2837,0.46,0.407,0.58,0.504,0.5506,0.3845,0.3808,0.4595,0.4163,0.435,0.378,0.4415,0.2946,0.2393,0.3265,0.2672,0.3215,0.2448,0.2778,0.318,0.2859,0.2896,0.2518,0.275,2832.1057
How Do I Live,LeAnn Rimes,129.19921875,-126.884,80.709,11.1985,30.5492,12.0592,5.3583,10.8752,4.0882,2.8953,10.2929,-6.3813,2.8236,-2.7482,0.2131,0.3065,0.3419,0.2769,0.3533,0.2602,0.3556,0.2922,0.3908,0.4818,0.2861,0.2896,0.2081,0.2743,0.3325,0.2594,0.3271,0.2499,0.3407,0.2683,0.3011,0.371,0.2282,0.2914,2412.3883
Wannabe,Spice Girls,112.34714673913044,-42.8778,63.784,-1.4387,21.4702,5.6272,12.9259,0.6512,4.8443,-0.1652,3.3771,-5.7971,-3.0305,-4.6033,0.3172,0.3243,0.2844,0.3433,0.3085,0.3248,0.5066,0.3945,0.3629,0.3235,0.3776,0.3965,0.2721,0.289,0.2561,0.3077,0.2836,0.2503,0.3553,0.2823,0.3091,0.288,0.2923,0.3245,2948.5411
