song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
We Belong Together,Mariah Carey,143.5546875,-128.2677,55.5995,22.0834,4.1134,13.974,-0.7764,5.4162,-1.5749,-1.5901,9.21,-13.5796,5.6397,-2.8274,0.4829,0.3588,0.4554,0.3394,0.3744,0.2935,0.3082,0.411,0.357,0.3842,0.299,0.4058,0.3565,0.2558,0.358,0.2593,0.3363,0.2762,0.262,0.3459,0.3255,0.3561,0.2753,0.2927,3451.4029
Hollaback Girl,Gwen Stefani,112.34714673913044,-19.0547,91.0857,-9.3811,21.5614,4.899,9.5763,0.3344,6.9839,1.9911,7.9538,-2.8269,7.032,-2.4398,0.3365,0.3917,0.4554,0.5346,0.3936,0.4399,0.4698,0.3771,0.3753,0.437,0.586,0.4456,0.2526,0.2943,0.2826,0.3346,0.2584,0.3061,0.305,0.276,0.2855,0.2883,0.3358,0.2857,2290.5975
Let Me Love You,Mario,184.5703125,-104.726,101.9249,11.0855,26.1209,10.0308,15.0461,3.654,6.6873,0.3946,7.6584,-3.2068,-0.5722,1.231,0.5155,0.3965,0.4073,0.3431,0.3911,0.5163,0.4253,0.4771,0.3779,0.4446,0.4768,0.4041,0.3535,0.2658,0.2967,0.238,0.2594,0.3523,0.2778,0.3138,0.286,0.3041,0.3343,0.2771,1939.2453
Since U Been Gone,Kelly Clarkson,129.19921875,-60.3048,87.1187,-11.0135,28.5439,12.4726,9.0678,7.853,5.9656,1.8543,6.5671,-4.6283,3.7326,-3.5254,0.3557,0.289,0.4173,0.3429,0.396,0.3436,0.45,0.5369,0.4046,0.4236,0.3275,0.4674,0.299,0.2257,0.31,0.2432,0.3328,0.2693,0.2702,0.3325,0.2679,0.3195,0.235,0.3304,2326.0398
"1, 2 Step",Ciara featuring Missy Elliott,112.34714673913044,-171.5376,48.1427,5.1625,11.8773,3.3646,2.237,8.1537,0.8168,-1.9046,4.364,-4.2202,3.3878,-3.0961,0.4397,0.3956,0.4582,0.4303,0.3946,0.3967,0.4142,0.5021,0.4887,0.5261,0.5136,0.4329,0.3359,0.2958,0.3241,0.3138,0.291,0.3006,0.3055,0.3518,0.3417,0.3448,0.3253,0.2968,3247.8984
Gold Digger,Kanye West featuring Jamie Foxx,92.28515625,-174.3491,73.8215,32.4676,64.5058,31.0204,3.5775,-9.4232,4.7118,-13.5847,9.1811,-0.9484,-1.1371,-3.7438,0.2983,0.2917,0.3533,0.4586,0.4295,0.3468,0.3609,0.4121,0.5047,0.4514,0.3687,0.3248,0.2574,0.2683,0.2843,0.3546,0.3188,0.2814,0.2899,0.2972,0.3305,0.3057,0.2964,0.2801,2086.7681
Boulevard of Broken Dreams,Green Day,83.35433467741936,-63.3047,91.404,-12.8207,33.3814,5.811,14.3725,0.3615,7.3601,2.0011,5.1098,-2.2889,6.1147,-2.7697,0.4179,0.3357,0.3984,0.4901,0.3974,0.4979,0.3776,0.47,0.5581,0.4065,0.3731,0.3132,0.2977,0.2579,0.2641,0.3096,0.229,0.3433,0.2281,0.2718,0.3386,0.2465,0.2832,0.2087,2338.0427
Candy Shop,50 Cent featuring Olivia,99.38401442307692,-100.2981,94.8042,-8.6397,24.4033,9.8358,11.2282,-2.5714,6.7735,0.0706,5.9306,-1.1426,3.2753,0.2694,0.3458,0.3816,0.3774,0.375,0.426,0.4704,0.6352,0.6251,0.5083,0.4554,0.4514,0.3939,0.2726,0.272,0.2634,0.2809,0.3234,0.3048,0.3156,0.3269,0.3336,0.3306,0.3031,0.2839,2121.8788
Don't Cha,The Pussycat Dolls featuring Busta Rhymes,117.45383522727273,-61.5279,57.8335,9.4579,25.8584,14.0822,13.9307,8.9153,7.0663,3.9266,8.5195,2.0208,5.4949,-0.3988,0.4006,0.4246,0.4198,0.5189,0.539,0.5438,0.5001,0.4735,0.5018,0.5019,0.4837,0.4241,0.2917,0.2935,0.2539,0.3069,0.3092,0.3242,0.2834,0.2634,0.2804,0.3115,0.2992,0.2868,3012.3495
Behind These Hazel Eyes,Kelly Clarkson,89.10290948275862,-27.0581,71.3508,-1.8956,27.2939,10.2698,11.7928,6.94,5.417,1.8085,5.7509,-4.2727,3.3013,-4.4859,0.3089,0.4349,0.3807,0.3915,0.4918,0.3681,0.4032,0.3259,0.449,0.5313,0.3457,0.3573,0.2317,0.3168,0.2976,0.2725,0.3107,0.2554,0.3242,0.2563,0.3072,0.3467,0.2437,0.3022,2687.0841
