song_title,artist,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
Boom Boom Pow,The Black Eyed Peas,129.19921875,-110.7477,82.0584,-7.1758,12.3177,0.3992,3.5997,-4.7572,12.3537,-3.5428,-0.1974,-0.065,-0.4023,-3.4024,0.3968,0.3692,0.3783,0.3845,0.3887,0.3605,0.4201,0.4287,0.5034,0.6238,0.4138,0.3796,0.3035,0.2893,0.3472,0.3046,0.2778,0.3049,0.2881,0.2985,0.3196,0.3558,0.2975,0.3149,2377.3531
Poker Face,Lady Gaga,117.45383522727273,-37.7085,90.3549,-2.9958,21.4203,3.5608,8.7102,7.2349,7.791,2.4152,8.0842,-0.6759,3.14,-1.8711,0.3303,0.3426,0.3793,0.4588,0.3931,0.426,0.5438,0.451,0.5372,0.4785,0.4889,0.4487,0.2358,0.2623,0.2687,0.3006,0.2905,0.278,0.3106,0.2707,0.3524,0.3061,0.2906,0.3014,2332.6007
Just Dance,Lady Gaga featuring Colby O'Donis,117.45383522727273,-47.7289,77.2219,-2.1363,21.6316,0.6591,7.6005,6.4014,2.9124,0.8037,10.3036,-5.2293,3.3175,-2.2598,0.3173,0.3556,0.3072,0.4295,0.5139,0.3564,0.3766,0.3445,0.5056,0.3754,0.323,0.3953,0.2609,0.3022,0.2482,0.3028,0.358,0.2588,0.3121,0.2548,0.3502,0.3028,0.2571,0.3186,2606.7586
I Gotta Feeling,The Black Eyed Peas,129.19921875,-50.6375,79.5058,-12.2234,27.615,6.5535,7.6323,-7.1475,8.7524,-1.5966,5.2569,0.9294,2.2473,-4.9175,0.4006,0.3057,0.4068,0.3435,0.4402,0.3328,0.3664,0.554,0.349,0.336,0.3142,0.4495,0.3106,0.2345,0.3239,0.26,0.3329,0.2807,0.2472,0.3557,0.2503,0.2944,0.2325,0.3154,2499.5894
Love Story,Taylor Swift,117.45383522727273,-113.4162,78.6714,9.4095,23.678,6.188,5.2318,5.9221,-0.2471,2.4677,2.4433,-3.1674,0.7344,-6.4919,0.2691,0.3725,0.4385,0.2835,0.4112,0.2575,0.427,0.3076,0.3554,0.5192,0.3179,0.3801,0.22,0.2798,0.3344,0.1942,0.3329,0.1857,0.34,0.2622,0.2548,0.3468,0.2147,0.3129,2635.6374
Right Round,Flo Rida,123.046875,-13.1742,64.9183,2.9627,18.9933,5.3925,7.4619,-0.6503,10.8971,-0.582,9.6067,-0.0847,4.3112,1.6232,0.4463,0.3579,0.3567,0.3395,0.4318,0.294,0.3318,0.4627,0.521,0.7203,0.4933,0.4201,0.2997,0.2259,0.2988,0.2607,0.304,0.2188,0.2403,0.2942,0.2521,0.3228,0.2586,0.2634,3003.0576
I'm Yours,Jason Mraz,151.99908088235293,-129.1752,97.2839,15.4403,22.8506,3.1142,2.0924,-0.4973,2.9238,-5.099,3.2001,-3.0132,2.0194,-6.8345,0.2542,0.277,0.266,0.3897,0.3357,0.3157,0.4227,0.2911,0.2894,0.232,0.3436,0.4247,0.2395,0.3186,0.2498,0.3458,0.318,0.2767,0.3555,0.2761,0.3142,0.2521,0.292,0.3633,2045.6167
Single Ladies (Put a Ring on It),Beyoncé,95.703125,-53.5636,66.1538,-10.2857,22.7556,4.7777,7.3927,10.5186,9.3899,5.0089,12.4045,2.0712,9.2202,1.6648,0.4685,0.4091,0.3979,0.4453,0.5089,0.4083,0.4727,0.4433,0.4612,0.4434,0.424,0.5421,0.3048,0.2936,0.2992,0.2984,0.3302,0.2709,0.2898,0.2685,0.3088,0.3091,0.2566,0.3201,2631.4095
Heartless,Kanye West,172.265625,-96.3851,104.8756,4.2439,32.8785,17.1179,12.2283,-0.4493,11.3924,0.2887,16.5296,3.1301,9.7462,7.3874,0.4964,0.4597,0.3517,0.411,0.3974,0.6019,0.4692,0.4335,0.4821,0.4923,0.5591,0.4574,0.312,0.3005,0.2438,0.3163,0.2488,0.3319,0.2842,0.2775,0.3089,0.3063,0.3213,0.2878,1696.9688
Gives You Hell,The All-American Rejects,99.38401442307692,-88.1152,70.5001,1.8763,16.8657,9.6393,6.7638,0.6643,7.8122,-1.0389,7.315,0.6998,2.7403,-3.6398,0.3708,0.397,0.3113,0.4055,0.6047,0.425,0.4002,0.3734,0.4951,0.3842,0.3691,0.4616,0.2614,0.3024,0.24,0.2741,0.3293,0.2717,0.3049,0.2622,0.3265,0.297,0.2661,0.3169,2722.9326
