Song Name,Artist Name
Tik Tok,Kesha
Need You Now,Lady Antebellum
"Hey, Soul Sister",Train
California Gurls,Katy Perry featuring Snoop Dogg
OMG,Usher featuring will.i.am
Airplanes,B.o.B featuring Hayley Williams
Love the Way You Lie,Eminem featuring Rihanna
Bad Romance,Lady Gaga
Dynamite,Taio Cruz
Break Your Heart,Taio Cruz featuring Ludacris
Nothin' on You,B.o.B featuring Bruno Mars
I Like It,Enrique Iglesias featuring Pitbull
BedRock,Young Money featuring Lloyd
In My Head,Jason Derulo
Rude Boy,Rihanna
Telephone,Lady Gaga featuring Beyoncé
Teenage Dream,Katy Perry
Just the Way You Are,Bruno Mars
Cooler Than Me,Mike Posner
Imma Be,The Black Eyed Peas
Empire State of Mind,Jay-Z featuring Alicia Keys
DJ Got Us Fallin' in Love,Usher featuring Pitbull
Billionaire,Travie McCoy featuring Bruno Mars
Not Afraid,Eminem
Replay,Iyaz
Sexy Bitch,David Guetta featuring Akon
Breakeven,The Script
Your Love Is My Drug,Kesha
I Gotta Feeling,The Black Eyed Peas
Fireflies,Owl City
Say Aah,Trey Songz featuring Fabolous
Find Your Love,Drake
Alejandro,Lady Gaga
Ridin' Solo,Jason Derulo
Just a Dream,Nelly
How Low,Ludacris
Like a G6,Far East Movement featuring The Cataracs and Dev
Carry Out,Timbaland featuring Justin Timberlake
Haven't Met You Yet,Michael Bublé
Club Can't Handle Me,Flo Rida featuring David Guetta
Down,Jay Sean featuring Lil Wayne
Bulletproof,La Roux
Whatcha Say,Jason Derulo
Baby,Justin Bieber featuring Ludacris
Whataya Want from Me,Adam Lambert
Mine,Taylor Swift
Only Girl (In the World),Rihanna
Live Like We're Dying,Kris Allen
Hard,Rihanna featuring Jeezy
Young Forever,Jay-Z featuring Mr Hudson
Blah Blah Blah,Kesha featuring 3OH!3
Bottoms Up,Trey Songz featuring Nicki Minaj
Do You Remember,Jay Sean featuring Sean Paul and Lil Jon
All the Right Moves,OneRepublic
According to You,Orianthi
My Chick Bad,Ludacris featuring Nicki Minaj
You Belong with Me,Taylor Swift
Meet Me Halfway,The Black Eyed Peas
Take It Off,Kesha
Over,Drake
Animal,Neon Trees
Misery,Maroon 5
Magic,B.o.B featuring Rivers Cuomo
Paparazzi,Lady Gaga
Tie Me Down,New Boyz featuring Ray J
Your Love,Nicki Minaj
Party in the U.S.A.,Miley Cyrus
Deuces,Chris Brown featuring Tyga and Kevin McCall
3,Britney Spears
Impossible,Shontelle
Forever,"Drake featuring Kanye West, Lil Wayne and Eminem"
Two Is Better Than One,Boys Like Girls featuring Taylor Swift
My First Kiss,3OH!3 featuring Kesha
Already Gone,Kelly Clarkson
Rock That Body,The Black Eyed Peas
Secrets,OneRepublic
Naturally,Selena Gomez & the Scene
Un-Thinkable (I'm Ready),Alicia Keys
All I Do Is Win,"DJ Khaled featuring T-Pain, Ludacris, Snoop Dogg and Rick Ross"
I Made It (Cash Money Heroes),"Kevin Rudolf featuring Birdman, Jay Sean and Lil Wayne"
Stuck Like Glue,Sugarland
Hey Daddy (Daddy's Home),Usher featuring Plies
There Goes My Baby,Usher
Today Was a Fairytale,Taylor Swift
Say Something,Timbaland featuring Drake
Sweet Dreams,Beyoncé
Use Somebody,Kings of Leon
Undo It,Carrie Underwood
Eenie Meenie,Sean Kingston and Justin Bieber
Right Above It,Lil Wayne featuring Drake
The House That Built Me,Miranda Lambert
If I Die Young,The Band Perry
The Only Exception,Paramore
American Honey,Lady Antebellum
King of Anything,Sara Bareilles
Life After You,Daughtry
Smile,Uncle Kracker
Teach Me How to Dougie,Cali Swag District
Try Sleeping with a Broken Heart,Alicia Keys
"Lover, Lover",Jerrod Niemann
