Song Name,Artist Name
Candle in the Wind 1997 / Something About the Way You Look Tonight,Elton John
You Were Meant for Me / Foolish Games,Jewel
I'll Be Missing You,Puff Daddy and Faith Evans featuring 112
Un-Break My Heart,Toni Braxton
Can't Nobody Hold Me Down,Puff Daddy featuring Mase
I Believe I Can Fly,R. Kelly
Don't Let Go (Love),En Vogue
Return of the Mack,Mark Morrison
How Do I Live,LeAnn Rimes
Wannabe,Spice Girls
Quit Playing Games (With My Heart),Backstreet Boys
MMMBop,Hanson
For You I Will,Monica
You Make Me Wanna...,Usher
Bitch,Meredith Brooks
Nobody,Keith Sweat featuring Athena Cage
Semi-Charmed Life,Third Eye Blind
Barely Breathing,Duncan Sheik
Hard to Say I'm Sorry,Az Yet featuring Peter Cetera
Mo Money Mo Problems,The Notorious B.I.G. featuring Puff Daddy and Mase
The Freshmen,The Verve Pipe
I Want You,Savage Garden
No Diggity,Blackstreet featuring Dr. Dre
I Belong to You (Every Time I See Your Face),Rome
Hypnotize,The Notorious B.I.G.
Every Time I Close My Eyes,Babyface
In My Bed,Dru Hill
Say You'll Be There,Spice Girls
Do You Know (What It Takes),Robyn
4 Seasons of Loneliness,Boyz II Men
G.H.E.T.T.O.U.T.,Changing Faces
Honey,Mariah Carey
I Believe in You and Me,Whitney Houston
Da' Dip,Freak Nasty
2 Become 1,Spice Girls
All for You,Sister Hazel
Cupid,112
Where Have All the Cowboys Gone?,Paula Cole
Sunny Came Home,Shawn Colvin
It's Your Love,Tim McGraw with Faith Hill
Ooh Aah... Just a Little Bit,Gina G
Mouth,Merril Bainbridge
All Cried Out,Allure featuring 112
I'm Still in Love with You,New Edition
Invisible Man,98 Degrees
Not Tonight,"Lil' Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez"
Look into My Eyes,Bone Thugs-n-Harmony
Get It Together,702
All by Myself,Celine Dion
It's All Coming Back to Me Now,Celine Dion
My Love Is the Shhh!,Somethin' for the People featuring Trina & Tamara
Where Do You Go,No Mercy
I Finally Found Someone,Barbra Streisand and Bryan Adams
I'll Be,Foxy Brown featuring Jay-Z
If It Makes You Happy,Sheryl Crow
Never Make a Promise,Dru Hill
When You Love a Woman,Journey
Up Jumps da Boogie,Magoo and Timbaland
I Don't Want To / I Love Me Some Him,Toni Braxton
Everyday Is a Winding Road,Sheryl Crow
Cold Rock a Party,MC Lyte
Pony,Ginuwine
Building a Mystery,Sarah McLachlan
I Love You Always Forever,Donna Lewis
Your Woman,White Town
C U When U Get There,Coolio featuring 40 Thevz
Change the World,Eric Clapton
My Baby Daddy,B-Rock and the Bizz
Tubthumping,Chumbawamba
Gotham City,R. Kelly
Last Night,Az Yet
ESPN Presents The Jock Jam,Various Artists
Big Daddy,Heavy D
What About Us,Total
Smile,Scarface featuring 2Pac and Johnny P.
What's on Tonight,Montell Jordan
Secret Garden,Bruce Springsteen
The One I Gave My Heart To,Aaliyah
Fly Like an Eagle,Seal
No Time,Lil' Kim featuring Puff Daddy
Naked Eye,Luscious Jackson
Macarena (Bayside Boys Mix),Los del Río
On & On,Erykah Badu
Don't Wanna Be a Player,Joe
I Shot the Sheriff,Warren G
You Should Be Mine (Don't Waste Your Time),Brian McKnight featuring Mase
Don't Cry for Me Argentina,Madonna
Someone,SWV featuring Puff Daddy
Go the Distance,Michael Bolton
One More Time,Real McCoy
Butta Love,Next
Coco Jamboo,Mr. President
Twisted,Keith Sweat
Barbie Girl,Aqua
When You're Gone / Free to Decide,The Cranberries
Let Me Clear My Throat,DJ Kool
I Like It,The Blackout All-Stars
You're Makin' Me High / Let It Flow,Toni Braxton
You Must Love Me,Madonna
Let It Go,Ray J
