SONG_ID,SONG_TITLE,ARTIST_NAME,year,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spectral_centroid
3562,Pasoori,Ali Sethi,2022,92.28515625,-111.4432,82.2168,5.4119,1.8758,2.436,-0.6821,-4.7188,0.868,-5.6091,7.2178,-2.2643,1.3603,-1.0704,0.3045,0.3407,0.3748,0.2604,0.3148,0.3078,0.4421,0.3029,0.2969,0.3558,0.3939,0.4958,0.2532,0.2947,0.3262,0.2339,0.3323,0.2716,0.3471,0.2823,0.2828,0.3119,0.2865,0.3593,2330.4812
