SONG_TITLE,ARTIST_NAME,SONG_ID,Word_Count,Unique_Word_Count,Repetition_Score,Average_Line_Length,Vocabulary_Diversity,Title_Repetition,Explicit_Word_Count,Sentiment_Score,Positive_Score,Negative_Score,Emotional_Intensity,BERT_Embedding_0,BERT_Embedding_1,BERT_Embedding_2,BERT_Embedding_3,BERT_Embedding_4,BERT_Embedding_5,BERT_Embedding_6,BERT_Embedding_7,BERT_Embedding_8,BERT_Embedding_9,BERT_Embedding_10,BERT_Embedding_11,BERT_Embedding_12,BERT_Embedding_13,BERT_Embedding_14,BERT_Embedding_15,BERT_Embedding_16,BERT_Embedding_17,BERT_Embedding_18,BERT_Embedding_19,BERT_Embedding_20,BERT_Embedding_21,BERT_Embedding_22,BERT_Embedding_23,BERT_Embedding_24,BERT_Embedding_25,BERT_Embedding_26,BERT_Embedding_27,BERT_Embedding_28,BERT_Embedding_29,BERT_Embedding_30,BERT_Embedding_31,BERT_Embedding_32,BERT_Embedding_33,BERT_Embedding_34,BERT_Embedding_35,BERT_Embedding_36,BERT_Embedding_37,BERT_Embedding_38,BERT_Embedding_39,BERT_Embedding_40,BERT_Embedding_41,BERT_Embedding_42,BERT_Embedding_43,BERT_Embedding_44,BERT_Embedding_45,BERT_Embedding_46,BERT_Embedding_47,BERT_Embedding_48,BERT_Embedding_49,BERT_Embedding_50,BERT_Embedding_51,BERT_Embedding_52,BERT_Embedding_53,BERT_Embedding_54,BERT_Embedding_55,BERT_Embedding_56,BERT_Embedding_57,BERT_Embedding_58,BERT_Embedding_59,BERT_Embedding_60,BERT_Embedding_61,BERT_Embedding_62,BERT_Embedding_63,BERT_Embedding_64,BERT_Embedding_65,BERT_Embedding_66,BERT_Embedding_67,BERT_Embedding_68,BERT_Embedding_69,BERT_Embedding_70,BERT_Embedding_71,BERT_Embedding_72,BERT_Embedding_73,BERT_Embedding_74,BERT_Embedding_75,BERT_Embedding_76,BERT_Embedding_77,BERT_Embedding_78,BERT_Embedding_79,BERT_Embedding_80,BERT_Embedding_81,BERT_Embedding_82,BERT_Embedding_83,BERT_Embedding_84,BERT_Embedding_85,BERT_Embedding_86,BERT_Embedding_87,BERT_Embedding_88,BERT_Embedding_89,BERT_Embedding_90,BERT_Embedding_91,BERT_Embedding_92,BERT_Embedding_93,BERT_Embedding_94,BERT_Embedding_95,BERT_Embedding_96,BERT_Embedding_97,BERT_Embedding_98,BERT_Embedding_99,BERT_Embedding_100,BERT_Embedding_101,BERT_Embedding_102,BERT_Embedding_103,BERT_Embedding_104,BERT_Embedding_105,BERT_Embedding_106,BERT_Embedding_107,BERT_Embedding_108,BERT_Embedding_109,BERT_Embedding_110,BERT_Embedding_111,BERT_Embedding_112,BERT_Embedding_113,BERT_Embedding_114,BERT_Embedding_115,BERT_Embedding_116,BERT_Embedding_117,BERT_Embedding_118,BERT_Embedding_119,BERT_Embedding_120,BERT_Embedding_121,BERT_Embedding_122,BERT_Embedding_123,BERT_Embedding_124,BERT_Embedding_125,BERT_Embedding_126,BERT_Embedding_127,BERT_Embedding_128,BERT_Embedding_129,BERT_Embedding_130,BERT_Embedding_131,BERT_Embedding_132,BERT_Embedding_133,BERT_Embedding_134,BERT_Embedding_135,BERT_Embedding_136,BERT_Embedding_137,BERT_Embedding_138,BERT_Embedding_139,BERT_Embedding_140,BERT_Embedding_141,BERT_Embedding_142,BERT_Embedding_143,BERT_Embedding_144,BERT_Embedding_145,BERT_Embedding_146,BERT_Embedding_147,BERT_Embedding_148,BERT_Embedding_149,BERT_Embedding_150,BERT_Embedding_151,BERT_Embedding_152,BERT_Embedding_153,BERT_Embedding_154,BERT_Embedding_155,BERT_Embedding_156,BERT_Embedding_157,BERT_Embedding_158,BERT_Embedding_159,BERT_Embedding_160,BERT_Embedding_161,BERT_Embedding_162,BERT_Embedding_163,BERT_Embedding_164,BERT_Embedding_165,BERT_Embedding_166,BERT_Embedding_167,BERT_Embedding_168,BERT_Embedding_169,BERT_Embedding_170,BERT_Embedding_171,BERT_Embedding_172,BERT_Embedding_173,BERT_Embedding_174,BERT_Embedding_175,BERT_Embedding_176,BERT_Embedding_177,BERT_Embedding_178,BERT_Embedding_179,BERT_Embedding_180,BERT_Embedding_181,BERT_Embedding_182,BERT_Embedding_183,BERT_Embedding_184,BERT_Embedding_185,BERT_Embedding_186,BERT_Embedding_187,BERT_Embedding_188,BERT_Embedding_189,BERT_Embedding_190,BERT_Embedding_191,BERT_Embedding_192,BERT_Embedding_193,BERT_Embedding_194,BERT_Embedding_195,BERT_Embedding_196,BERT_Embedding_197,BERT_Embedding_198,BERT_Embedding_199,BERT_Embedding_200,BERT_Embedding_201,BERT_Embedding_202,BERT_Embedding_203,BERT_Embedding_204,BERT_Embedding_205,BERT_Embedding_206,BERT_Embedding_207,BERT_Embedding_208,BERT_Embedding_209,BERT_Embedding_210,BERT_Embedding_211,BERT_Embedding_212,BERT_Embedding_213,BERT_Embedding_214,BERT_Embedding_215,BERT_Embedding_216,BERT_Embedding_217,BERT_Embedding_218,BERT_Embedding_219,BERT_Embedding_220,BERT_Embedding_221,BERT_Embedding_222,BERT_Embedding_223,BERT_Embedding_224,BERT_Embedding_225,BERT_Embedding_226,BERT_Embedding_227,BERT_Embedding_228,BERT_Embedding_229,BERT_Embedding_230,BERT_Embedding_231,BERT_Embedding_232,BERT_Embedding_233,BERT_Embedding_234,BERT_Embedding_235,BERT_Embedding_236,BERT_Embedding_237,BERT_Embedding_238,BERT_Embedding_239,BERT_Embedding_240,BERT_Embedding_241,BERT_Embedding_242,BERT_Embedding_243,BERT_Embedding_244,BERT_Embedding_245,BERT_Embedding_246,BERT_Embedding_247,BERT_Embedding_248,BERT_Embedding_249,BERT_Embedding_250,BERT_Embedding_251,BERT_Embedding_252,BERT_Embedding_253,BERT_Embedding_254,BERT_Embedding_255,BERT_Embedding_256,BERT_Embedding_257,BERT_Embedding_258,BERT_Embedding_259,BERT_Embedding_260,BERT_Embedding_261,BERT_Embedding_262,BERT_Embedding_263,BERT_Embedding_264,BERT_Embedding_265,BERT_Embedding_266,BERT_Embedding_267,BERT_Embedding_268,BERT_Embedding_269,BERT_Embedding_270,BERT_Embedding_271,BERT_Embedding_272,BERT_Embedding_273,BERT_Embedding_274,BERT_Embedding_275,BERT_Embedding_276,BERT_Embedding_277,BERT_Embedding_278,BERT_Embedding_279,BERT_Embedding_280,BERT_Embedding_281,BERT_Embedding_282,BERT_Embedding_283,BERT_Embedding_284,BERT_Embedding_285,BERT_Embedding_286,BERT_Embedding_287,BERT_Embedding_288,BERT_Embedding_289,BERT_Embedding_290,BERT_Embedding_291,BERT_Embedding_292,BERT_Embedding_293,BERT_Embedding_294,BERT_Embedding_295,BERT_Embedding_296,BERT_Embedding_297,BERT_Embedding_298,BERT_Embedding_299,BERT_Embedding_300,BERT_Embedding_301,BERT_Embedding_302,BERT_Embedding_303,BERT_Embedding_304,BERT_Embedding_305,BERT_Embedding_306,BERT_Embedding_307,BERT_Embedding_308,BERT_Embedding_309,BERT_Embedding_310,BERT_Embedding_311,BERT_Embedding_312,BERT_Embedding_313,BERT_Embedding_314,BERT_Embedding_315,BERT_Embedding_316,BERT_Embedding_317,BERT_Embedding_318,BERT_Embedding_319,BERT_Embedding_320,BERT_Embedding_321,BERT_Embedding_322,BERT_Embedding_323,BERT_Embedding_324,BERT_Embedding_325,BERT_Embedding_326,BERT_Embedding_327,BERT_Embedding_328,BERT_Embedding_329,BERT_Embedding_330,BERT_Embedding_331,BERT_Embedding_332,BERT_Embedding_333,BERT_Embedding_334,BERT_Embedding_335,BERT_Embedding_336,BERT_Embedding_337,BERT_Embedding_338,BERT_Embedding_339,BERT_Embedding_340,BERT_Embedding_341,BERT_Embedding_342,BERT_Embedding_343,BERT_Embedding_344,BERT_Embedding_345,BERT_Embedding_346,BERT_Embedding_347,BERT_Embedding_348,BERT_Embedding_349,BERT_Embedding_350,BERT_Embedding_351,BERT_Embedding_352,BERT_Embedding_353,BERT_Embedding_354,BERT_Embedding_355,BERT_Embedding_356,BERT_Embedding_357,BERT_Embedding_358,BERT_Embedding_359,BERT_Embedding_360,BERT_Embedding_361,BERT_Embedding_362,BERT_Embedding_363,BERT_Embedding_364,BERT_Embedding_365,BERT_Embedding_366,BERT_Embedding_367,BERT_Embedding_368,BERT_Embedding_369,BERT_Embedding_370,BERT_Embedding_371,BERT_Embedding_372,BERT_Embedding_373,BERT_Embedding_374,BERT_Embedding_375,BERT_Embedding_376,BERT_Embedding_377,BERT_Embedding_378,BERT_Embedding_379,BERT_Embedding_380,BERT_Embedding_381,BERT_Embedding_382,BERT_Embedding_383
Vogue,Madonna,7j5TIXPi0cCbSSqItmbyZy,455,185,0.5934,5.9091,0.4066,34,0,0.9753,0.072,0.026,0.9753,0.032454733,-0.02040612,0.0470483,0.0040009418,0.008487067,0.009718982,0.07876536,-0.05317176,-0.002942221,-0.013090574,-0.071279064,0.019454751,0.037107736,-0.07312842,0.040437225,0.0076490985,0.051439565,0.13370664,-0.06468552,0.092724375,-0.015324999,-0.039035242,-0.07843106,0.074520074,-0.120340355,0.061436977,-0.025690109,-0.06384265,-0.044167835,-0.03328729,0.0037892105,0.07728657,-0.027463377,0.047423683,-0.0058849356,0.08150511,-0.06782277,0.022821581,-0.00080893526,0.09030029,-0.009844732,-0.030896436,-0.013245209,0.018172573,0.061037812,-0.052163545,0.049486615,0.009944435,0.016456204,0.008449246,-0.091070615,-0.042637948,-0.037861235,0.076813765,0.022306474,0.030891491,0.04141384,0.006083899,0.025041334,0.031125406,-0.005603918,-0.08122123,-0.025031198,0.028448956,-0.0026144562,-0.034485586,0.06805404,0.056171358,-0.034594662,0.058266968,0.023374552,-0.11789107,0.0033906593,0.06591461,0.057881787,0.092576444,0.010887173,-0.08539197,-0.043355074,-0.005816843,0.015948538,-0.008400744,-0.035408612,-0.061885312,-0.06387216,0.012390254,-0.00810188,0.034025252,0.055166174,-0.061141994,-0.12139295,0.041138086,-0.10596497,-0.08957933,0.07695686,-0.051344372,-0.011547278,-0.04933889,-0.014421628,0.037911847,0.07511714,-0.0001073514,0.052137256,0.01882042,-0.010957495,-0.10212567,0.087031424,0.0755805,0.014545837,0.00480298,-0.019054884,-0.017604828,0.019896625,-0.013003468,0.066464216,-0.027534474,0.013872864,5.5325207e-05,0.044647276,0.076713964,-0.025768483,-0.032803945,-0.03859694,-0.03581226,-0.18486527,0.008754625,0.04173377,-1.5961652e-33,0.03131481,0.04109505,0.08309909,0.0882083,0.033834413,-0.040240247,-0.05310685,-0.0019638147,-0.033040375,0.08655311,0.07746802,-0.02564464,-0.025536366,0.08330191,0.05119657,-0.021957945,-0.060890827,-0.071541265,0.052170865,0.0548873,0.018884415,0.00091266487,-0.027545866,-0.048033852,-0.023386594,0.047801442,0.0042687794,-0.04823335,-0.1307534,-0.016312748,0.03384011,0.07824874,0.042280156,0.012023553,-0.04728771,-0.051202852,-0.0009891418,0.023222202,0.042545795,-0.023235852,-0.056710225,0.017391229,0.019378483,0.002825033,0.023470534,0.10153167,-0.013756931,0.015938204,0.043624368,0.052645892,0.05215269,-0.04972458,0.0032913228,-0.011615492,-0.014069109,-0.034340106,-0.06353812,-0.0043477896,0.077924706,0.015197715,0.027891874,-0.035320435,-0.03794963,0.011476996,0.057403844,0.025543224,-0.01811538,-0.0809536,0.05352832,0.04407734,-0.08881983,-0.029559527,-0.026807165,0.045177203,0.044155203,-0.019538788,-0.030135546,-0.09586582,-0.03517547,0.06563242,-0.023688441,0.063422255,-0.038832724,0.0840569,0.06757515,-0.017990692,0.033695247,-0.013001039,-0.034642734,0.012437879,-0.122378126,0.06479699,0.04018354,-0.0724338,-0.03345929,6.991164e-34,0.11999295,0.05370899,0.05882401,0.10607911,0.09493701,-0.0037473703,-0.03025538,-0.015294094,0.03351146,0.033148747,-0.02670994,-0.07629156,-0.02990104,-0.06021326,0.054842677,-0.004996455,-0.008450737,0.028729124,-0.07157209,0.07009421,-0.056793053,0.033849392,-0.031707544,0.0015205051,-0.1366455,-0.0012868064,0.029200051,0.10825325,0.0333794,0.0022974005,0.0073567466,-0.0035783385,0.0216894,-0.0029577254,-0.04500425,0.05521359,0.003491284,-0.029227734,-0.10843781,0.020073362,-0.08684561,-0.053673416,-0.020040244,0.0039897575,0.0018537407,-0.078724615,-0.02837698,0.09413578,-0.021642137,0.030651266,0.047012616,-0.015045924,-0.010781026,0.009469898,0.019454977,-0.050176494,0.0380693,-0.04676805,0.005774812,0.020031175,0.014121393,0.04838535,-0.057132505,-0.02293216,-0.03385602,-0.006737306,-0.022276588,-0.01906744,-0.058953453,0.08440825,-0.048654545,0.0041728383,-0.021380685,-0.0013013294,-0.08078493,-0.041075118,0.040742293,-0.023276204,-0.03669591,-0.005442776,0.01284203,-0.058567543,-0.022581737,-0.024225697,0.083300054,0.1314208,-0.021194417,0.05417397,-0.023625268,-0.027410645,-0.024810566,0.031176483,-0.03370256,0.006981555,-0.029946696,-5.5028885e-08,-0.035554446,-0.018047154,0.012604864,0.0077703283,-0.04548424,0.0450969,0.019847171,-0.050418857,0.0819918,-0.020658355,0.032285795,0.0010184435,0.0536599,0.06989453,-0.023171913,-0.052519165,-0.018580057,0.042653956,-0.047562867,-0.0019061592,-0.00060260174,-0.022961725,-0.0012813684,-0.09443232,0.009686156,-0.02448189,0.043418515,-0.014519249,-0.057434272,0.028746795,0.012730304,0.0058234143,0.021475812,-0.013217299,-0.07427308,-0.0271482,0.10708336,-0.03431978,-0.01800098,-0.04499675,-0.024483254,0.045560136,0.07855393,-0.010163562,-0.13285528,-0.07319196,0.09229366,0.015036514,-0.0041407035,0.021168333,0.0012697165,-0.07191402,0.012203656,0.0012841488,0.02054125,0.0033087647,-0.078052916,0.120998815,0.010398931,0.037721954,-0.0016418211,-0.026586063,-0.028939925,-0.08102217
Black or White,Michael Jackson,7EsjkelQuoUlJXEw7SeVV4,141,56,0.6028,3.8108,0.3972,1,0,-0.9701,0.059,0.187,0.9701,0.0114863645,0.055677924,0.07559053,0.032436363,0.0430462,0.0062754382,0.02957826,-0.07030333,0.09007964,-0.020127695,-0.01743955,-0.008216777,0.032228723,-0.025745273,0.02820254,0.07345307,0.040940344,0.009699591,-0.12823452,0.07490338,-0.00077069865,0.16045265,0.011514365,-0.033374887,-0.10098996,0.034931067,-0.05471534,0.021305734,0.052187804,-0.036337942,0.028748438,-0.023675373,0.06813016,0.07231135,0.057592582,-0.024928382,-0.0565561,0.024364896,-0.015451751,-0.06487469,-0.010225601,0.004540162,-0.03584134,-0.057580844,0.0021218786,-0.022569941,-0.053218484,-0.050524335,0.05658553,-0.027143182,-0.05384496,-0.050440717,-0.031229317,0.0625284,0.011583134,-0.011308728,0.020229673,0.058545124,-0.024286741,0.020441651,-0.0716109,0.00086225505,0.041271016,-0.0030934454,0.017046573,0.022337811,0.06805461,0.025522348,-0.030434776,0.095181346,-0.064940125,0.07866986,0.014506735,0.04832407,-0.056348965,0.010230864,-0.02694519,-0.014658354,0.030454319,0.07104116,-0.102274254,-0.02811433,-0.03192575,-0.046099234,-0.031997,0.017985081,0.03866627,-0.08061942,0.04167386,-0.034820035,-0.030590976,-0.05161657,0.016716866,0.015406201,0.03876846,-0.048808035,-0.06402225,-0.049229786,-0.14027141,0.01668015,0.022266634,-0.05556924,0.015671508,-0.031862415,0.005946692,-0.02125587,-0.06752928,-0.011340517,-0.0987193,0.017854895,-0.035456114,-0.056807272,-0.007026099,-0.063566685,-0.019760728,-0.050275464,0.042233028,-0.019927192,0.046496008,0.08388805,-0.099345654,-0.01699611,-0.10228005,0.12234315,-0.083292216,-0.103001066,-0.014288254,9.391342e-33,-0.030235505,-0.0146983825,-0.04900055,-0.03763315,-0.014088931,0.006251136,-0.0004822406,-0.02030073,-0.0008507495,-0.046102904,-0.0046133497,0.030294398,0.052290753,0.005908653,0.03980063,-0.03653468,0.0604381,-0.0064787604,0.043777067,0.03496207,-0.06747983,0.05447637,0.01052356,0.012489713,-0.11132013,-0.014004714,0.033302195,-0.00040437776,-0.015254393,0.019824557,-0.022760741,-0.014915528,0.055636734,-0.042978782,0.03404103,0.011702386,0.018475542,0.04806564,-0.060992476,-0.0067936582,-0.091920815,0.06569235,0.0071132914,-0.024091689,-0.0002636395,0.015956637,-0.04468422,0.056109227,-0.042672843,0.010506679,0.021788722,-0.013798317,0.019426027,0.072323605,-0.04906569,0.030382384,-0.08132957,0.0016296286,0.027570205,0.010126746,-0.006011405,-0.09657315,0.10508236,-0.03295459,0.03934567,-0.02826253,-0.032258365,-0.02241702,-0.054938104,-0.009202445,-0.07087774,-0.00084903813,0.015188549,0.03628942,0.016895263,-0.05327701,0.07901837,-0.02021193,0.051496856,0.051766135,-0.00729786,0.018301506,0.011726239,0.048902757,0.07382199,-0.16585092,0.043358583,-0.113606766,-0.012555463,0.054399613,-0.028385254,0.04903267,0.044523425,-0.12418854,-0.09018177,-9.5122604e-33,0.08864671,0.014433816,0.02693762,0.09654824,0.01286383,0.022211406,-0.108878575,-0.0019923695,0.038920462,0.061945435,0.022199366,-0.055897497,-0.030456655,0.0048113526,0.007227459,-0.021877734,0.0852673,-0.023046354,0.069206424,0.0026203778,-0.027565282,0.114480145,0.054737996,-0.0070649046,0.051997464,-0.013625516,0.04053169,0.009857322,-0.018043958,0.05534378,0.0012555243,-0.008027594,-0.10796207,0.08426559,-0.00011996662,-0.064939365,-0.008949557,0.11167981,-0.0071102665,-0.08162233,-0.072894044,-0.03724086,-0.10110945,0.019739367,-0.025506167,-0.078501485,0.02195345,0.034734208,0.00042802223,0.08025338,0.05940822,0.016012881,0.05982071,0.017186431,-0.02047062,-0.034729555,0.037588134,-0.06654207,-0.059205834,-0.06430866,0.02552411,0.02470541,-0.091180876,0.014575091,0.03578748,0.020837886,0.011202891,-0.07629172,-0.077753104,-0.07560598,-0.019649776,-0.03718154,-0.024602128,0.027517645,-0.004343069,0.07303997,0.0075691,-0.13593741,-0.047443643,-0.019299336,0.024702853,-0.019831883,-0.006188446,0.055710435,-0.03601066,-0.021093426,-0.042779583,0.057717055,-0.043676563,0.042057123,0.066486806,-0.033996392,0.04888157,0.021766271,-0.007662913,-5.020267e-08,-0.031439986,-0.010204961,-0.07884277,-0.032170903,-0.018417904,0.02068298,0.050207675,-0.082801946,-0.0065020774,0.027251385,0.07566401,0.044661526,-0.034270987,0.039921712,-0.05156092,0.02650764,0.06655201,-0.07595127,-0.02936586,-0.06191391,-0.049593594,0.026766092,-0.007410161,-0.043431867,-0.0008413376,0.06270198,0.00593848,-0.015357535,-0.06014411,0.016761186,0.092963055,-0.039683793,0.022272428,0.011419454,-0.02906307,0.014181519,-0.079627484,0.022213047,-0.02696378,0.052969333,-0.055489253,0.069675066,0.10901889,0.015625438,-0.02050932,-0.0027698434,0.028076785,0.0032642097,-0.010882889,0.0095895715,-0.0073245964,0.05964488,0.0140869,-0.0039610513,0.031226518,0.08354471,0.1113363,0.024154663,-0.04396652,0.03628478,0.12669289,0.008917614,0.03297041,-0.05845739
C.R.E.A.M.,Wu-Tang Clan,119c93MHjrDLJTApCVGpvx,611,291,0.5237,6.9432,0.4763,0,2,-0.4058,0.099,0.096,0.4058,-0.017920358,-0.0862409,0.0146404505,-0.053645995,0.002245124,0.016595453,0.09772018,-0.0006569794,0.033837374,-0.039879434,-0.05168623,0.0013277094,-0.0044255885,-0.069052204,-0.012946789,0.051166207,0.106181525,0.03454488,-0.045131575,-0.0056639295,-0.023143927,-0.06119147,-0.024245163,-0.0028585964,-0.10155584,0.12701195,-0.013064483,0.034171656,-0.021203594,-0.04672612,0.022052748,0.061660986,-0.028113995,-0.05036913,0.039744616,0.0030461943,-0.06682025,0.04412822,0.0035208594,-0.0038634539,0.116545066,0.022382878,0.0069163074,0.0074389563,-0.031530567,0.0072650285,-0.058093738,-0.11237888,0.0032741744,-0.017719451,-0.056203157,-0.07137298,0.09349467,0.12398059,0.017067824,0.029441841,0.0045152195,0.056164782,0.03633656,0.010392341,-0.0717526,0.0189142,0.01608799,-0.0093275625,0.025819179,0.021147076,0.041295495,0.055981953,-0.02099204,0.0440694,-0.04934739,0.0074915956,0.018437117,0.053075884,0.001341765,0.059258528,-0.0964084,-0.10398998,-4.2119336e-05,0.013704006,0.025260536,-0.013887527,-0.0481174,-0.14034982,-0.08561816,-0.021571882,0.027435431,0.018308692,0.0574998,-0.027583802,-0.086108945,0.07873574,0.008464831,-0.04763841,0.038824596,-0.017437493,-0.02956921,-0.042829163,-0.031185657,0.04612826,0.06967162,0.015531182,-0.03023221,-0.058378905,0.07263713,-0.035035875,0.014856329,0.044105213,-0.018688506,0.05779233,-0.038566153,0.011480098,0.018758478,-0.026457664,0.0912001,-0.0051128403,0.016595952,0.08370469,-0.04886625,-0.06822309,0.009045073,0.026310645,-0.017271094,0.07358342,-0.002895827,-0.06373648,-0.04346555,1.012474e-33,0.0025967078,0.035428833,-0.052272867,0.0443618,0.17647132,-0.04633572,0.0244641,0.02460999,-0.0150783155,0.12897001,0.016027186,-0.045383308,-0.02275011,0.018092956,0.02650741,-0.026500687,-0.06277799,-0.06610372,-0.059855755,0.0033398354,-0.07541284,-0.04046782,0.0016761809,0.08487669,-0.031948812,0.057115123,-0.015948549,0.02738616,0.07652762,-0.005843539,-0.042377163,0.0014710501,-0.046612624,-0.0044146357,-0.008212944,0.0114998305,0.023495004,0.023401024,-0.10022155,-0.02548226,-0.052880544,-0.017489813,-0.041841604,0.020891137,-0.041565724,0.04961795,-0.049101233,0.010927944,-0.011531346,-0.024508035,-0.0067563266,-0.011800569,-0.0041870866,0.011147299,-0.009248967,0.023390846,0.0111493515,0.07275441,-0.004109115,-0.019918494,0.007990511,-0.058438424,-0.06148948,-0.035044566,0.008651286,0.045642577,-0.03688978,-0.020992812,0.1022834,-0.04241823,0.012981885,-0.0070435363,-0.0468393,-0.017781338,0.06038603,-0.0018100884,-0.04146484,-0.06464976,-0.0038359247,-0.0077419225,-0.0017900479,0.007972132,-0.06723144,0.07721018,-0.05062751,-0.08045323,0.036038686,-0.00425741,-0.019003265,0.04188443,-0.14780465,-0.006153809,0.08516628,0.022089627,-0.03878563,5.361555e-35,0.09666273,0.027481968,0.023939732,0.09788457,0.13008095,-0.029714577,-0.00844293,-0.029465184,0.07347959,-0.057372395,-0.0021249284,-0.07255014,-0.04779314,0.020883791,0.0902595,-0.0625914,-0.057752088,0.120597795,0.059889305,0.09514382,-0.054260068,0.058767624,-0.044322502,0.060752604,-0.012053379,0.07148448,0.053098034,0.07713765,0.0480276,0.08583883,0.0026450444,0.041034833,-0.027310299,-0.09200838,-0.033877485,0.05369531,-0.0018189879,-0.056944568,-0.1471831,-0.050628353,-0.016193382,-0.048098627,-0.05656032,0.054563273,-0.042524986,0.031356376,0.011355003,0.054454822,0.0036911326,0.09270311,0.046037454,-0.019352725,-0.05178425,0.051368605,-0.028509077,-0.045693837,-0.0071640327,0.019941062,-0.029418379,-0.0074083596,0.015997699,0.034212343,-0.0040998813,-0.012715259,0.042360805,0.0020636544,0.019898774,0.0009601845,0.0660417,0.007866032,0.017347906,0.09708099,-0.04579035,-0.012354556,-0.011734181,-0.04952853,-0.030615551,-0.09414208,0.04186816,-0.056253873,0.0064179166,0.04303781,-0.04711757,0.043179143,0.032454576,0.032521855,0.0035399704,0.010461188,-0.09223281,-0.009523656,0.09781244,-0.010473027,-0.045452133,0.052411377,-0.012110186,-5.2991556e-08,0.030767199,0.051518735,-0.05925826,0.034143526,0.10455502,-0.018169316,-0.031939726,0.004139961,-0.019746695,-0.021741267,0.08327015,-0.0025108445,0.080802135,0.090133175,-0.017987706,0.036040973,-0.03375684,0.03904198,-0.05600442,-0.038464814,-0.05043461,0.048117954,0.037691414,-0.077663004,-0.013950302,-0.033295784,0.034903202,0.048036087,0.009611412,0.043075297,-0.004657393,0.015421478,-0.009871411,0.0024307354,0.034920048,-0.06504975,-0.022651747,-0.03538525,0.022374477,-0.011935402,-0.028380558,0.08088149,0.004240741,-0.0075236037,-0.07460793,-0.11224341,-0.0194016,0.018035177,0.0070896763,0.07804692,-0.021098861,-0.024169343,-0.0024113257,-0.007737495,0.11219659,0.0038490768,-0.03385966,0.086991034,-0.08105887,0.022062244,-0.010721546,0.04773238,0.052935533,-0.12384041
